lat,long
51.60112070802004,-0.01739683503955796
51.605604050310816,-0.02545267700894328
51.60737871728565,-0.029034154005536723
51.60835547264755,-0.030131903557782586
51.60903418794583,-0.030387598295304123
51.610243944017114,-0.030563277020019052
51.61172206572083,-0.03192453037576717
51.612720745904205,-0.03433279000661144
51.61305029242568,-0.037055010717329785
51.61297811849763,-0.03911052439925378
51.612452482752346,-0.0416416638138949
51.611745660091294,-0.04395247926855112
51.61138966670203,-0.0460201095692492
51.61156279597795,-0.04789400025821749
51.61268085155974,-0.05109561714447322
51.6136431105581,-0.05561536890726613
51.61471976386088,-0.06491957148458591
51.61487970948491,-0.06816250483980847
51.614569075330245,-0.07085530603914082
51.614056787369194,-0.07640720195585492
51.61428140328535,-0.07907265100530234
51.61449724099689,-0.08163381397970416
51.61512442326138,-0.08308962460537028
51.616145470238834,-0.08475708371805273
51.616613849679766,-0.08736004050179841
51.616552658744595,-0.09232295471714383
51.616246255444324,-0.09546021469495015
51.615897412835636,-0.09788081425266246
51.61451136382733,-0.10215775718142851
51.61247149156871,-0.10771575974464383
51.6122562239057,-0.10977705876481555
51.61260142988333,-0.11358246576849163
51.61234159701644,-0.11729887522643061
51.61244453457028,-0.11928992648962151
51.61364965069929,-0.12393228234691013
51.614260139461194,-0.1262844258889802
51.61492308191174,-0.12779652935630723
51.61460962422037,-0.12885756586553837
51.613256662111226,-0.1323689434858475
51.6111782661628,-0.13558961177077278
51.609798047936565,-0.14032077571701432
51.60865874858999,-0.14458564406542193
51.606094615066354,-0.15269218731727505
51.60565842115249,-0.15690624613478552
51.60577497730333,-0.15980860562098062
51.60564659283203,-0.16191357794575367
51.60260188513172,-0.17025340573969386
51.6006101438658,-0.17455101383628163
51.597315549908686,-0.17952737980834282
51.591062477424366,-0.19060415281334137
51.590310971390586,-0.1925144246895733
51.58998081601888,-0.19412297419712551
51.58969313050363,-0.1961856899834081
51.58982608757898,-0.2002260345224511
51.5897796426101,-0.2018234250306383
51.58944761519316,-0.20331793275982132
51.588678783388524,-0.20642527360661764
