lat,long
51.53107801103869,-0.10468730273626951
51.53088128081707,-0.10441302801376853
51.53090183452789,-0.1043775809376329
51.53086814559608,-0.10432346495027837
51.5308752179384,-0.10431603848171705
51.53067688971467,-0.1040041491066811
51.53065470394477,-0.10399425362936576
51.53045274226141,-0.10368572616633025
51.530368618676654,-0.10356488069545854
51.53036379296691,-0.10354439765372453
51.530301240645265,-0.1034510658445247
51.53029509968425,-0.10346047498954639
51.53022305686797,-0.10335838427258086
51.530237519261114,-0.10333543547597225
51.530178507196545,-0.10324421624157261
51.530105207157796,-0.10313112295304021
51.53003420083249,-0.10302090754933478
51.52996494799319,-0.1029134728030204
51.52989395302165,-0.10280397127359364
51.52982295795967,-0.10269447008794448
51.52977987600873,-0.10262660228016426
51.529863880808826,-0.1023510049841681
51.530027576485764,-0.10223899065089699
51.53024045734892,-0.10209972825020726
51.53075126258271,-0.10176559154393436
51.5305145420255,-0.10086568481007271
51.53050283991715,-0.10086474612955959
51.53049774610405,-0.10085556643593117
51.53042301969539,-0.10059917286043389
51.53028506108722,-0.10004691652201293
51.53003768400644,-0.09910063501874784
51.530058731184084,-0.09906801727322867
51.52996139259821,-0.09872032431521881
51.529897594244005,-0.09847287180758678
51.52983456292662,-0.09830598407133243
51.5296890583123,-0.09773253947411735
51.529449642324415,-0.09677941345742695
51.5294149323724,-0.09680106933259783
51.52936777616121,-0.09660986838697719
51.52935187638023,-0.09654420130477666
51.52920033062351,-0.09593702262756856
51.52892176788975,-0.09483850535616796
51.528737759952236,-0.09411524938892424
51.52865418671858,-0.09378566325717698
51.528527178222134,-0.0932785188176237
51.52840947219244,-0.09281271015229052
51.528371504237434,-0.09263408994769014
51.528335374107364,-0.09248558563903239
51.528363069778884,-0.09250249652152635
51.52825861806081,-0.09207797999504791
51.528193746055635,-0.09182619200155584
51.52817460452384,-0.09175483932235591
51.52804871389066,-0.09136652785511964
51.5280292059274,-0.09130030177988988
51.527858845747744,-0.09064354463917734
51.52786842356237,-0.09062448087992307
51.52773599406905,-0.09011092437481731
51.527654620825416,-0.08977912100558742
51.52757740945375,-0.08950966934214705
51.52744059434962,-0.08903624213520614
51.5273764362186,-0.08887821910449561
51.52733409112775,-0.08878989207018886
51.52732699859806,-0.08879601364542533
51.527245341242875,-0.08866749193837561
51.52717134220495,-0.08860069832829467
51.527053202304074,-0.0884953399963741
51.526965302410524,-0.08841962016275404
51.52696429532706,-0.0883908966154318
51.52683924215347,-0.0883081749182462
51.52681199812322,-0.08829136784788408
51.52669980023182,-0.08821963838303258
51.526585289966626,-0.08814943342324254
51.526559793895714,-0.08812958201165498
51.52629974545717,-0.08800497395548572
51.526298125363205,-0.08801585859206443
51.52606812761253,-0.08792030290036469
51.52599634451777,-0.0879838146248449
51.52566395340584,-0.08833496168596154
51.525467234050666,-0.08827331366650769
51.52542938060392,-0.08815175767270707
51.525259796970566,-0.0877365461792222
51.52519739679957,-0.08757620124678496
51.525177999205894,-0.08734606564465269
51.52528636909673,-0.08710605456123682
51.52561256014527,-0.08676086573305467
51.52565141118023,-0.08676720136206076
51.52573959264615,-0.08666187342104428
51.525926147227544,-0.08594110168039096
51.52601658393355,-0.08556098130715911
51.526094462030514,-0.0852377290558666
51.5261245808106,-0.08510024628178571
51.52611316622485,-0.08503439803769974
51.52610218614889,-0.08502261648092
51.52608723197453,-0.08501527912796839
51.5261174643272,-0.08474727725709241
51.526107016959386,-0.08474058403869761
51.52613210110785,-0.0845426906215553
51.52613206334222,-0.0844029067557956
51.526122152667405,-0.08426413146520592
51.52610680777545,-0.08409539340307147
51.52608304263582,-0.08395601224940115
51.526057240995904,-0.08381303192677765
51.52601631524193,-0.08370182959224437
51.52593501412299,-0.08351304031832187
51.52526827129801,-0.08219742674672124
51.525084985223344,-0.08182524693620025
51.524814300030485,-0.08130401006589281
51.524566447029315,-0.08085955427952964
51.524320632497584,-0.08045186321917709
51.52393381913282,-0.08048121461036092
51.52364501072786,-0.0805058464003045
51.52352598714061,-0.08051715408150284
51.52361338300987,-0.08012825542384361
51.52362968514515,-0.07992705514966456
51.52365940195429,-0.07947473577609088
51.52365985772063,-0.07943121419629795
51.52366447239264,-0.07939464899272043
51.52362094387628,-0.07932231405713491
51.52330933419595,-0.07880057290787443
51.523149997916704,-0.07854639117992993
51.523075488047226,-0.07842140100395362
51.52306938649081,-0.07841119951819671
51.52306402421534,-0.07840215473765176
51.52279851364991,-0.07797808610895564
51.52268607593213,-0.07750846720940621
51.522679764964074,-0.0774799700314097
51.52254104043159,-0.07730420508268335
51.52235684662334,-0.07703658010225127
51.52207121067827,-0.07664641547618792
51.521692377721735,-0.07616510181837861
51.52134773334801,-0.07571836707376392
51.520768399108036,-0.07507176781557362
51.52062133801716,-0.07493594636411027
51.520304892363455,-0.07466821750256512
51.520104693000974,-0.07460321737288513
51.52004976679869,-0.0746033961357987
51.51988406431489,-0.07460254435726478
51.51983129199747,-0.07460251257879863
51.51982452888309,-0.07458485187709503
51.51967251014646,-0.07460148837881184
51.51960683204508,-0.07460936989031118
51.519552389384735,-0.07461166732767532
51.51940185646631,-0.07462574578279571
51.519402194050954,-0.07464629224782549
51.5193397092015,-0.07465154375848262
51.519339414526335,-0.07463360883931366
51.51918739486675,-0.07465024499651607
51.5190289504766,-0.07467523422626104
51.51900983503939,-0.07463349275778511
51.51869948322862,-0.07462721759349017
51.518392354860104,-0.07462567839913793
51.51829614189472,-0.07446038464589594
51.51754716972308,-0.07384192043769998
51.5170339844655,-0.07341899626795796
51.5170067840799,-0.07343238613634707
51.51688674598205,-0.07338195426262938
51.516610639051486,-0.073156524431709
51.51640115890176,-0.07296999631912932
51.51596115924605,-0.07260235087070369
51.51586318325962,-0.07252139996384892
51.515804409449274,-0.0725008283119565
51.51571908402097,-0.07242374103583026
51.51561958893751,-0.07233786379621596
51.51556752685323,-0.07226079894023343
51.5154243231569,-0.07213565087428148
51.5152993830011,-0.07216980694690892
51.51511308855759,-0.07259491145543058
51.515066659217986,-0.0727236710482594
51.51481384865155,-0.07345579809289263
51.51468085574082,-0.07383134714099367
51.51450465850884,-0.0739468051359068
51.51440157015465,-0.07397040696374757
51.51424244454659,-0.07395394952306959
51.513905678637926,-0.07365337165750564
51.51359932808045,-0.07353511165337445
51.51343633382792,-0.07346926610418457
51.5133040678107,-0.0734351587286606
51.51319256004443,-0.07340599934490676
51.513181508222225,-0.07341727952881573
51.5130328874871,-0.0733781598713989
51.51303124441617,-0.07338761602389332
51.5129870222459,-0.07337724377393649
