MeasurementDateGMT,Carbon Monoxide (mg/m3),Nitric Oxide (ug/m3),Nitrogen Dioxide (ug/m3),Oxides of Nitrogen (ug/m3),Ozone (ug/m3),PM10 Particulate (ug/m3),Sulphur Dioxide (ug/m3)
2018-03-10 01:00:00,0.3,123.5,78.2,267.5,6.3,22.6,7.0
2018-03-10 02:00:00,0.2,59.7,57.9,149.4,9.8,22.0,5.7
2018-03-10 03:00:00,0.1,44.5,46.7,114.9,14.9,24.7,5.2
2018-03-10 04:00:00,0.2,38.9,50.2,109.8,17.2,19.3,4.5
2018-03-10 05:00:00,0.1,55.1,58.8,143.3,16.0,16.5,4.5
2018-03-10 06:00:00,0.3,123.3,77.0,266.1,6.7,19.9,5.9
2018-03-10 07:00:00,0.4,188.9,84.7,374.4,4.1,23.5,7.8
2018-03-10 08:00:00,0.4,223.8,98.2,441.5,4.1,21.6,9.6
2018-03-10 09:00:00,0.5,216.7,113.3,445.6,5.4,20.8,10.4
2018-03-10 10:00:00,0.4,180.1,86.8,363.0,9.4,22.4,9.7
2018-03-10 11:00:00,0.5,194.8,95.6,394.3,7.0,26.7,10.3
2018-03-10 12:00:00,0.4,179.9,117.6,393.5,7.2,25.5,9.9
2018-03-10 13:00:00,0.5,182.7,120.2,400.3,8.4,28.5,10.0
2018-03-10 14:00:00,0.4,157.8,121.0,363.0,9.8,21.4,9.9
2018-03-10 15:00:00,0.5,139.2,109.9,323.4,11.6,21.4,9.5
2018-03-10 16:00:00,0.4,165.0,107.2,360.1,12.4,22.6,9.4
2018-03-10 17:00:00,0.5,175.6,133.3,402.5,10.9,33.4,9.7
2018-03-10 18:00:00,0.6,176.5,125.3,396.0,9.7,31.9,9.9
2018-03-10 19:00:00,0.6,176.1,135.1,405.2,8.6,36.1,9.5
2018-03-10 20:00:00,0.8,155.7,112.5,351.3,9.7,42.0,8.6
2018-03-10 21:00:00,0.6,157.8,103.5,345.5,8.4,45.5,8.3
2018-03-10 22:00:00,0.6,162.4,117.8,366.9,7.3,51.5,8.7
2018-03-10 23:00:00,0.5,124.8,101.4,292.7,6.1,47.8,7.9
2018-03-11 00:00:00,0.4,111.4,107.8,278.6,3.3,45.0,7.7
2018-03-11 01:00:00,0.5,97.7,96.8,246.6,1.9,44.8,7.5
2018-03-11 02:00:00,0.5,109.9,94.7,263.3,1.8,51.0,7.4
2018-03-11 03:00:00,0.4,55.1,77.4,161.8,1.7,39.4,6.3
2018-03-11 04:00:00,0.2,22.3,64.3,98.4,2.1,36.3,4.9
2018-03-11 05:00:00,0.2,16.0,59.2,83.8,3.2,33.1,3.8
2018-03-11 06:00:00,0.2,44.4,63.6,131.7,4.5,36.4,3.9
2018-03-11 07:00:00,0.3,44.0,63.9,131.5,6.6,31.3,4.1
2018-03-11 08:00:00,0.3,62.5,61.1,156.9,7.0,27.5,4.6
2018-03-11 09:00:00,0.2,94.2,104.8,249.2,18.2,19.9,5.8
2018-03-11 10:00:00,0.4,80.2,84.9,207.9,25.0,17.0,5.6
2018-03-11 11:00:00,0.4,119.3,108.7,291.7,20.6,14.2,6.3
2018-03-11 12:00:00,0.3,96.2,104.1,251.7,20.3,22.9,6.6
2018-03-11 13:00:00,0.3,112.8,110.2,283.2,19.2,28.4,6.9
2018-03-11 14:00:00,0.4,97.7,96.8,246.6,18.8,22.3,6.5
2018-03-11 15:00:00,0.3,110.8,99.2,269.2,15.5,27.5,6.7
2018-03-11 16:00:00,0.3,64.9,78.2,177.6,17.6,28.0,5.8
2018-03-11 17:00:00,0.3,87.1,84.3,217.8,8.9,27.4,5.3
2018-03-11 18:00:00,0.4,104.1,83.6,243.3,7.2,28.7,6.1
2018-03-11 19:00:00,0.3,78.6,100.6,221.2,6.8,30.8,5.8
2018-03-11 20:00:00,0.3,89.3,89.2,226.2,2.9,29.2,6.5
2018-03-11 21:00:00,0.4,140.2,111.0,326.0,3.0,28.5,7.3
2018-03-11 22:00:00,0.4,88.2,97.7,232.9,4.9,24.8,6.9
2018-03-11 23:00:00,0.2,61.6,73.0,167.5,12.7,19.9,5.9
2018-03-12 00:00:00,0.2,62.5,72.4,168.2,13.1,21.5,5.4
2018-03-12 01:00:00,0.1,14.9,60.7,83.6,7.5,18.6,4.4
2018-03-12 02:00:00,0.1,12.0,54.6,72.9,10.8,14.8,3.8
2018-03-12 03:00:00,0.1,21.1,44.7,77.1,28.3,11.2,3.4
2018-03-12 04:00:00,0.1,27.4,52.2,94.1,15.2,15.4,3.5
2018-03-12 05:00:00,0.2,72.8,67.0,178.6,11.0,19.9,4.6
2018-03-12 06:00:00,0.4,191.2,92.6,385.7,5.3,21.4,7.5
2018-03-12 07:00:00,0.3,74.8,91.7,206.4,5.3,14.7,6.2
2018-03-12 08:00:00,0.2,66.8,75.3,177.7,6.6,17.2,6.0
2018-03-12 09:00:00,0.2,72.7,72.7,184.2,8.4,18.0,5.7
2018-03-12 10:00:00,0.1,93.3,76.3,219.3,10.8,15.5,5.9
2018-03-12 11:00:00,0.1,62.1,68.6,163.8,14.0,12.7,5.4
2018-03-12 12:00:00,0.1,74.2,62.1,175.8,11.3,13.5,5.5
2018-03-12 13:00:00,0.1,83.5,66.8,194.7,13.8,18.2,5.8
2018-03-12 14:00:00,0.2,92.0,80.0,221.0,9.8,17.6,6.0
2018-03-12 15:00:00,0.1,76.2,66.3,183.1,10.6,11.7,6.0
2018-03-12 16:00:00,0.1,82.0,65.2,190.9,8.5,9.5,5.7
2018-03-12 17:00:00,0.3,97.1,75.8,224.7,7.9,9.7,6.0
2018-03-12 18:00:00,0.4,64.6,76.3,175.4,7.0,17.0,5.5
2018-03-12 19:00:00,0.3,31.5,58.2,106.5,12.5,15.9,4.4
2018-03-12 20:00:00,0.2,22.2,47.0,81.0,18.4,11.8,3.4
2018-03-12 21:00:00,0.2,12.7,39.9,59.3,22.9,11.1,2.7
2018-03-12 22:00:00,0.2,6.5,27.1,37.1,32.9,9.0,2.1
2018-03-12 23:00:00,0.2,5.5,24.9,33.4,41.1,6.9,1.5
2018-03-13 00:00:00,0.1,12.6,29.1,48.3,41.4,9.8,1.6
2018-03-13 01:00:00,0.1,3.0,23.0,27.6,48.4,7.7,1.2
2018-03-13 02:00:00,0.1,1.4,15.4,17.5,52.2,6.7,1.1
2018-03-13 03:00:00,0.1,2.8,19.3,23.7,45.5,8.8,1.1
2018-03-13 04:00:00,0.1,5.0,26.1,33.7,34.3,8.6,1.2
2018-03-13 05:00:00,0.1,11.5,37.0,54.6,24.5,8.7,1.7
2018-03-13 06:00:00,0.3,84.3,54.4,183.7,10.4,15.7,3.3
2018-03-13 07:00:00,0.5,151.8,63.6,296.3,6.2,23.2,5.8
2018-03-13 08:00:00,0.5,138.0,74.5,286.1,7.2,22.1,6.5
2018-03-13 09:00:00,0.4,219.7,87.7,424.5,8.3,30.9,8.0
2018-03-13 10:00:00,0.3,99.2,80.8,232.9,18.5,26.2,6.7
2018-03-13 11:00:00,0.2,61.7,60.9,155.4,27.2,21.3,5.0
2018-03-13 12:00:00,0.1,39.4,49.1,109.5,34.1,19.4,4.0
2018-03-13 13:00:00,0.2,107.2,87.0,251.4,21.5,23.2,4.8
2018-03-13 14:00:00,0.3,135.3,87.1,294.5,15.1,31.9,6.3
2018-03-13 15:00:00,0.4,182.9,106.7,387.1,8.5,30.5,7.2
2018-03-13 16:00:00,0.8,396.3,151.1,758.7,5.1,40.3,12.3
2018-03-13 17:00:00,1.1,359.9,125.5,677.3,5.0,34.5,13.3
2018-03-13 18:00:00,1.1,321.1,157.0,649.3,4.3,37.2,13.7
2018-03-13 19:00:00,0.9,328.8,148.5,652.7,3.3,34.0,13.5
2018-03-13 20:00:00,0.7,186.4,119.0,404.8,4.1,38.0,11.1
2018-03-13 21:00:00,0.7,189.4,130.5,421.0,5.5,34.3,9.8
2018-03-13 22:00:00,0.8,183.3,134.4,415.5,6.2,29.5,9.1
2018-03-13 23:00:00,0.6,125.6,112.9,305.5,9.8,30.6,7.6
2018-03-14 00:00:00,0.5,81.5,90.9,215.8,14.4,27.8,6.0
2018-03-14 01:00:00,0.4,43.4,65.7,132.3,20.1,22.9,4.0
2018-03-14 02:00:00,0.3,44.2,66.3,134.1,17.6,20.8,3.5
2018-03-14 03:00:00,0.2,37.5,72.0,129.5,18.6,18.1,3.1
2018-03-14 04:00:00,0.2,26.3,53.9,94.3,32.8,18.2,2.3
2018-03-14 05:00:00,0.3,42.7,56.7,122.1,27.7,17.4,2.2
2018-03-14 06:00:00,0.4,170.8,109.7,371.6,11.4,20.8,4.8
2018-03-14 07:00:00,0.6,203.9,111.7,424.4,7.1,25.6,6.7
2018-03-14 08:00:00,0.5,210.2,116.9,439.2,9.5,31.9,7.5
2018-03-14 09:00:00,0.5,220.8,106.8,445.3,11.1,33.8,8.2
2018-03-14 10:00:00,0.4,201.2,124.1,432.6,14.1,30.4,8.0
2018-03-14 11:00:00,0.4,237.1,125.1,488.6,13.5,,6.9
2018-03-14 12:00:00,0.4,162.5,109.1,358.2,22.7,30.2,4.2
2018-03-14 13:00:00,0.4,165.7,133.9,387.9,20.2,30.0,4.6
2018-03-14 14:00:00,0.5,174.9,120.6,388.9,19.5,39.6,5.5
2018-03-14 15:00:00,0.5,122.7,110.9,299.1,25.9,29.7,4.5
2018-03-14 16:00:00,0.5,138.6,88.6,301.2,22.1,30.6,5.0
2018-03-14 17:00:00,0.5,126.8,156.5,351.0,25.3,29.0,5.0
2018-03-14 18:00:00,0.5,128.0,92.5,288.9,29.2,25.4,5.3
2018-03-14 19:00:00,0.4,66.6,89.6,191.8,38.6,22.6,3.7
2018-03-14 20:00:00,0.4,34.8,51.1,104.4,47.0,19.8,2.7
2018-03-14 21:00:00,0.2,33.3,59.3,110.4,49.1,20.4,2.1
2018-03-14 22:00:00,0.2,34.4,55.4,108.2,44.6,17.0,1.9
2018-03-14 23:00:00,0.2,31.1,54.8,102.5,45.2,15.7,1.9
2018-03-15 00:00:00,0.5,12.6,35.8,55.1,54.3,14.1,1.4
2018-03-15 01:00:00,0.4,12.8,25.4,45.0,55.2,11.1,1.3
2018-03-15 02:00:00,0.4,8.6,22.7,35.9,54.0,12.7,1.0
2018-03-15 03:00:00,0.4,8.5,22.5,35.6,51.9,12.1,0.9
2018-03-15 04:00:00,0.4,9.0,24.2,38.1,47.6,11.5,1.3
2018-03-15 05:00:00,0.4,38.3,50.5,109.2,25.5,12.7,2.0
2018-03-15 06:00:00,0.5,152.0,95.7,328.8,11.3,11.6,4.4
2018-03-15 07:00:00,0.7,191.4,119.4,412.9,7.0,16.8,6.9
2018-03-15 08:00:00,0.5,154.3,115.7,352.3,8.4,17.8,7.3
2018-03-15 09:00:00,0.8,329.1,125.1,629.8,6.4,22.8,10.1
2018-03-15 10:00:00,0.6,229.0,129.1,480.3,8.8,19.7,10.2
2018-03-15 11:00:00,0.6,199.0,123.8,429.0,12.2,21.4,9.4
2018-03-15 12:00:00,0.6,193.7,116.4,413.3,17.9,24.9,9.0
2018-03-15 13:00:00,0.6,253.0,154.5,542.4,10.3,39.2,9.7
2018-03-15 14:00:00,0.6,175.9,118.1,387.7,22.4,33.7,8.4
2018-03-15 15:00:00,0.6,181.2,131.2,408.9,21.7,30.6,7.9
2018-03-15 16:00:00,0.9,282.6,133.4,566.7,10.4,34.5,10.1
2018-03-15 17:00:00,0.9,320.1,180.8,671.6,14.1,33.1,11.4
2018-03-15 18:00:00,1.0,184.9,140.7,424.2,14.8,28.7,9.4
2018-03-15 19:00:00,0.7,113.3,119.4,293.2,21.1,31.0,7.1
2018-03-15 20:00:00,0.6,72.9,92.5,204.2,26.5,27.6,5.4
2018-03-15 21:00:00,0.6,85.5,116.3,247.4,11.8,32.5,6.0
2018-03-15 22:00:00,0.6,81.7,93.1,218.4,14.1,24.7,5.1
2018-03-15 23:00:00,0.6,91.4,118.5,258.6,13.1,26.4,5.2
2018-03-16 00:00:00,0.5,68.2,93.8,198.3,8.6,22.7,5.0
2018-03-16 01:00:00,0.3,21.7,49.8,83.1,29.7,17.1,2.8
2018-03-16 02:00:00,0.2,24.9,52.1,90.3,38.1,23.1,2.5
2018-03-16 03:00:00,0.2,22.8,43.2,78.2,47.0,22.3,2.7
2018-03-16 04:00:00,0.3,31.1,51.9,99.5,47.2,19.7,2.7
2018-03-16 05:00:00,0.3,66.4,67.1,168.9,32.4,19.4,3.4
2018-03-16 06:00:00,0.5,223.5,125.4,468.0,9.5,22.0,7.0
2018-03-16 07:00:00,0.8,312.1,147.8,626.4,6.7,39.2,11.3
2018-03-16 08:00:00,0.7,273.4,125.4,544.7,7.8,46.9,12.0
2018-03-16 09:00:00,0.7,273.3,120.5,539.6,9.5,45.8,12.4
2018-03-16 10:00:00,0.6,308.0,165.1,637.3,8.2,35.4,13.5
2018-03-16 11:00:00,0.7,306.0,145.8,614.9,10.0,38.3,14.1
2018-03-16 12:00:00,0.8,324.3,169.5,666.8,9.3,35.8,14.4
2018-03-16 13:00:00,0.8,310.5,138.2,614.4,13.0,35.9,15.3
2018-03-16 14:00:00,0.9,279.4,164.8,593.3,9.9,41.6,14.2
2018-03-16 15:00:00,0.8,296.1,137.6,591.7,8.7,42.3,14.1
2018-03-16 16:00:00,1.1,320.6,167.2,658.8,8.0,41.7,15.1
2018-03-16 17:00:00,0.9,204.1,80.2,393.2,26.0,23.6,12.4
2018-03-16 18:00:00,0.5,40.0,89.6,151.0,29.5,15.1,6.2
2018-03-16 19:00:00,0.9,172.0,136.5,400.3,11.3,30.5,7.6
2018-03-16 20:00:00,0.8,110.1,119.6,288.4,3.8,29.9,7.2
2018-03-16 21:00:00,0.8,98.1,105.1,255.4,4.2,37.9,6.5
2018-03-16 22:00:00,0.5,71.8,86.0,196.0,18.0,33.6,5.6
2018-03-16 23:00:00,0.5,69.1,85.1,191.0,22.8,34.7,4.5
2018-03-17 00:00:00,0.1,51.1,78.5,156.7,20.4,27.8,4.4
2018-03-17 01:00:00,0.2,26.9,43.2,84.5,18.8,27.9,3.0
2018-03-17 02:00:00,0.1,12.3,26.7,45.6,16.9,28.4,2.0
2018-03-17 03:00:00,0.1,6.9,21.4,32.0,27.6,17.6,1.4
2018-03-17 04:00:00,0.2,8.2,17.4,30.0,38.4,12.8,1.0
2018-03-17 05:00:00,0.2,4.2,13.7,20.0,46.4,14.2,0.8
2018-03-17 06:00:00,0.3,7.7,18.0,29.8,49.2,10.5,0.7
2018-03-17 07:00:00,0.3,11.3,22.9,40.3,49.5,13.9,0.9
2018-03-17 08:00:00,0.4,12.9,27.1,46.9,45.1,16.6,0.9
2018-03-17 09:00:00,0.4,16.2,26.4,51.2,46.6,14.7,0.9
2018-03-17 10:00:00,0.4,14.5,30.9,53.1,50.8,22.7,1.0
2018-03-17 11:00:00,0.5,10.6,25.9,42.1,54.4,22.0,0.7
2018-03-17 12:00:00,0.5,23.2,40.1,75.7,47.6,21.4,1.1
2018-03-17 13:00:00,0.5,23.5,35.4,71.4,48.4,30.2,1.1
2018-03-17 14:00:00,0.6,22.5,40.5,75.1,52.5,24.7,1.2
2018-03-17 15:00:00,0.6,12.4,34.0,53.1,56.3,25.7,0.7
2018-03-17 16:00:00,0.6,10.8,31.4,48.0,56.1,25.0,0.8
2018-03-17 17:00:00,0.5,9.8,27.8,42.9,56.4,14.8,0.6
2018-03-17 18:00:00,0.5,11.7,40.9,58.9,50.9,23.4,0.7
2018-03-17 19:00:00,0.5,9.7,31.9,46.7,50.3,21.0,0.8
2018-03-17 20:00:00,0.5,7.9,30.3,42.4,51.3,15.5,0.7
2018-03-17 21:00:00,0.5,11.8,32.9,51.0,51.1,16.6,0.7
2018-03-17 22:00:00,0.5,18.0,36.6,64.3,42.0,14.4,1.0
2018-03-17 23:00:00,0.5,10.6,32.4,48.7,51.7,19.2,0.9
2018-03-18 00:00:00,0.0,7.4,27.9,39.2,53.0,20.7,0.7
2018-03-18 01:00:00,0.0,13.9,26.6,47.9,49.2,29.0,0.6
2018-03-18 02:00:00,0.0,13.9,26.9,48.2,48.1,23.4,0.8
2018-03-18 03:00:00,0.0,16.8,32.8,58.5,42.6,26.4,1.0
2018-03-18 04:00:00,0.0,17.1,29.1,55.3,45.1,27.6,1.2
2018-03-18 05:00:00,0.0,16.4,29.9,55.1,47.8,27.1,1.1
2018-03-18 06:00:00,0.1,42.4,49.5,114.6,37.5,29.7,2.0
2018-03-18 07:00:00,0.0,41.7,46.1,110.1,38.8,29.3,2.4
2018-03-18 08:00:00,0.1,40.8,48.5,111.0,36.1,32.1,2.5
2018-03-18 09:00:00,0.1,39.4,43.4,103.9,37.3,30.2,2.2
2018-03-18 10:00:00,0.1,34.7,47.9,101.1,38.1,33.2,2.0
2018-03-18 11:00:00,0.1,19.9,32.1,62.6,45.5,35.2,1.2
2018-03-18 12:00:00,0.1,20.8,37.8,69.7,43.8,36.3,1.1
2018-03-18 13:00:00,0.2,19.8,31.5,61.8,45.4,37.0,1.0
2018-03-18 14:00:00,0.2,16.9,32.7,58.6,48.6,39.2,0.8
2018-03-18 15:00:00,0.2,18.0,39.4,67.0,45.7,37.6,1.0
2018-03-18 16:00:00,0.1,13.3,29.6,49.9,51.3,32.1,0.7
2018-03-18 17:00:00,0.1,15.5,39.4,63.1,41.5,30.9,0.6
2018-03-18 18:00:00,0.1,13.3,46.2,66.5,40.7,32.5,0.7
2018-03-18 19:00:00,0.1,11.2,47.6,64.7,44.7,34.0,0.6
2018-03-18 20:00:00,0.1,11.5,40.0,57.6,43.7,32.2,0.6
2018-03-18 21:00:00,0.1,11.5,44.2,61.8,42.2,32.4,0.7
2018-03-18 22:00:00,0.1,25.1,51.0,89.6,30.8,27.4,1.5
2018-03-18 23:00:00,0.1,20.0,46.3,77.0,42.6,23.9,1.2
2018-03-19 00:00:00,0.2,6.2,28.4,37.8,54.7,25.4,1.1
2018-03-19 01:00:00,0.2,3.3,17.4,22.4,62.7,23.8,0.7
2018-03-19 02:00:00,0.2,2.3,13.6,17.1,68.4,27.3,0.7
2018-03-19 03:00:00,0.3,1.6,14.4,16.7,66.7,27.0,0.9
2018-03-19 04:00:00,0.4,2.2,15.7,19.1,68.6,25.2,0.7
2018-03-19 05:00:00,0.4,4.4,20.6,27.4,63.2,22.4,0.7
2018-03-19 06:00:00,0.4,10.4,27.0,42.9,52.0,22.8,0.8
2018-03-19 07:00:00,0.4,14.5,37.5,59.8,46.1,25.8,1.0
2018-03-19 08:00:00,0.4,20.1,39.5,70.3,46.0,25.5,1.2
2018-03-19 09:00:00,0.4,24.1,41.3,78.3,48.6,26.4,1.4
2018-03-19 10:00:00,0.4,27.5,44.6,86.8,48.9,30.0,1.4
2018-03-19 11:00:00,0.5,43.6,60.8,127.7,46.0,26.9,2.1
2018-03-19 12:00:00,0.5,38.5,48.5,107.5,50.9,26.8,2.2
2018-03-19 13:00:00,0.4,42.1,49.7,114.2,56.0,25.0,2.0
2018-03-19 14:00:00,0.4,36.3,51.2,106.8,61.3,27.3,1.6
2018-03-19 15:00:00,0.4,26.4,32.9,73.3,69.4,25.2,1.4
2018-03-19 16:00:00,0.4,21.9,48.2,81.8,76.8,19.1,1.0
2018-03-19 17:00:00,0.5,15.0,52.6,75.5,65.8,23.0,1.4
2018-03-19 18:00:00,0.4,13.9,41.8,63.1,64.5,19.7,0.7
2018-03-19 19:00:00,0.4,11.6,45.9,63.7,55.6,25.5,0.8
2018-03-19 20:00:00,0.2,9.2,46.1,60.2,57.4,16.7,0.7
2018-03-19 21:00:00,0.2,8.6,32.5,45.7,57.3,18.5,0.5
2018-03-19 22:00:00,0.2,9.7,36.8,51.6,53.0,19.4,0.5
2018-03-19 23:00:00,0.1,6.4,28.7,38.5,57.5,13.8,0.5
2018-03-20 00:00:00,0.4,5.6,27.8,36.4,56.9,12.4,0.6
2018-03-20 01:00:00,0.4,4.4,26.7,33.5,56.5,10.6,0.5
2018-03-20 02:00:00,0.4,10.1,28.3,43.7,59.0,10.3,0.7
2018-03-20 03:00:00,0.4,11.8,26.7,44.8,57.5,11.3,0.8
2018-03-20 04:00:00,0.2,11.9,27.7,45.9,51.1,10.9,1.0
2018-03-20 05:00:00,0.2,20.9,38.2,70.3,41.1,12.8,1.0
2018-03-20 06:00:00,0.2,33.1,43.6,94.4,42.9,12.8,1.7
2018-03-20 07:00:00,0.2,43.6,57.3,124.1,34.9,14.0,2.2
2018-03-20 08:00:00,0.2,32.7,45.0,95.1,43.7,11.4,1.9
2018-03-20 09:00:00,0.1,27.4,40.7,82.8,50.8,17.2,0.9
2018-03-20 10:00:00,0.1,24.1,44.8,81.7,53.5,10.7,0.8
2018-03-20 11:00:00,0.2,14.2,30.0,51.7,71.6,22.7,0.5
2018-03-20 12:00:00,0.3,28.4,39.0,82.6,63.5,26.2,0.6
2018-03-20 13:00:00,0.4,27.3,54.7,96.6,59.7,25.1,0.8
2018-03-20 14:00:00,0.4,29.7,56.8,102.3,58.3,27.3,0.8
2018-03-20 15:00:00,0.4,40.0,44.6,105.9,56.2,25.8,1.2
2018-03-20 16:00:00,0.4,43.9,66.6,133.9,47.8,22.1,1.3
2018-03-20 17:00:00,0.5,42.9,57.8,123.6,47.3,22.8,1.5
2018-03-20 18:00:00,0.5,49.6,76.9,152.9,34.2,30.8,1.5
2018-03-20 19:00:00,0.5,38.0,88.5,146.7,28.8,27.9,1.8
2018-03-20 20:00:00,0.4,28.2,68.8,112.1,35.0,27.8,1.6
2018-03-20 21:00:00,0.4,76.4,80.4,197.6,23.3,29.3,2.6
2018-03-20 22:00:00,0.4,49.3,75.7,151.3,27.4,26.5,2.6
2018-03-20 23:00:00,0.4,36.5,70.9,126.9,25.0,24.7,2.4
2018-03-21 00:00:00,0.2,25.1,66.9,105.3,26.9,25.3,2.1
2018-03-21 01:00:00,0.2,34.8,82.0,135.4,8.0,24.9,2.7
2018-03-21 02:00:00,0.2,26.8,79.3,120.4,8.7,23.1,2.2
2018-03-21 03:00:00,0.1,29.3,74.6,119.5,8.1,20.4,2.2
2018-03-21 04:00:00,0.3,111.0,91.7,261.8,2.7,31.0,4.0
2018-03-21 05:00:00,0.4,161.7,92.5,340.5,2.4,36.7,6.1
2018-03-21 06:00:00,0.7,349.8,132.3,668.6,2.6,41.2,10.5
2018-03-21 07:00:00,0.8,339.9,129.1,650.2,2.9,37.3,13.7
2018-03-21 08:00:00,0.6,291.1,134.0,580.3,3.5,45.2,14.0
2018-03-21 09:00:00,0.5,242.6,111.3,483.3,5.9,53.3,12.6
2018-03-21 10:00:00,0.4,245.3,123.5,499.6,7.8,51.2,11.6
2018-03-21 11:00:00,0.3,135.5,84.8,292.5,23.3,33.2,8.8
2018-03-21 12:00:00,0.3,187.8,104.0,391.9,19.7,33.4,8.8
2018-03-21 13:00:00,0.5,130.4,100.6,300.6,22.0,31.3,7.2
2018-03-21 14:00:00,,,,,,36.5,
2018-03-21 15:00:00,0.5,170.3,111.3,372.5,18.8,32.5,7.2
2018-03-21 16:00:00,0.4,151.6,158.9,391.4,20.1,30.0,7.9
2018-03-21 17:00:00,0.4,160.1,131.4,377.0,14.3,32.0,7.5
2018-03-21 18:00:00,0.4,127.3,124.7,319.9,8.3,34.0,6.9
2018-03-21 19:00:00,0.3,67.9,80.8,184.9,25.0,28.6,5.3
2018-03-21 20:00:00,0.2,72.9,97.9,209.6,18.9,31.0,4.5
2018-03-21 21:00:00,0.3,104.9,107.8,268.6,12.9,29.2,5.4
2018-03-21 22:00:00,0.5,209.1,113.7,434.3,4.7,40.9,8.0
2018-03-21 23:00:00,0.3,150.8,121.0,352.2,5.8,47.4,7.9
2018-03-22 00:00:00,0.5,121.0,105.3,290.8,6.9,41.3,8.3
2018-03-22 01:00:00,0.3,45.6,67.0,137.0,19.9,31.5,6.2
2018-03-22 02:00:00,0.2,37.7,60.5,118.4,21.9,28.8,5.5
2018-03-22 03:00:00,0.2,31.6,55.8,104.3,23.4,27.8,4.6
2018-03-22 04:00:00,0.2,54.1,67.2,150.2,15.1,34.0,5.1
2018-03-22 05:00:00,0.3,110.1,89.5,258.4,8.1,37.2,6.5
2018-03-22 06:00:00,0.5,269.3,116.6,529.5,4.1,40.0,10.2
2018-03-22 07:00:00,0.6,252.7,128.1,515.5,4.5,37.3,12.4
2018-03-22 08:00:00,0.4,159.2,113.8,357.8,7.7,33.2,11.0
2018-03-22 09:00:00,0.4,191.3,118.6,411.8,8.4,39.6,11.0
2018-03-22 10:00:00,0.2,128.6,87.9,285.1,,29.2,7.4
2018-03-22 11:00:00,,,,,,34.2,
2018-03-22 12:00:00,,,,,,43.7,
2018-03-22 13:00:00,,,,,,33.9,
2018-03-22 14:00:00,,,,,,43.3,
2018-03-22 15:00:00,,,,,,45.4,
2018-03-22 16:00:00,,,,,,34.8,
2018-03-22 17:00:00,,,,,,37.5,
2018-03-22 18:00:00,,,,,,36.9,
2018-03-22 19:00:00,,,,,,34.9,
2018-03-22 20:00:00,,,,,,31.9,
2018-03-22 21:00:00,,,,,,30.0,
2018-03-22 22:00:00,,,,,,31.0,
2018-03-22 23:00:00,,,,,,29.3,
2018-03-23 00:00:00,,,,,,34.1,
2018-03-23 01:00:00,,,,,,31.9,
2018-03-23 02:00:00,,,,,,26.3,
2018-03-23 03:00:00,,,,,,21.4,
2018-03-23 04:00:00,,,,,,26.1,
2018-03-23 05:00:00,,,,,,15.5,
2018-03-23 06:00:00,,,,,,12.1,
2018-03-23 07:00:00,,,,,,18.0,
2018-03-23 08:00:00,,,,,,37.0,
2018-03-23 09:00:00,,,,,,56.7,
2018-03-23 10:00:00,,,,,,52.1,
2018-03-23 11:00:00,,,,,,51.2,
2018-03-23 12:00:00,,,,,,50.8,
2018-03-23 13:00:00,,,,,,48.9,
2018-03-23 14:00:00,,,,,,41.8,
2018-03-23 15:00:00,,,,,,51.8,
2018-03-23 16:00:00,,,,,,53.3,
2018-03-23 17:00:00,0.7,200.2,134.2,441.2,9.3,51.1,10.3
2018-03-23 18:00:00,0.7,172.9,147.4,412.4,9.0,41.6,9.7
2018-03-23 19:00:00,0.6,171.0,145.5,407.7,8.4,53.0,8.7
2018-03-23 20:00:00,0.6,139.4,143.6,357.3,10.4,48.4,7.6
2018-03-23 21:00:00,0.5,146.5,138.5,363.1,8.7,45.3,7.6
2018-03-23 22:00:00,0.4,130.8,127.6,328.1,13.3,28.8,7.0
2018-03-23 23:00:00,0.3,76.7,96.4,214.0,28.9,21.9,5.4
2018-03-24 00:00:00,0.2,53.8,84.8,167.4,33.7,20.3,4.6
2018-03-24 01:00:00,0.1,48.0,70.3,143.9,23.9,20.8,3.4
2018-03-24 02:00:00,0.0,27.1,49.3,90.8,32.3,19.0,2.7
2018-03-24 03:00:00,0.0,30.7,58.3,105.4,28.3,19.9,2.6
2018-03-24 04:00:00,0.0,37.2,54.2,111.3,23.3,17.9,2.7
2018-03-24 05:00:00,0.1,54.8,74.9,158.9,14.6,23.0,3.4
2018-03-24 06:00:00,0.2,125.4,81.3,273.5,5.9,29.5,5.3
2018-03-24 07:00:00,0.3,133.6,81.8,286.6,7.0,22.3,6.7
2018-03-24 08:00:00,0.3,155.5,104.0,342.5,7.1,26.4,7.2
2018-03-24 09:00:00,0.3,202.2,109.3,419.3,5.5,32.9,8.8
2018-03-24 10:00:00,0.3,175.5,121.3,390.5,9.5,31.8,8.4
2018-03-24 11:00:00,0.3,174.2,100.9,368.0,11.6,30.4,8.6
2018-03-24 12:00:00,0.1,74.0,91.3,204.8,11.7,30.5,6.0
2018-03-24 13:00:00,0.2,78.9,78.3,199.2,12.0,30.8,5.4
2018-03-24 14:00:00,0.1,52.3,79.9,160.1,17.1,33.6,4.4
2018-03-24 15:00:00,0.1,42.2,76.7,141.5,16.1,35.6,3.5
2018-03-24 16:00:00,0.1,38.1,73.9,132.4,13.8,31.4,2.7
