MeasurementDateGMT,Carbon Monoxide (mg/m3),Nitric Oxide (ug/m3),Nitrogen Dioxide (ug/m3),Oxides of Nitrogen (ug/m3),Ozone (ug/m3),PM10 Particulate (ug/m3),Sulphur Dioxide (ug/m3)
2016-04-08 00:00:00,0.5,107.5,87.2,252.1,2.5,21.7,10.2
2016-04-08 01:00:00,0.4,82.4,83.3,209.7,5.2,19.4,8.7
2016-04-08 02:00:00,0.4,62.0,79.1,174.2,6.9,13.9,7.6
2016-04-08 03:00:00,0.4,84.2,84.2,213.4,4.7,13.8,6.8
2016-04-08 04:00:00,0.4,126.9,92.6,287.1,3.0,20.4,7.2
2016-04-08 05:00:00,0.7,224.2,121.5,465.2,2.6,29.8,8.7
2016-04-08 06:00:00,0.6,216.2,120.4,451.9,3.2,29.4,10.5
2016-04-08 07:00:00,0.9,284.1,120.9,556.5,3.8,40.1,11.7
2016-04-08 08:00:00,0.8,301.8,148.3,611.2,3.7,48.9,13.1
2016-04-08 09:00:00,0.5,226.3,118.0,465.0,7.1,37.6,13.5
2016-04-08 10:00:00,0.5,142.1,93.7,311.6,17.3,31.3,12.0
2016-04-08 11:00:00,0.4,114.4,111.8,287.2,16.5,33.3,10.4
2016-04-08 12:00:00,0.4,121.1,100.4,286.1,14.6,28.3,9.6
2016-04-08 13:00:00,0.4,156.6,117.6,357.7,13.8,25.4,9.6
2016-04-08 14:00:00,0.6,240.5,150.4,519.1,11.7,49.1,10.1
2016-04-08 15:00:00,0.9,315.5,197.0,680.7,7.8,40.9,12.1
2016-04-08 16:00:00,0.9,266.0,176.0,583.9,7.6,38.2,12.9
2016-04-08 17:00:00,1.1,254.9,140.4,531.2,7.2,35.8,12.9
2016-04-08 18:00:00,0.8,322.1,170.1,663.9,6.8,32.8,13.1
2016-04-08 19:00:00,0.7,277.7,146.3,572.1,5.1,35.0,14.3
2016-04-08 20:00:00,0.7,191.3,117.3,410.6,7.8,37.7,13.2
2016-04-08 21:00:00,0.6,158.1,122.5,364.9,9.5,33.4,10.9
2016-04-08 22:00:00,0.5,223.4,123.8,466.3,8.8,31.0,10.9
2016-04-08 23:00:00,0.4,156.0,102.5,341.7,9.6,32.2,10.3
2016-04-09 00:00:00,0.6,141.9,104.6,322.1,9.9,23.2,9.0
2016-04-09 01:00:00,0.4,54.9,65.8,150.0,18.2,23.0,7.1
2016-04-09 02:00:00,0.3,49.0,62.7,137.9,24.4,21.0,6.2
2016-04-09 03:00:00,0.1,33.7,51.8,103.5,34.4,17.4,5.4
2016-04-09 04:00:00,0.1,47.1,63.5,135.7,28.9,10.6,5.0
2016-04-09 05:00:00,0.3,103.5,81.2,239.9,16.1,9.2,5.4
2016-04-09 06:00:00,0.4,106.8,96.7,260.4,10.9,14.1,6.9
2016-04-09 07:00:00,0.4,189.5,123.4,413.9,6.5,26.9,8.6
2016-04-09 08:00:00,0.5,192.7,115.9,411.4,7.8,23.3,10.0
2016-04-09 09:00:00,0.6,208.4,118.9,438.5,9.8,23.8,11.1
2016-04-09 10:00:00,0.6,182.6,123.8,403.8,11.2,35.9,11.0
2016-04-09 11:00:00,0.4,218.3,114.6,449.3,11.9,37.4,11.5
2016-04-09 12:00:00,0.6,210.9,122.0,445.4,12.8,31.2,11.5
2016-04-09 13:00:00,0.7,197.1,132.0,434.1,13.4,33.1,11.7
2016-04-09 14:00:00,0.5,174.5,129.5,397.0,12.9,28.3,11.1
2016-04-09 15:00:00,0.5,151.9,119.0,351.9,14.2,21.2,10.2
2016-04-09 16:00:00,0.5,190.1,125.1,416.5,15.5,20.0,9.9
2016-04-09 17:00:00,0.6,179.6,131.7,407.0,13.3,24.5,9.8
2016-04-09 18:00:00,0.4,134.4,119.5,325.6,12.8,19.1,9.4
2016-04-09 19:00:00,0.5,141.6,122.3,339.4,9.6,21.1,9.2
2016-04-09 20:00:00,0.5,108.4,123.7,289.9,11.8,22.7,8.9
2016-04-09 21:00:00,0.5,122.5,104.4,292.2,9.6,24.1,8.5
2016-04-09 22:00:00,0.6,134.4,121.7,327.8,8.9,24.4,8.1
2016-04-09 23:00:00,0.6,128.1,112.0,308.5,9.0,24.0,7.8
2016-04-10 00:00:00,0.5,93.6,100.1,243.7,13.1,22.0,7.4
2016-04-10 01:00:00,0.4,77.7,95.4,214.4,9.2,20.1,6.5
2016-04-10 02:00:00,0.4,56.3,94.8,181.1,10.8,18.9,6.0
2016-04-10 03:00:00,0.4,41.0,85.3,148.2,11.8,18.4,5.4
2016-04-10 04:00:00,0.4,45.8,75.5,145.7,20.4,16.0,4.7
2016-04-10 05:00:00,0.5,97.7,88.8,238.6,17.2,13.6,5.2
2016-04-10 06:00:00,0.3,91.3,87.7,227.7,18.2,15.2,5.7
2016-04-10 07:00:00,0.3,72.3,81.3,192.2,26.3,14.9,5.6
2016-04-10 08:00:00,0.3,64.6,61.7,160.6,35.2,19.5,5.0
2016-04-10 09:00:00,0.4,69.1,71.2,177.2,36.5,15.3,3.8
2016-04-10 10:00:00,0.5,58.9,67.4,157.7,38.7,13.5,4.1
2016-04-10 11:00:00,0.6,71.6,78.7,188.4,39.6,15.1,3.8
2016-04-10 12:00:00,0.5,56.6,65.9,152.7,44.0,16.3,3.4
2016-04-10 13:00:00,0.6,81.4,80.4,205.1,37.4,20.7,3.7
2016-04-10 14:00:00,0.5,73.9,83.0,196.3,39.0,21.1,4.2
2016-04-10 15:00:00,0.5,75.8,86.6,202.8,35.5,25.1,4.2
2016-04-10 16:00:00,0.5,89.8,92.6,230.2,31.4,24.6,4.6
2016-04-10 17:00:00,0.6,69.2,82.9,189.0,35.0,24.9,4.8
2016-04-10 18:00:00,0.6,51.4,82.4,161.2,36.6,26.4,3.6
2016-04-10 19:00:00,0.5,52.5,80.2,160.6,33.3,26.1,3.3
2016-04-10 20:00:00,0.5,45.9,83.3,153.7,31.5,26.7,3.3
2016-04-10 21:00:00,0.6,61.7,78.4,173.1,26.8,26.6,3.6
2016-04-10 22:00:00,0.5,41.5,72.2,135.9,25.4,30.7,3.8
2016-04-10 23:00:00,0.4,47.3,68.4,141.0,20.1,28.2,3.6
2016-04-11 00:00:00,0.5,32.6,54.8,104.7,28.7,28.6,3.8
2016-04-11 01:00:00,0.3,10.7,36.7,53.0,37.4,30.1,2.4
2016-04-11 02:00:00,0.4,7.9,31.7,43.8,34.1,31.3,1.9
2016-04-11 03:00:00,0.5,16.6,42.2,67.7,22.5,40.1,2.1
2016-04-11 04:00:00,0.4,49.0,58.6,133.7,13.8,44.4,3.0
2016-04-11 05:00:00,0.5,110.6,82.4,252.0,7.8,48.6,4.4
2016-04-11 06:00:00,0.8,161.1,90.6,337.7,5.6,46.2,6.2
2016-04-11 07:00:00,0.8,259.1,110.1,507.4,6.3,49.3,9.0
2016-04-11 08:00:00,0.7,173.7,134.2,400.6,11.4,43.5,9.7
2016-04-11 09:00:00,0.7,201.9,113.4,422.9,10.8,45.8,9.2
2016-04-11 10:00:00,0.8,187.1,165.7,452.6,13.1,50.0,9.6
2016-04-11 11:00:00,0.7,192.5,128.9,424.1,11.6,47.7,10.1
2016-04-11 12:00:00,0.7,130.5,108.7,308.9,13.2,46.2,9.0
2016-04-11 13:00:00,0.9,227.9,120.8,470.3,5.9,57.0,9.3
2016-04-11 14:00:00,1.2,368.9,134.1,699.7,2.7,65.2,12.4
2016-04-11 15:00:00,1.3,414.2,140.7,775.9,2.6,52.6,14.7
2016-04-11 16:00:00,1.3,322.0,141.4,635.2,3.5,48.9,15.6
2016-04-11 17:00:00,1.2,269.7,129.7,543.2,4.5,50.2,15.6
2016-04-11 18:00:00,0.9,242.1,139.1,510.3,3.6,63.5,15.0
2016-04-11 19:00:00,0.7,225.3,129.0,474.5,3.1,58.7,14.9
2016-04-11 20:00:00,0.8,206.8,116.5,433.5,2.7,53.5,14.2
2016-04-11 21:00:00,0.7,161.9,106.9,355.2,4.0,45.4,12.9
2016-04-11 22:00:00,0.6,136.7,101.2,310.8,4.8,40.7,12.2
2016-04-11 23:00:00,0.4,112.9,91.3,264.4,6.3,38.7,10.7
2016-04-12 00:00:00,0.5,80.6,79.9,203.4,8.1,23.8,10.0
2016-04-12 01:00:00,0.3,54.2,62.0,145.0,20.0,18.8,8.6
2016-04-12 02:00:00,0.2,46.6,66.9,138.3,20.9,17.6,7.8
2016-04-12 03:00:00,0.2,66.0,67.1,168.3,17.2,16.9,7.2
2016-04-12 04:00:00,0.2,104.6,78.3,238.7,10.9,20.6,7.2
2016-04-12 05:00:00,0.7,276.5,135.6,559.5,4.9,25.8,9.3
2016-04-12 06:00:00,0.9,342.5,136.6,661.7,4.4,27.0,12.7
2016-04-12 07:00:00,1.1,420.9,147.2,792.5,3.7,37.7,14.7
2016-04-12 08:00:00,0.8,352.1,161.8,701.6,4.7,60.8,15.8
2016-04-12 09:00:00,0.8,335.1,136.7,650.6,6.1,45.6,14.9
2016-04-12 10:00:00,0.7,336.4,182.0,697.9,7.5,51.3,15.2
2016-04-12 11:00:00,0.6,315.0,162.1,645.1,8.3,38.1,17.4
2016-04-12 12:00:00,0.6,274.1,180.8,601.2,9.3,31.7,15.4
2016-04-12 13:00:00,0.6,303.4,127.2,592.5,9.0,35.9,14.3
2016-04-12 14:00:00,0.5,261.8,179.2,580.6,9.1,33.9,14.5
2016-04-12 15:00:00,0.7,272.2,157.5,574.8,10.0,31.8,14.2
2016-04-12 16:00:00,1.0,297.6,172.0,628.3,9.8,30.4,14.5
2016-04-12 17:00:00,1.0,286.9,182.7,622.6,8.9,33.2,15.0
2016-04-12 18:00:00,0.9,205.2,142.3,456.9,8.2,37.0,14.7
2016-04-12 19:00:00,0.3,102.7,102.4,259.9,9.1,27.1,13.0
2016-04-12 20:00:00,0.2,78.9,96.8,217.8,8.4,21.8,10.3
2016-04-12 21:00:00,0.4,154.3,120.5,357.0,6.6,34.1,10.4
2016-04-12 22:00:00,0.3,139.3,120.6,334.2,8.1,31.3,10.8
2016-04-12 23:00:00,0.3,125.5,114.9,307.3,9.2,27.9,10.2
2016-04-13 00:00:00,0.2,84.8,96.4,226.5,14.2,24.5,9.9
2016-04-13 01:00:00,0.1,75.6,92.7,208.6,10.2,23.6,8.8
2016-04-13 02:00:00,0.2,68.6,92.1,197.4,12.0,20.6,8.3
2016-04-13 03:00:00,0.2,75.7,88.9,204.9,9.9,23.5,8.0
2016-04-13 04:00:00,0.2,100.0,95.5,248.9,5.5,21.9,8.0
2016-04-13 05:00:00,0.7,318.6,133.1,621.5,3.6,41.3,10.3
2016-04-13 06:00:00,1.1,440.8,166.6,842.5,3.7,50.3,14.6
2016-04-13 07:00:00,0.8,394.5,133.3,738.2,4.7,54.0,17.6
2016-04-13 08:00:00,0.5,180.4,113.0,389.6,7.4,27.0,16.2
2016-04-13 09:00:00,0.3,138.3,115.8,327.8,11.9,25.3,13.7
2016-04-13 10:00:00,0.3,163.6,98.3,349.1,13.2,25.5,7.9
2016-04-13 11:00:00,0.5,144.5,88.8,310.4,18.0,21.5,6.0
2016-04-13 12:00:00,0.6,234.6,136.7,496.4,12.4,27.2,7.7
2016-04-13 13:00:00,0.4,203.1,121.1,432.6,16.3,23.8,9.9
2016-04-13 14:00:00,0.7,311.4,142.0,619.5,9.5,36.4,12.0
2016-04-13 15:00:00,0.7,357.7,163.8,712.2,8.1,32.6,14.5
2016-04-13 16:00:00,0.6,92.1,96.3,237.6,25.1,19.3,13.4
2016-04-13 17:00:00,0.9,264.3,165.1,570.3,9.1,33.5,12.3
2016-04-13 18:00:00,0.7,297.5,154.5,610.7,5.4,41.0,13.4
2016-04-13 19:00:00,0.6,185.7,132.9,417.6,8.6,40.9,13.5
2016-04-13 20:00:00,0.5,126.4,115.6,309.5,8.9,24.7,12.4
2016-04-13 21:00:00,0.5,151.4,124.9,357.0,8.3,35.2,11.1
2016-04-13 22:00:00,0.5,151.1,115.5,347.1,5.5,35.7,10.8
2016-04-13 23:00:00,0.2,54.5,71.6,155.1,29.1,11.4,9.3
2016-04-14 00:00:00,0.3,87.8,97.2,231.7,12.2,21.7,7.7
2016-04-14 01:00:00,0.3,65.3,78.2,178.3,11.3,20.9,7.4
2016-04-14 02:00:00,0.4,52.8,75.6,156.5,15.7,27.5,7.2
2016-04-14 03:00:00,0.2,73.5,77.3,190.0,12.2,34.6,6.9
2016-04-14 04:00:00,0.3,121.1,91.1,276.8,10.1,38.6,7.1
2016-04-14 05:00:00,0.7,333.0,136.1,646.7,4.3,45.9,9.8
2016-04-14 06:00:00,0.8,328.6,144.3,648.0,4.3,46.3,11.6
2016-04-14 07:00:00,0.9,387.5,146.2,740.3,4.4,47.9,14.1
2016-04-14 08:00:00,0.7,360.0,148.4,700.4,4.2,48.9,14.7
2016-04-14 09:00:00,0.6,315.2,144.2,627.5,,50.2,9.8
2016-04-14 10:00:00,0.7,437.9,172.0,843.5,,39.8,13.9
2016-04-14 11:00:00,0.5,226.6,130.3,477.8,9.6,34.0,9.2
2016-04-14 12:00:00,,,,,,37.9,
2016-04-14 13:00:00,,,,,,46.8,
2016-04-14 14:00:00,,,,,,40.4,
2016-04-14 15:00:00,,,,,,36.0,
2016-04-14 16:00:00,,,,,,26.7,
2016-04-14 17:00:00,,,,,,32.7,
2016-04-14 18:00:00,,,,,,39.3,
2016-04-14 19:00:00,,,,,,31.3,
2016-04-14 20:00:00,,,,,,28.7,
2016-04-14 21:00:00,,,,,,28.3,
2016-04-14 22:00:00,,,,,,23.9,
2016-04-14 23:00:00,,,,,,18.6,
2016-04-15 00:00:00,,,,,,18.8,
2016-04-15 01:00:00,,,,,,12.1,
2016-04-15 02:00:00,,,,,,16.0,
2016-04-15 03:00:00,,,,,,19.1,
2016-04-15 04:00:00,,,,,,23.6,
2016-04-15 05:00:00,,,,,,20.8,
2016-04-15 06:00:00,,,,,,28.8,
2016-04-15 07:00:00,,,,,,29.4,
2016-04-15 08:00:00,,,,,,27.9,
2016-04-15 09:00:00,0.5,309.0,161.6,635.3,5.5,30.5,15.0
2016-04-15 10:00:00,0.3,183.3,104.5,385.5,13.2,27.4,7.5
2016-04-15 11:00:00,0.3,215.9,117.2,448.2,10.5,32.2,11.4
2016-04-15 12:00:00,0.5,354.0,169.7,712.5,4.1,36.9,14.2
2016-04-15 13:00:00,0.4,231.8,120.4,475.9,6.7,25.4,13.6
2016-04-15 14:00:00,0.7,347.8,160.7,694.0,4.9,28.6,15.2
2016-04-15 15:00:00,0.7,295.5,177.7,630.8,6.4,27.4,15.8
2016-04-15 16:00:00,0.4,65.4,91.8,192.1,18.5,10.2,12.0
2016-04-15 17:00:00,0.5,50.2,89.4,166.3,9.8,14.4,7.6
2016-04-15 18:00:00,0.5,55.5,81.6,166.7,14.5,10.5,7.1
2016-04-15 19:00:00,0.3,24.6,72.7,110.4,17.4,11.1,6.3
2016-04-15 20:00:00,0.3,25.4,63.1,102.0,14.6,11.5,5.9
2016-04-15 21:00:00,0.4,30.7,65.3,112.4,16.7,12.8,5.7
2016-04-15 22:00:00,0.6,82.8,76.4,203.4,9.8,20.4,6.3
2016-04-15 23:00:00,0.6,106.6,87.5,251.0,6.9,22.2,7.7
2016-04-16 00:00:00,0.3,29.9,53.6,99.5,23.7,14.3,6.9
2016-04-16 01:00:00,0.4,11.9,35.3,53.5,35.0,14.3,6.0
2016-04-16 02:00:00,0.2,10.5,29.9,45.9,42.3,12.0,5.1
2016-04-16 03:00:00,0.1,5.4,27.3,35.5,63.4,6.1,4.0
2016-04-16 04:00:00,0.1,9.7,30.1,45.0,58.5,8.2,3.9
2016-04-16 05:00:00,0.3,15.5,46.3,70.1,45.7,9.5,3.7
2016-04-16 06:00:00,0.4,57.8,75.2,163.8,18.7,15.5,4.8
2016-04-16 07:00:00,0.3,46.9,64.6,136.6,23.7,14.8,5.5
2016-04-16 08:00:00,0.2,23.8,41.0,77.6,43.5,11.8,4.5
2016-04-16 09:00:00,0.3,29.5,42.7,87.9,35.9,5.9,4.1
2016-04-16 10:00:00,0.3,41.9,68.1,132.3,31.7,5.6,4.1
2016-04-16 11:00:00,0.3,43.2,38.5,104.8,37.5,4.2,4.1
2016-04-16 12:00:00,0.3,48.6,57.6,132.1,32.0,6.5,4.1
2016-04-16 13:00:00,0.2,35.3,50.0,104.1,38.1,5.4,3.9
2016-04-16 14:00:00,0.2,46.6,49.5,121.0,33.4,12.8,3.5
2016-04-16 15:00:00,0.3,76.3,83.9,200.8,26.6,8.9,4.4
2016-04-16 16:00:00,0.3,36.8,45.9,102.4,37.9,10.7,4.1
2016-04-16 17:00:00,0.3,60.3,58.8,151.3,35.4,8.9,4.3
2016-04-16 18:00:00,0.2,58.6,75.1,164.9,31.3,10.4,4.3
2016-04-16 19:00:00,0.3,54.2,69.5,152.7,26.1,8.0,4.5
2016-04-16 20:00:00,0.3,60.7,77.4,170.4,19.5,11.8,5.1
2016-04-16 21:00:00,0.4,53.6,81.7,164.0,13.3,12.2,5.2
2016-04-16 22:00:00,0.2,30.2,51.4,97.7,32.7,5.5,4.9
2016-04-16 23:00:00,0.3,38.3,75.1,133.9,20.2,7.4,4.7
2016-04-17 00:00:00,0.2,20.6,53.3,84.9,29.2,7.6,4.4
2016-04-17 01:00:00,0.3,24.1,55.9,92.8,20.3,8.4,4.3
2016-04-17 02:00:00,0.2,28.7,59.3,103.3,16.2,8.1,4.3
2016-04-17 03:00:00,0.3,9.8,44.6,59.5,27.2,6.6,3.9
2016-04-17 04:00:00,0.3,10.9,37.0,53.8,30.2,6.3,3.1
2016-04-17 05:00:00,0.3,27.6,51.5,93.8,20.0,8.8,3.6
2016-04-17 06:00:00,0.3,46.4,54.7,125.9,15.2,11.9,4.2
2016-04-17 07:00:00,0.3,63.0,59.2,155.7,17.1,15.3,4.9
2016-04-17 08:00:00,0.3,19.2,40.2,69.6,38.1,9.0,3.9
2016-04-17 09:00:00,0.4,26.0,40.2,80.0,40.2,9.5,3.1
2016-04-17 10:00:00,0.3,41.5,43.7,107.3,39.2,5.5,3.4
2016-04-17 11:00:00,0.3,20.9,35.9,68.0,48.4,3.9,2.7
2016-04-17 12:00:00,0.3,32.6,46.6,96.5,46.3,8.0,2.7
2016-04-17 13:00:00,0.3,35.2,50.4,104.3,42.0,7.7,3.1
2016-04-17 14:00:00,0.3,53.1,65.4,146.8,41.7,9.8,3.6
2016-04-17 15:00:00,0.4,69.8,68.2,175.1,37.3,9.6,3.5
2016-04-17 16:00:00,0.4,53.4,88.8,170.7,37.8,9.5,4.2
2016-04-17 17:00:00,0.5,73.5,89.9,202.6,37.7,13.1,4.1
2016-04-17 18:00:00,0.4,64.0,98.9,197.0,25.4,12.1,4.9
2016-04-17 19:00:00,0.5,61.5,105.0,199.4,17.9,12.3,5.4
2016-04-17 20:00:00,0.5,122.3,118.2,305.8,5.0,27.4,6.7
2016-04-17 21:00:00,0.7,148.0,130.0,356.8,4.0,32.3,7.9
2016-04-17 22:00:00,0.9,167.1,124.5,380.7,3.7,31.9,8.7
2016-04-17 23:00:00,0.6,119.8,116.7,300.4,4.0,29.3,8.8
2016-04-18 00:00:00,0.5,83.2,100.0,227.6,6.6,22.6,8.3
2016-04-18 01:00:00,0.3,57.7,78.8,167.3,9.5,27.7,6.7
2016-04-18 02:00:00,0.4,53.5,77.8,159.8,10.1,18.9,6.0
2016-04-18 03:00:00,0.5,62.9,75.2,171.7,12.6,20.3,5.5
2016-04-18 04:00:00,0.6,149.3,102.6,331.5,4.9,24.2,6.5
2016-04-18 05:00:00,0.9,324.9,142.2,640.4,3.4,34.8,9.5
2016-04-18 06:00:00,1.2,451.5,162.0,854.3,3.5,39.3,14.0
2016-04-18 07:00:00,1.3,491.2,178.1,931.3,3.9,42.6,17.0
2016-04-18 08:00:00,1.0,436.3,183.8,852.8,5.2,40.8,18.7
2016-04-18 09:00:00,0.7,204.2,117.7,430.8,13.3,24.0,15.7
2016-04-18 10:00:00,0.5,108.9,99.3,266.3,18.2,36.9,10.6
2016-04-18 11:00:00,0.7,172.0,130.1,393.8,13.4,22.9,9.1
2016-04-18 12:00:00,0.6,135.0,118.9,325.9,16.3,20.5,8.9
2016-04-18 13:00:00,0.7,291.8,173.3,620.7,9.3,33.0,10.5
2016-04-18 14:00:00,0.5,222.2,145.1,485.8,12.1,33.6,11.1
2016-04-18 15:00:00,0.9,320.3,171.1,662.1,8.2,37.6,12.5
2016-04-18 16:00:00,0.9,221.4,146.4,485.9,7.6,38.2,12.4
2016-04-18 17:00:00,1.1,246.9,168.0,546.5,6.1,37.6,12.2
2016-04-18 18:00:00,0.8,198.0,134.1,437.7,5.7,33.3,12.5
2016-04-18 19:00:00,0.7,146.7,130.7,355.6,5.7,28.4,11.2
2016-04-18 20:00:00,0.5,106.0,113.3,275.8,7.6,25.9,9.6
2016-04-18 21:00:00,0.5,141.7,115.7,333.1,4.1,34.0,9.5
2016-04-18 22:00:00,0.5,83.8,100.6,229.2,6.2,28.5,8.7
2016-04-18 23:00:00,0.4,56.1,87.6,173.6,10.8,16.8,7.7
2016-04-19 00:00:00,0.3,45.0,64.5,133.4,15.1,18.4,6.5
2016-04-19 01:00:00,0.4,24.1,62.0,98.8,18.4,16.6,5.8
2016-04-19 02:00:00,0.4,29.3,60.5,105.4,16.5,16.5,5.5
2016-04-19 03:00:00,0.4,29.9,59.0,104.8,18.3,12.9,5.0
2016-04-19 04:00:00,0.3,18.1,44.9,72.7,25.6,11.9,4.5
2016-04-19 05:00:00,0.4,25.5,50.1,89.2,26.7,9.9,4.1
2016-04-19 06:00:00,0.4,42.5,60.2,125.4,23.2,12.2,4.0
2016-04-19 07:00:00,0.4,57.2,62.8,150.6,22.1,14.8,4.3
2016-04-19 08:00:00,0.3,40.6,62.7,125.0,29.4,19.3,3.5
2016-04-19 09:00:00,0.3,42.3,61.6,126.4,38.6,16.6,3.3
2016-04-19 10:00:00,0.3,41.0,65.6,128.5,44.3,18.7,2.9
2016-04-19 11:00:00,0.2,47.9,61.8,135.2,47.4,15.0,2.9
2016-04-19 12:00:00,0.2,36.9,57.4,114.0,51.2,18.0,2.7
2016-04-19 13:00:00,0.3,52.3,71.6,151.9,48.9,19.9,2.8
2016-04-19 14:00:00,0.4,74.7,96.7,211.3,42.4,18.5,3.1
2016-04-19 15:00:00,0.4,81.9,75.1,200.7,41.9,18.7,3.1
2016-04-19 16:00:00,0.5,43.0,62.1,128.0,42.1,20.2,2.6
2016-04-19 17:00:00,0.6,57.6,79.8,168.1,39.6,21.9,2.8
2016-04-19 18:00:00,0.7,159.9,146.6,391.7,16.3,36.6,4.5
2016-04-19 19:00:00,0.6,117.9,114.3,295.1,15.9,41.2,5.8
2016-04-19 20:00:00,0.6,79.5,91.7,213.6,21.8,36.1,5.6
2016-04-19 21:00:00,0.7,106.7,107.6,271.3,13.5,33.6,5.8
2016-04-19 22:00:00,0.6,79.8,82.9,205.3,19.1,30.7,5.5
2016-04-19 23:00:00,0.6,76.8,83.0,200.8,19.9,28.2,5.1
2016-04-20 00:00:00,0.3,23.4,42.7,78.6,39.4,23.1,3.8
2016-04-20 01:00:00,0.2,6.0,27.3,36.6,44.7,22.7,1.9
2016-04-20 02:00:00,0.3,10.3,30.7,46.5,40.5,24.7,1.5
2016-04-20 03:00:00,0.3,21.6,44.5,77.7,29.0,22.7,2.0
2016-04-20 04:00:00,0.3,19.5,44.3,74.1,22.6,22.2,1.9
2016-04-20 05:00:00,0.4,48.3,59.3,133.4,10.6,25.3,2.6
2016-04-20 06:00:00,0.6,61.0,68.2,161.7,10.2,27.6,3.3
2016-04-20 07:00:00,0.4,190.6,99.3,391.5,9.3,42.5,5.4
2016-04-20 08:00:00,,,,,,,
2016-04-20 09:00:00,0.3,119.9,111.4,295.2,18.9,34.2,
2016-04-20 10:00:00,0.3,122.7,114.8,303.0,22.4,36.8,5.9
2016-04-20 11:00:00,0.5,187.5,131.9,419.4,17.6,40.4,6.4
2016-04-20 12:00:00,0.4,131.4,106.7,308.2,22.9,40.2,7.1
2016-04-20 13:00:00,0.5,137.1,98.5,308.7,25.3,35.3,6.2
2016-04-20 14:00:00,0.5,126.1,156.8,350.2,25.2,35.3,6.3
2016-04-20 15:00:00,0.6,198.8,120.9,425.7,21.0,35.4,6.9
2016-04-20 16:00:00,0.5,110.4,101.3,270.5,26.4,35.5,6.5
2016-04-20 17:00:00,0.6,105.8,114.9,277.2,26.6,31.9,5.5
2016-04-20 18:00:00,0.5,97.5,114.6,264.1,23.6,29.8,5.5
2016-04-20 19:00:00,0.3,71.9,86.6,196.8,28.2,31.1,5.1
2016-04-20 20:00:00,0.2,30.5,59.0,105.8,37.6,26.1,2.9
2016-04-20 21:00:00,0.3,44.3,72.2,140.1,30.6,28.3,2.5
2016-04-20 22:00:00,0.4,23.4,48.8,84.7,35.6,25.7,1.8
2016-04-20 23:00:00,0.3,15.4,42.3,65.9,37.9,24.4,1.7
2016-04-21 00:00:00,0.4,17.7,40.2,67.3,37.1,22.4,1.7
2016-04-21 01:00:00,0.3,4.0,24.1,30.3,43.9,23.5,1.2
2016-04-21 02:00:00,0.2,5.3,26.9,35.1,41.5,24.2,0.8
2016-04-21 03:00:00,0.3,4.8,25.8,33.1,40.0,26.5,0.9
2016-04-21 04:00:00,0.2,14.9,34.0,56.8,32.3,27.0,1.1
2016-04-21 05:00:00,0.3,34.8,58.2,111.5,17.9,31.0,1.7
2016-04-21 06:00:00,0.5,81.8,72.7,198.2,12.1,33.5,3.1
2016-04-21 07:00:00,0.5,172.6,98.0,362.7,9.1,42.7,5.2
2016-04-21 08:00:00,0.7,172.3,123.9,388.1,8.2,47.0,7.0
2016-04-21 09:00:00,0.5,209.3,136.0,456.9,10.8,47.2,8.6
2016-04-21 10:00:00,0.4,128.8,103.4,300.9,16.4,49.4,7.2
2016-04-21 11:00:00,0.4,119.0,91.9,274.3,25.1,48.2,6.7
2016-04-21 12:00:00,0.3,124.9,99.8,291.3,22.8,51.4,6.3
2016-04-21 13:00:00,0.3,85.2,82.0,212.8,35.9,42.1,4.9
2016-04-21 14:00:00,0.3,76.6,99.5,217.0,39.3,38.4,3.8
2016-04-21 15:00:00,0.5,97.2,108.4,257.5,35.6,38.4,3.3
2016-04-21 16:00:00,0.3,36.6,73.1,129.3,46.3,27.3,2.5
2016-04-21 17:00:00,0.6,190.9,115.4,408.2,17.6,35.2,4.1
2016-04-21 18:00:00,0.6,141.6,113.3,330.5,13.9,34.4,7.1
2016-04-21 19:00:00,0.1,47.9,81.2,154.6,28.6,24.2,5.1
2016-04-21 20:00:00,0.1,15.0,50.6,73.5,43.6,17.9,2.2
2016-04-21 21:00:00,0.2,25.9,60.3,100.0,41.6,20.0,1.7
2016-04-21 22:00:00,0.2,20.8,49.3,81.2,44.7,18.0,1.6
2016-04-21 23:00:00,0.3,17.9,35.5,62.9,50.7,18.8,1.4
2016-04-22 00:00:00,0.2,11.0,27.4,44.2,57.5,18.7,0.9
2016-04-22 01:00:00,0.3,2.8,15.5,19.8,66.7,15.7,0.2
2016-04-22 02:00:00,0.2,3.0,16.9,21.5,67.0,15.1,0.1
2016-04-22 03:00:00,0.1,6.4,25.3,35.2,61.6,17.1,0.5
2016-04-22 04:00:00,0.1,11.5,33.2,50.9,53.4,15.7,0.5
2016-04-22 05:00:00,0.3,25.9,50.9,90.6,38.3,15.5,1.5
2016-04-22 06:00:00,0.4,33.6,51.7,103.2,31.6,17.1,1.7
2016-04-22 07:00:00,0.4,35.9,50.8,105.8,30.3,20.8,1.5
2016-04-22 08:00:00,0.4,51.6,74.7,153.8,28.7,28.3,2.4
2016-04-22 09:00:00,0.4,55.4,76.7,161.6,32.6,30.1,2.5
2016-04-22 10:00:00,0.3,80.2,74.0,197.1,33.3,32.1,2.9
2016-04-22 11:00:00,0.4,46.6,64.6,136.1,38.2,31.8,3.1
