MeasurementDateGMT,Nitric Oxide (ug/m3),Nitrogen Dioxide (ug/m3),Oxides of Nitrogen (ug/m3),PM10 Particulate (ug/m3),Sulphur Dioxide (ug/m3)
2016-04-08 00:00:00,1.3,49.6,51.5,12.2,
2016-04-08 01:00:00,6.4,50.4,60.1,9.4,
2016-04-08 02:00:00,5.4,45.7,54.0,9.5,
2016-04-08 03:00:00,19.4,51.0,80.7,9.5,
2016-04-08 04:00:00,34.0,60.8,112.9,14.3,
2016-04-08 05:00:00,56.5,66.9,153.6,16.4,
2016-04-08 06:00:00,76.6,77.8,195.2,20.6,
2016-04-08 07:00:00,36.5,58.9,114.9,,
2016-04-08 08:00:00,14.0,36.5,58.0,,
2016-04-08 09:00:00,7.9,30.4,42.6,,
2016-04-08 10:00:00,5.7,20.5,29.2,,
2016-04-08 11:00:00,6.0,22.5,31.7,11.7,
2016-04-08 12:00:00,6.7,24.5,34.7,,
2016-04-08 13:00:00,29.2,55.3,100.1,19.0,
2016-04-08 14:00:00,48.3,82.6,156.6,44.0,
2016-04-08 15:00:00,42.6,79.0,144.2,49.7,
2016-04-08 16:00:00,63.5,91.0,188.4,45.7,
2016-04-08 17:00:00,54.3,89.7,173.0,29.6,
2016-04-08 18:00:00,48.6,73.2,147.7,22.5,
2016-04-08 19:00:00,42.6,77.0,142.3,25.3,
2016-04-08 20:00:00,70.5,90.7,198.8,33.9,
2016-04-08 21:00:00,62.2,91.5,186.9,31.7,
2016-04-08 22:00:00,38.7,67.0,126.4,22.3,
2016-04-08 23:00:00,26.4,54.3,94.7,19.9,
2016-04-09 00:00:00,18.6,46.8,75.4,21.9,
2016-04-09 01:00:00,15.7,38.1,62.2,18.0,
2016-04-09 02:00:00,13.0,30.6,50.6,14.8,
2016-04-09 03:00:00,14.9,28.2,51.1,14.9,
2016-04-09 04:00:00,15.9,33.2,57.5,11.1,
2016-04-09 05:00:00,14.3,31.2,53.1,9.2,
2016-04-09 06:00:00,29.2,51.4,96.2,10.2,
2016-04-09 07:00:00,45.7,65.8,135.9,11.1,
2016-04-09 08:00:00,8.9,33.0,46.6,7.2,
2016-04-09 09:00:00,49.5,71.9,147.9,11.1,
2016-04-09 10:00:00,37.2,61.1,118.1,17.7,
2016-04-09 11:00:00,26.0,46.9,86.8,25.6,
2016-04-09 12:00:00,31.8,56.0,104.7,27.7,
2016-04-09 13:00:00,30.2,50.5,96.8,29.8,
2016-04-09 14:00:00,29.8,54.5,100.2,21.1,
2016-04-09 15:00:00,33.7,53.6,105.2,27.0,
2016-04-09 16:00:00,20.0,39.8,70.5,19.0,
2016-04-09 17:00:00,38.1,64.7,123.1,24.7,
2016-04-09 18:00:00,23.8,52.8,89.4,22.7,
2016-04-09 19:00:00,1.6,29.3,31.8,9.4,
2016-04-09 20:00:00,2.2,40.3,43.7,9.3,
2016-04-09 21:00:00,7.0,55.8,66.5,9.6,
2016-04-09 22:00:00,31.8,74.4,123.1,20.2,
2016-04-09 23:00:00,54.6,91.5,175.3,23.1,
2016-04-10 00:00:00,34.3,77.8,130.4,21.2,
2016-04-10 01:00:00,21.6,72.8,105.9,19.6,
2016-04-10 02:00:00,26.7,72.3,113.2,18.2,
2016-04-10 03:00:00,22.2,66.7,100.8,17.5,
2016-04-10 04:00:00,17.5,62.6,89.4,17.4,
2016-04-10 05:00:00,16.5,54.7,80.0,14.5,
2016-04-10 06:00:00,16.8,49.2,75.0,14.7,
2016-04-10 07:00:00,13.7,38.7,59.6,13.9,
2016-04-10 08:00:00,12.7,32.2,51.7,,
2016-04-10 09:00:00,11.7,27.2,45.2,,
2016-04-10 10:00:00,7.9,21.6,33.8,,
2016-04-10 11:00:00,7.3,20.1,31.3,16.4,
2016-04-10 12:00:00,5.7,17.6,26.3,18.3,
2016-04-10 13:00:00,6.0,21.1,30.3,17.5,
2016-04-10 14:00:00,5.1,18.1,25.8,18.5,
2016-04-10 15:00:00,5.1,21.0,28.8,16.4,
2016-04-10 16:00:00,5.4,21.5,29.8,19.6,
2016-04-10 17:00:00,4.8,24.5,31.8,28.4,
2016-04-10 18:00:00,4.1,26.0,32.3,25.7,
2016-04-10 19:00:00,3.8,27.5,33.3,24.8,
2016-04-10 20:00:00,2.9,20.5,24.9,23.3,
2016-04-10 21:00:00,3.2,19.0,23.9,25.5,
2016-04-10 22:00:00,2.5,18.5,22.4,29.3,
2016-04-10 23:00:00,2.2,17.0,20.4,34.2,
2016-04-11 00:00:00,1.3,16.0,17.9,35.1,
2016-04-11 01:00:00,1.7,19.3,21.9,42.7,
2016-04-11 02:00:00,1.6,20.9,23.4,45.9,
2016-04-11 03:00:00,2.9,25.0,29.3,51.0,
2016-04-11 04:00:00,4.8,33.5,40.8,49.4,
2016-04-11 05:00:00,10.2,40.6,56.2,47.8,
2016-04-11 06:00:00,15.6,42.3,66.2,48.5,
2016-04-11 07:00:00,21.3,44.0,76.6,49.4,
2016-04-11 08:00:00,20.6,41.0,72.6,54.2,
2016-04-11 09:00:00,15.6,33.9,57.7,54.3,
2016-04-11 10:00:00,18.1,36.9,64.7,47.2,
2016-04-11 11:00:00,18.7,39.9,68.7,51.8,
2016-04-11 12:00:00,19.4,42.0,71.6,43.4,
2016-04-11 13:00:00,24.4,47.6,85.1,54.8,
2016-04-11 14:00:00,48.2,65.8,139.8,44.7,
2016-04-11 15:00:00,99.0,100.4,252.3,53.9,
2016-04-11 16:00:00,75.5,84.2,200.1,48.4,
2016-04-11 17:00:00,50.2,77.4,154.3,47.3,
2016-04-11 18:00:00,59.7,79.2,170.7,50.1,
2016-04-11 19:00:00,79.4,86.9,208.6,52.8,
2016-04-11 20:00:00,72.4,78.2,189.1,56.0,
2016-04-11 21:00:00,59.7,82.2,173.7,45.8,
2016-04-11 22:00:00,24.8,66.6,104.5,32.4,
2016-04-11 23:00:00,8.6,60.5,73.7,27.4,
2016-04-12 00:00:00,15.7,54.3,78.3,27.5,
2016-04-12 01:00:00,8.9,42.8,56.4,19.3,
2016-04-12 02:00:00,7.3,35.1,46.3,15.3,
2016-04-12 03:00:00,20.0,47.5,78.2,11.5,
2016-04-12 04:00:00,37.5,62.1,119.5,9.8,
2016-04-12 05:00:00,93.6,87.5,231.1,21.7,
2016-04-12 06:00:00,147.9,112.4,339.2,30.1,
2016-04-12 07:00:00,121.9,116.5,303.3,25.4,
2016-04-12 08:00:00,74.6,85.9,200.2,30.0,
2016-04-12 09:00:00,54.6,75.2,158.9,44.6,
2016-04-12 10:00:00,29.8,50.9,96.6,,
2016-04-12 11:00:00,10.8,27.8,44.3,,
2016-04-12 12:00:00,13.6,33.4,54.3,,
2016-04-12 13:00:00,20.6,43.1,74.7,29.9,
2016-04-12 14:00:00,21.9,45.6,79.2,26.5,
2016-04-12 15:00:00,30.5,55.9,102.6,28.0,
2016-04-12 16:00:00,40.0,59.3,120.6,11.1,
2016-04-12 17:00:00,34.9,59.1,112.6,20.9,
2016-04-12 18:00:00,24.4,74.7,112.1,18.4,
2016-04-12 19:00:00,18.1,65.5,93.2,20.8,
2016-04-12 20:00:00,21.6,66.1,99.2,24.1,
2016-04-12 21:00:00,26.3,74.8,115.1,25.0,
2016-04-12 22:00:00,65.1,87.2,186.9,36.2,
2016-04-12 23:00:00,45.4,80.0,149.5,30.6,
2016-04-13 00:00:00,71.9,74.5,184.8,35.7,
2016-04-13 01:00:00,77.0,62.7,180.8,34.4,
2016-04-13 02:00:00,79.3,58.3,180.0,31.1,
2016-04-13 03:00:00,113.9,54.2,228.9,36.4,
2016-04-13 04:00:00,116.5,69.8,248.3,36.5,
2016-04-13 05:00:00,273.5,106.2,525.6,61.1,
2016-04-13 06:00:00,253.2,110.4,498.7,63.7,
2016-04-13 07:00:00,93.0,85.9,228.4,44.8,
2016-04-13 08:00:00,34.3,63.7,116.2,,
2016-04-13 09:00:00,26.7,59.4,100.3,37.6,
2016-04-13 10:00:00,,,,29.4,
2016-04-13 11:00:00,26.7,60.9,101.8,17.8,
2016-04-13 12:00:00,15.2,55.5,78.8,39.4,
2016-04-13 13:00:00,9.8,39.3,54.4,25.7,
2016-04-13 14:00:00,16.2,58.0,82.8,22.2,
2016-04-13 15:00:00,2.5,33.0,36.9,20.5,
2016-04-13 16:00:00,21.6,65.2,98.3,24.9,
2016-04-13 17:00:00,29.2,78.5,123.3,17.4,
2016-04-13 18:00:00,51.7,98.4,177.7,36.8,
2016-04-13 19:00:00,38.4,87.4,146.2,26.2,
2016-04-13 20:00:00,48.5,91.8,166.2,26.9,
2016-04-13 21:00:00,61.2,91.8,185.7,35.6,
2016-04-13 22:00:00,65.7,91.5,192.2,30.5,
2016-04-13 23:00:00,17.1,65.1,91.3,25.5,
2016-04-14 00:00:00,3.4,39.4,44.6,14.2,
2016-04-14 01:00:00,27.5,64.3,106.5,19.0,
2016-04-14 02:00:00,29.5,61.1,106.3,25.6,
2016-04-14 03:00:00,48.9,71.9,146.8,29.6,
2016-04-14 04:00:00,112.0,96.4,268.1,47.6,
2016-04-14 05:00:00,158.6,109.3,352.5,50.3,
2016-04-14 06:00:00,149.4,112.4,341.6,64.9,
2016-04-14 07:00:00,106.0,101.7,264.2,76.8,
2016-04-14 08:00:00,80.3,97.7,220.7,56.7,
2016-04-14 09:00:00,64.1,89.5,187.8,62.1,
2016-04-14 10:00:00,31.4,59.7,107.9,42.1,
2016-04-14 11:00:00,27.6,58.6,100.9,27.8,
2016-04-14 12:00:00,20.0,45.8,76.4,20.2,
2016-04-14 13:00:00,26.0,57.0,96.9,34.1,
2016-04-14 14:00:00,20.0,50.8,81.4,34.6,
2016-04-14 15:00:00,15.2,52.6,75.9,23.4,
2016-04-14 16:00:00,27.9,59.1,101.9,46.4,
2016-04-14 17:00:00,31.1,68.3,115.9,22.0,
2016-04-14 18:00:00,45.4,82.3,151.9,36.5,
2016-04-14 19:00:00,60.0,105.5,197.4,39.4,
2016-04-14 20:00:00,43.1,81.3,147.4,35.7,
2016-04-14 21:00:00,25.1,60.5,99.0,15.0,
2016-04-14 22:00:00,23.8,57.0,93.5,15.5,
2016-04-14 23:00:00,6.0,39.2,48.5,15.3,
2016-04-15 00:00:00,5.5,46.2,54.6,21.8,
2016-04-15 01:00:00,0.4,26.0,26.7,21.9,
2016-04-15 02:00:00,1.0,23.5,25.0,24.0,
2016-04-15 03:00:00,1.6,27.1,29.5,23.4,
2016-04-15 04:00:00,6.3,33.8,43.5,18.1,
2016-04-15 05:00:00,6.0,44.3,53.5,11.4,
2016-04-15 06:00:00,41.9,69.3,133.5,16.7,
2016-04-15 07:00:00,56.5,88.9,175.5,29.2,
2016-04-15 08:00:00,61.5,87.2,181.5,38.4,
2016-04-15 09:00:00,22.5,58.5,93.0,28.8,
2016-04-15 10:00:00,35.5,63.6,118.0,29.8,
2016-04-15 11:00:00,32.7,59.4,109.5,37.5,
2016-04-15 12:00:00,30.4,59.3,106.0,18.8,
2016-04-15 13:00:00,22.2,48.5,82.5,21.7,
2016-04-15 14:00:00,27.0,56.2,97.5,6.8,
2016-04-15 15:00:00,47.6,81.1,154.1,20.8,
2016-04-15 16:00:00,35.2,76.1,130.1,12.5,
2016-04-15 17:00:00,59.0,77.2,167.6,8.8,
2016-04-15 18:00:00,38.7,66.3,125.6,5.0,
2016-04-15 19:00:00,5.7,41.3,50.0,10.2,
2016-04-15 20:00:00,1.6,35.6,38.0,13.7,
2016-04-15 21:00:00,1.0,21.1,22.5,16.5,
2016-04-15 22:00:00,3.2,23.2,28.0,15.6,
2016-04-15 23:00:00,0.3,22.0,22.5,13.0,
2016-04-16 00:00:00,2.1,26.8,30.0,15.2,
2016-04-16 01:00:00,1.3,18.7,20.7,14.4,
2016-04-16 02:00:00,1.9,15.1,18.0,14.7,
2016-04-16 03:00:00,1.6,12.1,14.5,10.7,
2016-04-16 04:00:00,0.0,9.0,9.0,7.6,
2016-04-16 05:00:00,-0.3,12.5,12.0,5.1,
2016-04-16 06:00:00,1.3,19.1,21.0,9.6,
2016-04-16 07:00:00,1.6,16.6,19.0,6.8,
2016-04-16 08:00:00,1.3,13.6,15.5,6.8,
2016-04-16 09:00:00,2.9,13.1,17.5,4.2,
2016-04-16 10:00:00,4.1,14.7,21.0,10.7,
2016-04-16 11:00:00,6.7,16.8,27.0,5.4,
2016-04-16 12:00:00,5.7,18.3,27.0,5.4,
2016-04-16 13:00:00,9.2,20.5,34.6,5.5,
2016-04-16 14:00:00,18.1,25.4,53.1,6.4,
2016-04-16 15:00:00,8.6,23.9,37.1,9.1,
2016-04-16 16:00:00,3.5,14.7,20.0,12.5,
2016-04-16 17:00:00,27.3,37.8,79.7,13.6,
2016-04-16 18:00:00,3.2,24.2,29.1,15.9,
2016-04-16 19:00:00,41.5,52.5,116.2,12.2,
2016-04-16 20:00:00,5.4,38.8,47.1,11.9,
2016-04-16 21:00:00,1.3,38.6,40.6,14.1,
2016-04-16 22:00:00,0.6,35.6,36.6,11.8,
2016-04-16 23:00:00,-0.6,24.5,23.6,7.2,
2016-04-17 00:00:00,0.8,21.4,22.7,6.8,
2016-04-17 01:00:00,0.0,27.4,27.4,6.7,
2016-04-17 02:00:00,0.3,29.1,29.6,8.5,
2016-04-17 03:00:00,0.0,26.6,26.6,9.1,
2016-04-17 04:00:00,1.6,26.6,29.1,9.1,
2016-04-17 05:00:00,5.4,29.8,38.1,12.1,
2016-04-17 06:00:00,3.8,21.7,27.6,14.2,
2016-04-17 07:00:00,6.7,18.9,29.1,11.7,
2016-04-17 08:00:00,13.0,23.2,43.1,,
2016-04-17 09:00:00,8.9,17.5,31.1,,
2016-04-17 10:00:00,3.8,13.7,19.6,,
2016-04-17 11:00:00,12.0,21.1,39.6,14.8,
2016-04-17 12:00:00,5.1,15.3,23.1,5.4,
2016-04-17 13:00:00,1.3,11.1,13.0,-3.9,
2016-04-17 14:00:00,2.9,10.2,14.5,4.1,
2016-04-17 15:00:00,6.7,15.9,26.1,6.6,
2016-04-17 16:00:00,1.6,13.6,16.1,1.1,
2016-04-17 17:00:00,1.3,11.6,13.5,10.9,
2016-04-17 18:00:00,1.3,30.7,32.6,8.6,
2016-04-17 19:00:00,0.6,52.7,53.7,9.9,
2016-04-17 20:00:00,7.9,85.7,97.8,24.8,
2016-04-17 21:00:00,108.7,111.7,278.5,46.1,
2016-04-17 22:00:00,169.3,112.7,372.3,51.2,
2016-04-17 23:00:00,113.5,99.0,273.0,45.3,
2016-04-18 00:00:00,128.5,88.0,285.0,57.8,
2016-04-18 01:00:00,95.5,81.7,228.2,41.8,
2016-04-18 02:00:00,26.9,68.6,109.9,22.9,
2016-04-18 03:00:00,43.1,65.4,131.5,30.4,
2016-04-18 04:00:00,23.8,62.9,99.4,21.0,
2016-04-18 05:00:00,39.6,70.3,131.0,30.2,
2016-04-18 06:00:00,53.3,80.5,162.1,26.0,
2016-04-18 07:00:00,22.8,52.9,87.9,,
2016-04-18 08:00:00,42.8,70.9,136.6,,
2016-04-18 09:00:00,9.8,35.1,50.2,32.5,
2016-04-18 10:00:00,2.5,19.2,23.1,40.3,
2016-04-18 11:00:00,2.5,19.7,23.6,22.0,
2016-04-18 12:00:00,5.1,22.4,30.1,10.8,
2016-04-18 13:00:00,5.1,21.3,29.1,29.1,
2016-04-18 14:00:00,5.4,24.9,33.1,17.5,
2016-04-18 15:00:00,3.2,26.3,31.1,26.7,
2016-04-18 16:00:00,2.2,28.7,32.1,13.2,
2016-04-18 17:00:00,2.2,35.8,39.2,30.6,
2016-04-18 18:00:00,2.5,43.8,47.7,18.6,
2016-04-18 19:00:00,3.5,32.3,37.7,13.2,
2016-04-18 20:00:00,3.2,44.4,49.2,11.3,
2016-04-18 21:00:00,4.1,58.5,64.8,19.7,
2016-04-18 22:00:00,8.6,69.3,82.4,22.2,
2016-04-18 23:00:00,5.4,57.6,65.8,17.8,
2016-04-19 00:00:00,1.3,34.9,36.8,16.0,
2016-04-19 01:00:00,3.0,36.3,40.9,14.8,
2016-04-19 02:00:00,3.5,27.3,32.7,15.6,
2016-04-19 03:00:00,7.6,31.6,43.2,16.6,
2016-04-19 04:00:00,5.4,35.0,43.2,13.8,
2016-04-19 05:00:00,7.9,48.2,60.3,15.9,
2016-04-19 06:00:00,11.1,47.3,64.3,19.2,
2016-04-19 07:00:00,31.4,52.9,101.0,23.4,
2016-04-19 08:00:00,22.2,36.4,70.4,23.9,
2016-04-19 09:00:00,11.1,26.7,43.7,,
2016-04-19 10:00:00,14.3,26.4,48.3,,
2016-04-19 11:00:00,16.8,31.1,56.8,,
2016-04-19 12:00:00,20.6,42.3,73.9,,
2016-04-19 13:00:00,14.9,34.5,57.3,,
2016-04-19 14:00:00,16.2,35.1,59.8,,
2016-04-19 15:00:00,18.7,35.2,63.9,,
2016-04-19 16:00:00,12.7,36.9,56.3,,
2016-04-19 17:00:00,12.0,39.9,58.3,,
2016-04-19 18:00:00,9.2,35.2,49.3,,
2016-04-19 19:00:00,8.6,40.2,53.3,,
2016-04-19 20:00:00,8.2,37.7,50.3,,
2016-04-19 21:00:00,7.3,31.6,42.8,,
2016-04-19 22:00:00,7.3,30.6,41.8,,
2016-04-19 23:00:00,3.8,24.9,30.7,,
2016-04-20 00:00:00,2.5,32.3,36.2,22.9,
2016-04-20 01:00:00,2.5,24.3,28.2,20.6,
2016-04-20 02:00:00,3.2,27.3,32.2,23.8,
2016-04-20 03:00:00,6.3,33.1,42.8,18.8,
2016-04-20 04:00:00,14.9,50.1,73.0,21.2,
2016-04-20 05:00:00,59.3,75.7,166.6,24.6,
2016-04-20 06:00:00,65.6,79.1,179.7,,
2016-04-20 07:00:00,24.1,39.6,76.5,,
2016-04-20 08:00:00,16.8,33.6,59.4,,
2016-04-20 09:00:00,13.9,26.9,48.3,40.1,
2016-04-20 10:00:00,13.9,30.0,51.3,34.4,
2016-04-20 11:00:00,12.4,26.4,45.3,16.4,
2016-04-20 12:00:00,12.7,25.4,44.8,27.3,
2016-04-20 13:00:00,11.7,25.3,43.3,30.6,
2016-04-20 14:00:00,14.3,31.0,52.9,26.9,
2016-04-20 15:00:00,12.0,28.9,47.3,21.0,
2016-04-20 16:00:00,11.4,31.4,48.8,35.1,
2016-04-20 17:00:00,7.3,28.6,39.8,28.4,
2016-04-20 18:00:00,8.2,29.2,41.8,29.7,
2016-04-20 19:00:00,8.6,40.8,53.9,32.1,
2016-04-20 20:00:00,7.6,37.7,49.4,26.9,
2016-04-20 21:00:00,9.2,41.3,55.4,26.4,
2016-04-20 22:00:00,8.6,40.8,53.9,26.8,
2016-04-20 23:00:00,3.8,29.4,35.3,26.1,
2016-04-21 00:00:00,1.7,22.3,24.9,24.9,
2016-04-21 01:00:00,3.0,27.0,31.6,22.8,
2016-04-21 02:00:00,1.3,21.2,23.2,25.7,
2016-04-21 03:00:00,4.4,26.0,32.8,25.7,
2016-04-21 04:00:00,10.8,38.4,54.9,28.9,
2016-04-21 05:00:00,22.8,55.7,90.7,33.0,
2016-04-21 06:00:00,25.0,53.3,91.7,38.9,
2016-04-21 07:00:00,22.8,46.7,81.6,40.1,
2016-04-21 08:00:00,18.4,41.9,70.1,45.1,
2016-04-21 09:00:00,15.8,35.2,59.5,39.3,
2016-04-21 10:00:00,13.9,32.6,53.9,56.1,
2016-04-21 11:00:00,12.7,27.5,46.9,43.7,
2016-04-21 12:00:00,10.8,27.3,43.9,31.9,
2016-04-21 13:00:00,11.7,32.4,50.4,43.4,
2016-04-21 14:00:00,10.1,32.4,47.9,50.3,
2016-04-21 15:00:00,9.8,35.4,50.4,33.4,
2016-04-21 16:00:00,11.1,37.5,54.5,34.1,
2016-04-21 17:00:00,11.7,36.5,54.5,32.3,
2016-04-21 18:00:00,12.4,40.6,59.5,20.8,
2016-04-21 19:00:00,14.6,54.3,76.7,20.1,
2016-04-21 20:00:00,10.8,48.0,64.6,25.1,
2016-04-21 21:00:00,7.0,40.8,51.4,23.9,
2016-04-21 22:00:00,6.7,39.2,49.4,25.7,
2016-04-21 23:00:00,3.2,25.4,30.3,20.2,
2016-04-22 00:00:00,1.3,17.6,19.5,19.3,
2016-04-22 01:00:00,2.5,17.0,20.9,25.1,
2016-04-22 02:00:00,1.6,14.7,17.2,17.8,
2016-04-22 03:00:00,3.8,19.9,25.7,17.5,
2016-04-22 04:00:00,6.0,25.6,34.8,21.5,
2016-04-22 05:00:00,14.6,46.3,68.6,22.8,
2016-04-22 06:00:00,14.6,44.3,66.6,26.8,
2016-04-22 07:00:00,16.2,46.4,71.2,33.0,
2016-04-22 08:00:00,17.1,40.4,66.6,37.2,
2016-04-22 09:00:00,12.4,37.6,56.5,38.5,
2016-04-22 10:00:00,11.7,35.5,53.5,38.2,
2016-04-22 11:00:00,12.4,35.6,54.5,43.2,
2016-04-22 12:00:00,14.9,39.8,62.6,38.7,
2016-04-22 13:00:00,18.7,44.5,73.2,41.0,
2016-04-22 14:00:00,12.4,36.1,55.0,31.1,
2016-04-22 15:00:00,14.6,40.3,62.6,31.2,
2016-04-22 16:00:00,14.3,42.3,64.1,17.7,
2016-04-22 17:00:00,18.1,56.6,84.3,18.5,
2016-04-22 18:00:00,12.7,41.7,61.1,12.6,
2016-04-22 19:00:00,14.3,44.8,66.7,18.6,
2016-04-22 20:00:00,10.1,38.0,53.5,19.6,
2016-04-22 21:00:00,9.2,38.4,52.5,16.3,
2016-04-22 22:00:00,38.6,51.4,110.6,16.2,
2016-04-22 23:00:00,9.8,28.9,43.9,14.6,
2016-04-23 00:00:00,2.5,17.0,20.9,14.7,
2016-04-23 01:00:00,0.8,14.2,15.5,12.4,
2016-04-23 02:00:00,1.0,12.7,14.1,11.5,
2016-04-23 03:00:00,1.9,14.3,17.2,10.3,
2016-04-23 04:00:00,1.9,17.8,20.7,6.9,
2016-04-23 05:00:00,3.5,22.4,27.8,8.4,
2016-04-23 06:00:00,12.0,25.5,44.0,9.6,
2016-04-23 07:00:00,24.1,27.8,64.7,5.6,
2016-04-23 08:00:00,29.5,33.2,78.3,9.4,
2016-04-23 09:00:00,27.6,33.6,75.8,7.4,
2016-04-23 10:00:00,17.7,29.9,57.1,11.8,
2016-04-23 11:00:00,23.1,34.8,70.2,,
2016-04-23 12:00:00,23.4,37.4,73.3,,
2016-04-23 13:00:00,19.6,38.1,68.2,,
2016-04-23 14:00:00,18.4,34.5,62.7,,
2016-04-23 15:00:00,20.3,37.7,68.7,,
2016-04-23 16:00:00,25.0,45.1,83.4,,
2016-04-23 17:00:00,22.5,38.3,72.8,,
2016-04-23 18:00:00,69.0,72.1,178.0,8.9,
2016-04-23 19:00:00,22.8,58.6,93.5,21.0,
2016-04-23 20:00:00,5.7,59.0,67.8,32.3,
2016-04-23 21:00:00,38.9,79.3,139.1,32.3,
2016-04-23 22:00:00,40.8,65.8,128.4,20.5,
2016-04-23 23:00:00,13.9,45.4,66.8,15.6,
2016-04-24 00:00:00,7.2,42.3,53.3,16.8,
2016-04-24 01:00:00,2.5,24.4,28.3,17.7,
2016-04-24 02:00:00,1.9,15.8,18.7,11.6,
2016-04-24 03:00:00,1.6,11.7,14.2,11.1,
2016-04-24 04:00:00,1.3,8.2,10.1,4.9,
2016-04-24 05:00:00,0.6,12.7,13.7,9.4,
2016-04-24 06:00:00,0.6,12.2,13.2,5.4,
2016-04-24 07:00:00,1.3,11.7,13.7,9.9,
2016-04-24 08:00:00,3.5,14.4,19.7,7.9,
2016-04-24 09:00:00,6.3,18.1,27.8,9.0,
2016-04-24 10:00:00,6.0,16.6,25.8,8.4,
2016-04-24 11:00:00,13.6,29.7,50.6,11.0,
2016-04-24 12:00:00,7.6,21.8,33.4,18.1,
2016-04-24 13:00:00,5.1,19.1,26.8,,
2016-04-24 14:00:00,1.6,13.3,15.7,,
2016-04-24 15:00:00,1.6,12.3,14.7,12.3,
2016-04-24 16:00:00,5.4,22.6,30.9,9.0,
2016-04-24 17:00:00,14.6,36.9,59.2,14.5,
2016-04-24 18:00:00,5.7,29.2,38.0,6.6,
2016-04-24 19:00:00,2.8,29.0,33.4,,
2016-04-24 20:00:00,0.6,28.4,29.4,10.0,
2016-04-24 21:00:00,2.8,51.3,55.7,18.7,
2016-04-24 22:00:00,8.2,54.2,66.8,18.7,
2016-04-24 23:00:00,4.1,44.3,50.6,14.1,
2016-04-25 00:00:00,0.8,25.0,26.3,11.2,
2016-04-25 01:00:00,1.3,24.4,26.3,15.5,
2016-04-25 02:00:00,1.6,29.0,31.4,17.5,
2016-04-25 03:00:00,1.6,27.5,29.9,17.7,
2016-04-25 04:00:00,21.5,46.5,79.5,15.4,
2016-04-25 05:00:00,63.0,70.1,166.7,24.8,
2016-04-25 06:00:00,17.7,60.5,87.6,17.1,
2016-04-25 07:00:00,13.6,54.6,75.5,16.4,
2016-04-25 08:00:00,10.8,42.8,59.3,17.3,
2016-04-25 09:00:00,6.0,30.8,40.0,15.4,
2016-04-25 10:00:00,3.8,21.0,26.9,11.6,
2016-04-25 11:00:00,3.2,19.0,23.8,13.3,
2016-04-25 12:00:00,5.1,17.6,25.3,12.1,
2016-04-25 13:00:00,3.5,18.0,23.3,34.5,
2016-04-25 14:00:00,4.4,21.1,27.9,6.0,
2016-04-25 15:00:00,3.2,21.0,25.8,5.8,
2016-04-25 16:00:00,10.4,29.1,45.1,18.5,
2016-04-25 17:00:00,33.9,48.9,100.9,17.5,
2016-04-25 18:00:00,30.7,43.7,90.7,13.2,
2016-04-25 19:00:00,26.6,49.5,90.2,10.5,
2016-04-25 20:00:00,1.6,20.4,22.8,8.7,
2016-04-25 21:00:00,0.9,28.5,29.9,15.0,
2016-04-25 22:00:00,0.6,38.6,39.5,14.1,
2016-04-25 23:00:00,2.5,41.2,45.1,15.7,
2016-04-26 00:00:00,4.2,44.2,50.7,16.9,
2016-04-26 01:00:00,0.8,26.4,27.7,16.2,
2016-04-26 02:00:00,1.3,17.8,19.8,12.1,
2016-04-26 03:00:00,0.6,16.3,17.2,12.4,
2016-04-26 04:00:00,0.9,17.8,19.3,9.6,
2016-04-26 05:00:00,4.4,27.7,34.5,7.0,
2016-04-26 06:00:00,4.4,24.1,30.9,10.1,
2016-04-26 07:00:00,5.4,20.2,28.4,7.7,
2016-04-26 08:00:00,5.1,16.6,24.3,,
2016-04-26 09:00:00,3.2,13.9,18.8,,
2016-04-26 10:00:00,3.2,12.4,17.2,,
2016-04-26 11:00:00,9.2,19.9,34.0,14.1,
2016-04-26 12:00:00,4.4,17.1,23.8,13.3,
2016-04-26 13:00:00,3.5,20.5,25.9,11.5,
2016-04-26 14:00:00,2.8,12.4,16.7,13.5,
2016-04-26 15:00:00,5.4,15.6,23.9,10.4,
2016-04-26 16:00:00,8.5,20.9,34.0,17.6,
2016-04-26 17:00:00,1.6,15.8,18.3,,
2016-04-26 18:00:00,1.3,16.8,18.8,7.4,
2016-04-26 19:00:00,2.5,23.0,26.9,7.0,
2016-04-26 20:00:00,0.6,24.9,25.9,7.7,
2016-04-26 21:00:00,0.3,24.9,25.4,3.9,
2016-04-26 22:00:00,0.0,20.3,20.3,7.3,
2016-04-26 23:00:00,0.0,20.3,20.3,11.7,
2016-04-27 00:00:00,1.7,19.8,22.3,15.3,
2016-04-27 01:00:00,0.0,19.0,19.0,16.0,
2016-04-27 02:00:00,1.9,15.9,18.8,13.0,
2016-04-27 03:00:00,5.7,20.2,28.9,16.2,
2016-04-27 04:00:00,0.9,23.4,24.9,16.0,
2016-04-27 05:00:00,10.8,39.9,56.4,17.2,
2016-04-27 06:00:00,7.0,30.5,41.1,15.1,
2016-04-27 07:00:00,5.7,21.7,30.5,12.1,
2016-04-27 08:00:00,5.7,18.7,27.4,,
2016-04-27 09:00:00,7.9,22.4,34.5,,
2016-04-27 10:00:00,9.2,21.5,35.6,,
2016-04-27 11:00:00,16.1,32.2,56.9,,
2016-04-27 12:00:00,,,,,
