MeasurementDateGMT,Nitric Oxide (ug/m3),Nitrogen Dioxide (ug/m3),Oxides of Nitrogen (ug/m3),Ozone (ug/m3),PM10 Particulate (ug/m3)
2016-04-08 00:00:00,6.1,52.1,61.4,,11.8
2016-04-08 01:00:00,2.8,47.2,51.5,,10.7
2016-04-08 02:00:00,2.4,35.5,39.1,,8.5
2016-04-08 03:00:00,2.3,31.9,35.4,,8.6
2016-04-08 04:00:00,2.9,37.3,41.9,,8.7
2016-04-08 05:00:00,12.5,52.5,71.8,,12.3
2016-04-08 06:00:00,29.9,57.5,103.4,,14.6
2016-04-08 07:00:00,37.5,53.9,111.4,,9.7
2016-04-08 08:00:00,18.3,35.7,63.8,,20.2
2016-04-08 09:00:00,17.9,38.4,65.8,,21.3
2016-04-08 10:00:00,18.5,45.1,73.5,,23.1
2016-04-08 11:00:00,6.0,22.2,31.4,,18.5
2016-04-08 12:00:00,4.5,21.7,28.7,,16.4
2016-04-08 13:00:00,6.3,39.3,48.9,,22.0
2016-04-08 14:00:00,4.9,26.3,33.7,,15.4
2016-04-08 15:00:00,4.0,18.0,24.2,,16.2
2016-04-08 16:00:00,1.9,14.0,16.9,,15.1
2016-04-08 17:00:00,2.0,14.3,17.3,,15.7
2016-04-08 18:00:00,1.3,18.7,20.7,,13.1
2016-04-08 19:00:00,1.9,24.6,27.5,,16.3
2016-04-08 20:00:00,1.4,25.2,27.3,,20.0
2016-04-08 21:00:00,1.4,16.7,18.9,,17.3
2016-04-08 22:00:00,0.7,11.5,12.5,,18.1
2016-04-08 23:00:00,0.5,8.0,8.7,,17.2
2016-04-09 00:00:00,0.8,7.8,9.0,,15.6
2016-04-09 01:00:00,0.5,5.2,6.0,,14.5
2016-04-09 02:00:00,0.5,-1.1,-0.3,,13.0
2016-04-09 03:00:00,1.0,-2.6,-1.0,,14.0
2016-04-09 04:00:00,0.7,-1.8,-0.7,,11.7
2016-04-09 05:00:00,0.6,-0.8,0.2,,6.6
2016-04-09 06:00:00,1.6,1.9,4.3,,5.5
2016-04-09 07:00:00,2.2,7.9,11.2,,4.9
2016-04-09 08:00:00,2.9,19.7,24.1,,2.7
2016-04-09 09:00:00,3.7,17.3,22.9,,8.3
2016-04-09 10:00:00,4.5,11.7,18.6,,10.1
2016-04-09 11:00:00,3.0,7.4,12.0,,12.9
2016-04-09 12:00:00,2.5,5.8,9.6,,14.3
2016-04-09 13:00:00,2.2,2.0,5.3,,11.3
2016-04-09 14:00:00,1.5,2.7,4.9,,20.3
2016-04-09 15:00:00,1.3,1.6,3.6,,12.0
2016-04-09 16:00:00,1.7,4.7,7.3,,9.2
2016-04-09 17:00:00,1.2,3.7,5.6,,7.2
2016-04-09 18:00:00,1.0,5.5,7.0,,7.6
2016-04-09 19:00:00,1.0,11.1,12.6,,6.2
2016-04-09 20:00:00,1.1,16.8,18.4,,9.0
2016-04-09 21:00:00,1.2,26.9,28.8,,6.9
2016-04-09 22:00:00,1.1,26.1,27.8,,11.8
2016-04-09 23:00:00,0.9,19.4,20.8,,9.6
2016-04-10 00:00:00,0.4,15.1,15.7,,8.8
2016-04-10 01:00:00,0.4,16.4,17.0,,9.7
2016-04-10 02:00:00,0.2,14.7,15.1,,9.2
2016-04-10 03:00:00,1.1,32.2,33.9,,12.2
2016-04-10 04:00:00,0.8,35.3,36.6,,8.8
2016-04-10 05:00:00,2.7,34.6,38.8,,11.3
2016-04-10 06:00:00,5.7,28.4,37.1,,6.0
2016-04-10 07:00:00,6.5,20.0,30.0,,13.0
2016-04-10 08:00:00,2.0,2.4,5.4,,6.1
2016-04-10 09:00:00,1.6,1.5,4.0,,11.1
2016-04-10 10:00:00,1.4,0.4,2.6,,9.6
2016-04-10 11:00:00,1.4,0.8,2.9,,14.7
2016-04-10 12:00:00,1.8,1.8,4.6,,16.4
2016-04-10 13:00:00,2.1,4.2,7.5,,18.2
2016-04-10 14:00:00,1.5,2.3,4.6,,19.1
2016-04-10 15:00:00,1.4,4.1,6.3,,15.8
2016-04-10 16:00:00,1.3,8.1,10.1,,17.5
2016-04-10 17:00:00,1.2,9.1,10.9,,21.7
2016-04-10 18:00:00,0.8,12.6,13.9,,23.2
2016-04-10 19:00:00,0.5,20.6,21.4,,22.3
2016-04-10 20:00:00,0.8,23.6,24.9,,23.0
2016-04-10 21:00:00,0.6,18.1,19.0,,22.3
2016-04-10 22:00:00,0.0,13.3,13.4,,25.6
2016-04-10 23:00:00,0.4,14.4,15.0,,28.3
2016-04-11 00:00:00,0.4,21.2,21.8,,29.8
2016-04-11 01:00:00,0.3,18.0,18.4,,31.8
2016-04-11 02:00:00,0.2,16.7,17.1,,36.4
2016-04-11 03:00:00,1.2,23.3,25.1,,38.5
2016-04-11 04:00:00,2.5,36.8,40.6,,41.0
2016-04-11 05:00:00,7.1,53.2,64.1,,45.8
2016-04-11 06:00:00,8.4,43.6,56.5,,42.6
2016-04-11 07:00:00,7.6,27.3,39.0,,43.1
2016-04-11 08:00:00,7.4,21.5,32.8,,49.4
2016-04-11 09:00:00,7.9,19.9,31.9,,40.8
2016-04-11 10:00:00,8.2,18.5,31.1,,45.5
2016-04-11 11:00:00,11.3,24.0,41.3,,47.0
2016-04-11 12:00:00,10.3,29.8,45.6,,48.3
2016-04-11 13:00:00,11.2,35.8,53.0,,45.5
2016-04-11 14:00:00,4.5,23.7,30.7,,29.1
2016-04-11 15:00:00,4.0,19.8,25.9,,26.1
2016-04-11 16:00:00,4.4,25.0,31.7,,27.9
2016-04-11 17:00:00,2.6,26.2,30.3,,26.5
2016-04-11 18:00:00,2.4,27.4,31.2,,29.0
2016-04-11 19:00:00,2.1,35.2,38.4,,31.1
2016-04-11 20:00:00,3.5,45.8,51.2,,23.8
2016-04-11 21:00:00,1.5,30.6,32.9,,22.8
2016-04-11 22:00:00,1.1,30.1,31.8,,22.9
2016-04-11 23:00:00,0.9,23.7,25.0,,21.4
2016-04-12 00:00:00,0.6,19.4,20.3,,19.5
2016-04-12 01:00:00,0.5,9.4,10.2,,15.0
2016-04-12 02:00:00,0.7,4.6,5.7,,12.6
2016-04-12 03:00:00,0.5,3.2,3.9,,11.9
2016-04-12 04:00:00,0.6,10.9,11.9,,10.1
2016-04-12 05:00:00,2.4,32.9,36.5,,12.7
2016-04-12 06:00:00,5.1,38.2,45.9,,10.0
2016-04-12 07:00:00,10.9,43.4,60.1,,12.5
2016-04-12 08:00:00,9.7,29.6,44.4,,11.8
2016-04-12 09:00:00,4.6,14.9,22.0,,9.2
2016-04-12 10:00:00,3.4,9.8,15.0,,12.9
2016-04-12 11:00:00,3.4,6.2,11.4,,11.9
2016-04-12 12:00:00,2.0,6.2,9.2,,10.6
2016-04-12 13:00:00,1.5,3.6,5.9,,7.0
2016-04-12 14:00:00,1.7,2.9,5.6,,9.8
2016-04-12 15:00:00,1.5,3.3,5.7,,7.4
2016-04-12 16:00:00,1.5,6.4,8.7,,15.8
2016-04-12 17:00:00,2.0,21.3,24.4,,13.4
2016-04-12 18:00:00,1.7,33.2,35.7,,10.5
2016-04-12 19:00:00,1.1,45.6,47.4,,14.6
2016-04-12 20:00:00,1.8,59.6,62.4,,20.3
2016-04-12 21:00:00,3.7,67.9,73.6,,24.6
2016-04-12 22:00:00,6.5,64.6,74.6,,19.0
2016-04-12 23:00:00,0.8,48.4,49.6,,16.7
2016-04-13 00:00:00,2.1,50.2,53.5,,17.5
2016-04-13 01:00:00,1.7,42.3,44.9,,16.3
2016-04-13 02:00:00,2.4,38.6,42.3,,15.5
2016-04-13 03:00:00,6.3,42.2,51.8,,15.8
2016-04-13 04:00:00,17.9,50.1,77.6,,16.0
2016-04-13 05:00:00,72.7,54.1,165.5,,24.7
2016-04-13 06:00:00,66.1,52.0,153.3,,28.4
2016-04-13 07:00:00,57.2,68.4,156.1,,12.8
2016-04-13 08:00:00,30.2,63.1,109.3,,30.0
2016-04-13 09:00:00,29.9,64.7,110.5,,18.2
2016-04-13 10:00:00,9.2,28.9,43.0,,15.3
2016-04-13 11:00:00,19.1,50.5,79.8,,20.3
2016-04-13 12:00:00,10.6,36.0,52.2,,10.6
2016-04-13 13:00:00,4.4,25.8,32.5,,18.0
2016-04-13 14:00:00,3.3,22.6,27.7,,16.1
2016-04-13 15:00:00,1.9,24.1,27.0,,21.0
2016-04-13 16:00:00,0.8,21.4,22.6,,17.8
2016-04-13 17:00:00,1.1,35.4,37.2,,17.0
2016-04-13 18:00:00,1.9,37.2,40.2,,23.4
2016-04-13 19:00:00,0.3,28.8,29.3,,10.0
2016-04-13 20:00:00,0.3,34.3,34.7,,21.8
2016-04-13 21:00:00,0.9,33.2,34.6,,18.3
2016-04-13 22:00:00,0.4,25.1,25.8,,16.7
2016-04-13 23:00:00,0.1,23.7,23.9,,14.1
2016-04-14 00:00:00,0.4,24.4,25.0,,16.3
2016-04-14 01:00:00,0.1,17.4,17.6,,16.3
2016-04-14 02:00:00,0.2,14.3,14.7,,17.5
2016-04-14 03:00:00,0.2,10.6,11.0,,23.4
2016-04-14 04:00:00,0.0,19.2,19.2,,24.0
2016-04-14 05:00:00,4.1,40.3,46.6,,26.8
2016-04-14 06:00:00,19.9,53.5,84.0,,26.6
2016-04-14 07:00:00,15.8,54.4,78.7,,21.4
2016-04-14 08:00:00,10.7,52.8,69.2,,26.4
2016-04-14 09:00:00,5.3,25.6,33.7,,18.2
2016-04-14 10:00:00,,,,,17.3
2016-04-14 11:00:00,2.7,12.2,16.3,,19.5
2016-04-14 12:00:00,1.5,6.0,8.3,,14.4
2016-04-14 13:00:00,1.3,5.4,7.4,,20.2
2016-04-14 14:00:00,1.4,10.9,13.1,,20.9
2016-04-14 15:00:00,2.1,7.8,11.0,,7.4
2016-04-14 16:00:00,1.0,2.8,4.4,,15.7
2016-04-14 17:00:00,0.5,3.7,4.5,,10.0
2016-04-14 18:00:00,0.5,7.2,8.0,,11.5
2016-04-14 19:00:00,0.2,10.6,10.9,,13.7
2016-04-14 20:00:00,0.3,7.7,8.1,,11.1
2016-04-14 21:00:00,-0.2,5.2,4.9,,14.8
2016-04-14 22:00:00,-0.2,6.5,6.2,,13.0
2016-04-14 23:00:00,-0.2,7.8,7.5,,10.7
2016-04-15 00:00:00,0.3,10.9,11.3,,11.5
2016-04-15 01:00:00,0.3,22.7,23.1,,17.6
2016-04-15 02:00:00,0.0,22.9,22.9,,15.8
2016-04-15 03:00:00,-0.5,9.9,9.0,,11.2
2016-04-15 04:00:00,0.4,10.6,11.1,,11.7
2016-04-15 05:00:00,0.9,22.1,23.4,,13.3
2016-04-15 06:00:00,1.6,28.8,31.2,,15.3
2016-04-15 07:00:00,4.8,37.5,44.8,,13.4
2016-04-15 08:00:00,7.1,34.1,45.0,,14.4
2016-04-15 09:00:00,5.1,20.1,27.8,,11.8
2016-04-15 10:00:00,2.4,13.3,17.1,,21.4
2016-04-15 11:00:00,1.7,8.9,11.5,,14.5
2016-04-15 12:00:00,1.5,7.9,10.2,,14.3
2016-04-15 13:00:00,2.2,12.9,16.2,,9.2
2016-04-15 14:00:00,2.7,15.7,19.8,,14.6
2016-04-15 15:00:00,1.7,10.3,12.9,,5.7
2016-04-15 16:00:00,0.8,10.5,11.7,,10.7
2016-04-15 17:00:00,1.3,25.8,27.8,,10.5
2016-04-15 18:00:00,0.4,40.1,40.7,,8.2
2016-04-15 19:00:00,0.2,34.5,34.7,,7.4
2016-04-15 20:00:00,0.8,40.1,41.3,,12.4
2016-04-15 21:00:00,0.3,21.6,22.0,,10.8
2016-04-15 22:00:00,0.5,15.1,15.9,,11.5
2016-04-15 23:00:00,0.2,22.9,23.2,,14.9
2016-04-16 00:00:00,0.1,17.7,17.8,,11.6
2016-04-16 01:00:00,0.2,12.0,12.4,,11.7
2016-04-16 02:00:00,0.0,6.1,6.1,,10.4
2016-04-16 03:00:00,0.0,4.4,4.5,,8.3
2016-04-16 04:00:00,-0.1,2.8,2.6,,6.1
2016-04-16 05:00:00,-0.1,4.5,4.4,,5.5
2016-04-16 06:00:00,0.5,10.9,11.7,,8.4
2016-04-16 07:00:00,1.6,15.3,17.7,,9.5
2016-04-16 08:00:00,1.5,9.8,12.1,,7.6
2016-04-16 09:00:00,0.5,4.6,5.3,,7.2
2016-04-16 10:00:00,1.3,2.5,4.5,,4.9
2016-04-16 11:00:00,1.3,4.0,6.0,,2.9
2016-04-16 12:00:00,0.9,2.2,3.5,,4.0
2016-04-16 13:00:00,1.2,2.3,4.2,,-0.6
2016-04-16 14:00:00,1.0,2.4,4.0,,5.8
2016-04-16 15:00:00,0.9,1.7,3.0,,10.3
2016-04-16 16:00:00,0.5,3.0,3.8,,6.5
2016-04-16 17:00:00,0.3,3.3,3.8,,5.2
2016-04-16 18:00:00,-0.1,5.9,5.7,,6.2
2016-04-16 19:00:00,0.1,5.6,5.7,,5.3
2016-04-16 20:00:00,0.4,7.5,8.2,,8.9
2016-04-16 21:00:00,0.0,17.0,17.0,,6.9
2016-04-16 22:00:00,0.1,28.1,28.3,,7.9
2016-04-16 23:00:00,-0.2,18.3,18.0,,9.7
2016-04-17 00:00:00,-0.6,15.1,14.2,,8.4
2016-04-17 01:00:00,2.1,29.9,33.1,,10.1
2016-04-17 02:00:00,3.9,35.5,41.6,,10.3
2016-04-17 03:00:00,0.1,28.5,28.7,,10.2
2016-04-17 04:00:00,1.4,26.1,28.1,,6.6
2016-04-17 05:00:00,2.4,25.1,28.8,,10.2
2016-04-17 06:00:00,3.8,18.5,24.4,,-1.9
2016-04-17 07:00:00,6.2,16.1,25.6,,6.6
2016-04-17 08:00:00,4.7,10.9,18.1,,6.5
2016-04-17 09:00:00,2.4,4.8,8.4,,9.7
2016-04-17 10:00:00,1.5,1.9,4.2,,6.2
2016-04-17 11:00:00,0.9,1.3,2.7,,3.7
2016-04-17 12:00:00,0.7,0.3,1.4,,13.1
2016-04-17 13:00:00,0.4,0.7,1.3,,8.3
2016-04-17 14:00:00,0.2,0.4,0.8,,4.7
2016-04-17 15:00:00,1.2,2.4,4.2,,5.0
2016-04-17 16:00:00,0.6,2.4,3.3,,12.3
2016-04-17 17:00:00,0.3,5.9,6.3,,7.1
2016-04-17 18:00:00,0.5,7.7,8.6,,6.0
2016-04-17 19:00:00,1.3,20.4,22.4,,11.9
2016-04-17 20:00:00,7.6,54.9,66.6,,15.3
2016-04-17 21:00:00,7.3,62.6,73.7,,21.7
2016-04-17 22:00:00,7.3,74.1,85.2,,23.9
2016-04-17 23:00:00,2.0,50.5,53.6,,16.9
2016-04-18 00:00:00,0.4,36.2,36.8,,15.6
2016-04-18 01:00:00,0.4,23.4,24.0,,13.6
2016-04-18 02:00:00,0.0,17.5,17.5,,9.9
2016-04-18 03:00:00,0.4,15.7,16.4,,11.2
2016-04-18 04:00:00,0.6,22.0,22.9,,12.8
2016-04-18 05:00:00,4.2,34.5,40.9,,8.4
2016-04-18 06:00:00,8.5,37.5,50.6,,13.8
2016-04-18 07:00:00,11.5,36.0,53.7,,10.5
2016-04-18 08:00:00,8.9,27.1,40.7,,14.3
2016-04-18 09:00:00,6.1,21.3,30.6,,12.4
2016-04-18 10:00:00,2.6,20.1,24.1,,19.8
2016-04-18 11:00:00,3.3,18.5,23.5,,12.9
2016-04-18 12:00:00,2.9,17.1,21.6,,13.8
2016-04-18 13:00:00,3.7,19.7,25.4,,11.4
2016-04-18 14:00:00,3.1,16.2,21.0,,12.3
2016-04-18 15:00:00,2.9,19.4,23.7,,14.3
2016-04-18 16:00:00,2.2,22.9,26.3,,16.7
2016-04-18 17:00:00,2.0,26.6,29.7,,17.5
2016-04-18 18:00:00,1.0,27.4,28.8,,16.6
2016-04-18 19:00:00,1.3,36.1,38.1,,17.9
2016-04-18 20:00:00,1.1,43.0,44.6,,16.8
2016-04-18 21:00:00,0.6,27.5,28.3,,15.3
2016-04-18 22:00:00,0.6,25.0,25.9,,15.5
2016-04-18 23:00:00,0.4,28.0,28.6,,15.6
2016-04-19 00:00:00,0.1,25.2,25.3,,14.6
2016-04-19 01:00:00,0.4,24.8,25.4,,12.0
2016-04-19 02:00:00,0.2,27.6,28.0,,11.5
2016-04-19 03:00:00,0.3,26.8,27.2,,13.2
2016-04-19 04:00:00,0.6,23.5,24.5,,10.5
2016-04-19 05:00:00,0.7,27.2,28.4,,11.7
2016-04-19 06:00:00,4.1,28.5,34.8,,13.2
2016-04-19 07:00:00,3.7,16.5,22.1,,10.2
2016-04-19 08:00:00,2.4,9.0,12.7,,16.0
2016-04-19 09:00:00,1.4,6.1,8.2,,11.8
2016-04-19 10:00:00,1.8,3.1,5.9,,15.1
2016-04-19 11:00:00,1.2,4.1,6.0,,18.4
2016-04-19 12:00:00,1.5,1.6,3.8,,14.0
2016-04-19 13:00:00,1.1,1.0,2.7,,11.5
2016-04-19 14:00:00,0.7,0.6,1.7,,19.3
2016-04-19 15:00:00,1.3,4.4,6.5,,15.9
2016-04-19 16:00:00,1.5,7.0,9.2,,29.1
2016-04-19 17:00:00,1.5,9.9,12.2,,22.8
2016-04-19 18:00:00,0.7,11.3,12.4,,24.8
2016-04-19 19:00:00,0.1,21.6,21.8,,25.6
2016-04-19 20:00:00,0.0,19.3,19.3,,19.9
2016-04-19 21:00:00,0.5,20.8,21.5,,18.7
2016-04-19 22:00:00,0.3,22.5,23.0,,17.6
2016-04-19 23:00:00,0.2,19.0,19.4,,18.9
2016-04-20 00:00:00,0.7,21.2,22.4,,19.6
2016-04-20 01:00:00,0.7,18.8,20.0,,19.6
2016-04-20 02:00:00,0.2,15.4,15.7,,16.2
2016-04-20 03:00:00,0.2,14.9,15.2,,18.1
2016-04-20 04:00:00,0.7,27.0,28.1,,15.2
2016-04-20 05:00:00,12.3,41.7,60.5,,27.0
2016-04-20 06:00:00,17.6,36.2,63.2,,18.7
2016-04-20 07:00:00,12.0,26.7,45.2,,28.2
2016-04-20 08:00:00,5.3,13.6,21.7,,28.3
2016-04-20 09:00:00,4.0,9.0,15.2,,34.1
2016-04-20 10:00:00,3.3,6.6,11.6,,32.1
2016-04-20 11:00:00,4.0,6.5,12.6,,33.7
2016-04-20 12:00:00,4.0,7.9,14.1,,35.0
2016-04-20 13:00:00,3.7,9.2,14.9,,39.6
2016-04-20 14:00:00,4.2,9.3,15.7,,33.9
2016-04-20 15:00:00,4.0,11.2,17.4,,29.8
2016-04-20 16:00:00,2.2,8.8,12.1,,19.7
2016-04-20 17:00:00,0.8,7.3,8.5,,26.0
2016-04-20 18:00:00,0.4,6.9,7.5,,24.0
2016-04-20 19:00:00,0.0,13.9,13.9,,23.2
2016-04-20 20:00:00,0.0,11.3,11.2,,22.0
2016-04-20 21:00:00,-0.5,9.8,9.0,,20.5
2016-04-20 22:00:00,0.0,12.4,12.4,,21.5
2016-04-20 23:00:00,-0.4,8.2,7.6,,25.0
2016-04-21 00:00:00,-0.2,7.9,7.5,,27.0
2016-04-21 01:00:00,1.1,22.5,24.2,,25.3
2016-04-21 02:00:00,0.6,20.8,21.6,,24.9
2016-04-21 03:00:00,0.8,25.1,26.3,,26.6
2016-04-21 04:00:00,1.4,24.9,27.2,,26.3
2016-04-21 05:00:00,2.9,30.0,34.5,,31.0
2016-04-21 06:00:00,5.2,20.2,28.3,,31.2
2016-04-21 07:00:00,5.7,21.2,30.0,,35.6
2016-04-21 08:00:00,5.2,24.7,32.7,,36.2
2016-04-21 09:00:00,9.3,23.9,38.1,,41.9
2016-04-21 10:00:00,7.6,18.9,30.5,,40.1
2016-04-21 11:00:00,4.2,10.2,16.6,,40.1
2016-04-21 12:00:00,2.8,7.2,11.5,,37.6
2016-04-21 13:00:00,2.2,5.5,8.9,,32.4
2016-04-21 14:00:00,2.3,6.5,10.1,,39.4
2016-04-21 15:00:00,2.1,8.6,11.8,,29.0
2016-04-21 16:00:00,0.9,7.6,9.1,,18.6
2016-04-21 17:00:00,0.1,13.7,13.8,,28.3
2016-04-21 18:00:00,0.1,11.4,11.6,,17.1
2016-04-21 19:00:00,-0.4,12.9,12.4,,19.5
2016-04-21 20:00:00,-0.2,10.3,10.0,,18.6
2016-04-21 21:00:00,0.0,12.8,12.8,,20.4
2016-04-21 22:00:00,0.3,14.7,15.2,,18.9
2016-04-21 23:00:00,0.1,12.0,12.2,,21.2
2016-04-22 00:00:00,0.8,17.7,18.9,,18.4
2016-04-22 01:00:00,0.5,13.4,14.2,,21.9
2016-04-22 02:00:00,1.8,14.2,16.9,,13.7
2016-04-22 03:00:00,0.4,12.9,13.5,,18.3
2016-04-22 04:00:00,0.6,13.3,14.3,,17.4
2016-04-22 05:00:00,1.5,29.5,31.8,,23.2
2016-04-22 06:00:00,1.9,23.0,25.9,,21.3
2016-04-22 07:00:00,1.3,13.7,15.7,,20.3
2016-04-22 08:00:00,1.5,9.1,11.3,,24.0
2016-04-22 09:00:00,1.4,8.4,10.6,,25.9
2016-04-22 10:00:00,1.1,6.5,8.2,,25.3
2016-04-22 11:00:00,1.3,5.2,7.1,,24.7
2016-04-22 12:00:00,1.2,8.4,10.3,,26.0
2016-04-22 13:00:00,1.0,8.0,9.4,,20.3
2016-04-22 14:00:00,1.1,7.8,9.4,,21.2
2016-04-22 15:00:00,1.2,10.7,12.4,,25.6
2016-04-22 16:00:00,0.7,10.2,11.3,,18.4
2016-04-22 17:00:00,0.8,12.4,13.7,,14.9
2016-04-22 18:00:00,0.5,10.6,11.3,,11.8
2016-04-22 19:00:00,0.2,8.9,9.2,,14.2
2016-04-22 20:00:00,0.3,10.2,10.6,,12.2
2016-04-22 21:00:00,-0.1,12.3,12.2,,12.5
2016-04-22 22:00:00,0.1,11.9,12.0,,12.1
2016-04-22 23:00:00,0.0,10.3,10.3,,11.3
2016-04-23 00:00:00,0.3,7.0,7.4,,16.0
2016-04-23 01:00:00,-0.1,7.1,6.9,,13.0
2016-04-23 02:00:00,0.2,13.2,13.5,,15.9
2016-04-23 03:00:00,0.3,10.3,10.7,,10.5
2016-04-23 04:00:00,0.2,8.4,8.6,,10.1
2016-04-23 05:00:00,1.1,7.0,8.6,,7.3
2016-04-23 06:00:00,1.3,4.8,6.8,,4.8
2016-04-23 07:00:00,2.1,2.3,5.6,,6.6
2016-04-23 08:00:00,1.1,1.7,3.4,,8.0
2016-04-23 09:00:00,1.2,1.0,2.8,,-1.4
2016-04-23 10:00:00,1.0,-1.0,0.5,,10.2
2016-04-23 11:00:00,1.3,0.1,2.2,,10.3
2016-04-23 12:00:00,0.7,-1.3,-0.3,,4.6
2016-04-23 13:00:00,0.5,-0.5,0.3,,8.5
2016-04-23 14:00:00,0.7,-1.0,0.1,,8.5
2016-04-23 15:00:00,0.5,-1.3,-0.5,,6.5
2016-04-23 16:00:00,0.6,0.2,1.2,,7.6
2016-04-23 17:00:00,0.3,-1.0,-0.5,,13.1
2016-04-23 18:00:00,0.2,3.0,3.4,,12.9
2016-04-23 19:00:00,0.3,6.1,6.5,,12.1
2016-04-23 20:00:00,2.2,31.0,34.3,,17.4
2016-04-23 21:00:00,0.1,28.3,28.4,,10.3
2016-04-23 22:00:00,1.4,33.1,35.3,,16.4
2016-04-23 23:00:00,0.2,27.6,27.9,,15.7
2016-04-24 00:00:00,0.2,15.8,16.1,,13.9
2016-04-24 01:00:00,-0.1,17.6,17.5,,12.4
2016-04-24 02:00:00,0.1,8.1,8.3,,11.8
2016-04-24 03:00:00,0.1,0.9,0.9,,10.5
2016-04-24 04:00:00,-0.2,-1.2,-1.5,,8.3
2016-04-24 05:00:00,0.1,-0.2,-0.1,,7.5
2016-04-24 06:00:00,0.0,-0.7,-0.7,,4.9
2016-04-24 07:00:00,0.5,0.7,1.4,,7.3
2016-04-24 08:00:00,1.8,2.7,5.5,,8.3
2016-04-24 09:00:00,0.3,-1.8,-1.4,,5.6
2016-04-24 10:00:00,0.3,-3.0,-2.5,,10.9
2016-04-24 11:00:00,0.5,-2.5,-1.6,,7.9
2016-04-24 12:00:00,0.3,-2.6,-2.2,,9.3
2016-04-24 13:00:00,0.7,-1.9,-0.8,,8.0
2016-04-24 14:00:00,0.3,-0.6,-0.1,,7.8
2016-04-24 15:00:00,0.1,-0.1,0.1,,8.7
2016-04-24 16:00:00,0.2,1.7,2.0,,6.7
2016-04-24 17:00:00,-0.3,3.1,2.8,,7.8
2016-04-24 18:00:00,0.3,10.8,11.3,,12.5
2016-04-24 19:00:00,-0.1,13.9,13.7,,15.9
2016-04-24 20:00:00,-0.3,23.7,23.1,,12.5
2016-04-24 21:00:00,1.2,33.8,35.7,,13.4
2016-04-24 22:00:00,0.5,25.0,25.8,,7.8
2016-04-24 23:00:00,0.3,19.7,20.2,,9.7
2016-04-25 00:00:00,0.4,13.9,14.5,,12.5
2016-04-25 01:00:00,0.1,25.3,25.5,,14.4
2016-04-25 02:00:00,0.4,14.9,15.5,,14.4
2016-04-25 03:00:00,0.4,17.3,18.0,,16.4
2016-04-25 04:00:00,1.0,19.2,20.7,,15.9
2016-04-25 05:00:00,1.6,19.8,22.2,,9.7
2016-04-25 06:00:00,4.4,33.7,40.5,,11.7
2016-04-25 07:00:00,12.3,45.3,64.2,,16.5
2016-04-25 08:00:00,14.7,41.0,63.5,,14.7
2016-04-25 09:00:00,10.2,35.6,51.2,,15.9
2016-04-25 10:00:00,5.5,20.9,29.3,,17.0
2016-04-25 11:00:00,2.8,12.7,16.9,,11.5
2016-04-25 12:00:00,2.6,9.8,13.8,,4.6
2016-04-25 13:00:00,2.8,13.5,17.8,,12.0
2016-04-25 14:00:00,2.4,10.9,14.6,,16.2
2016-04-25 15:00:00,3.1,14.1,18.7,,16.5
2016-04-25 16:00:00,3.3,22.0,27.1,,4.7
2016-04-25 17:00:00,0.7,12.2,13.3,,11.5
2016-04-25 18:00:00,0.2,5.6,5.9,,9.3
2016-04-25 19:00:00,0.2,4.7,5.0,,12.8
2016-04-25 20:00:00,0.0,7.3,7.2,,11.2
2016-04-25 21:00:00,2.7,33.7,37.9,,13.3
2016-04-25 22:00:00,0.5,23.1,23.9,,12.0
2016-04-25 23:00:00,0.2,36.7,37.0,,16.6
2016-04-26 00:00:00,0.5,28.9,29.7,,13.3
2016-04-26 01:00:00,0.1,20.1,20.3,,13.5
2016-04-26 02:00:00,0.1,10.0,10.2,,12.3
2016-04-26 03:00:00,0.2,9.0,9.4,,7.2
2016-04-26 04:00:00,0.3,10.4,10.9,,7.7
2016-04-26 05:00:00,1.9,20.9,23.9,,3.0
2016-04-26 06:00:00,4.5,18.8,25.7,,10.7
2016-04-26 07:00:00,6.1,17.7,27.1,,6.7
2016-04-26 08:00:00,3.1,6.4,11.2,,8.9
2016-04-26 09:00:00,3.2,5.8,10.6,,12.4
2016-04-26 10:00:00,2.1,3.3,6.5,,6.3
2016-04-26 11:00:00,2.4,3.6,7.2,,16.2
2016-04-26 12:00:00,1.8,5.7,8.5,,10.1
2016-04-26 13:00:00,2.0,6.1,9.2,,13.1
2016-04-26 14:00:00,3.5,7.6,12.9,,
2016-04-26 15:00:00,2.1,6.4,9.7,,13.6
2016-04-26 16:00:00,1.6,6.8,9.3,,9.2
2016-04-26 17:00:00,0.4,5.3,5.9,,12.5
2016-04-26 18:00:00,0.4,8.4,9.1,,8.5
2016-04-26 19:00:00,0.3,14.7,15.1,,12.3
2016-04-26 20:00:00,0.5,17.2,18.0,,5.5
2016-04-26 21:00:00,0.3,15.8,16.3,,6.9
2016-04-26 22:00:00,0.4,15.7,16.4,,8.4
2016-04-26 23:00:00,0.1,17.0,17.2,,13.2
2016-04-27 00:00:00,-0.1,16.3,16.1,,14.4
2016-04-27 01:00:00,0.2,15.4,15.7,,11.8
2016-04-27 02:00:00,0.0,14.4,14.4,,14.4
2016-04-27 03:00:00,0.2,14.1,14.5,,14.3
2016-04-27 04:00:00,0.4,17.7,18.3,,15.3
2016-04-27 05:00:00,2.9,28.0,32.5,,10.6
