MeasurementDateGMT,Nitric Oxide (ug/m3),Nitrogen Dioxide (ug/m3),Oxides of Nitrogen (ug/m3),PM10 Particulate (ug/m3),PM2.5 Particulate (ug/m3)
2016-04-08 00:00:00,8.1,56.9,69.4,11.9,12.6
2016-04-08 01:00:00,4.0,46.3,52.5,13.6,6.4
2016-04-08 02:00:00,4.8,45.1,52.4,9.6,7.4
2016-04-08 03:00:00,3.8,39.6,45.5,12.5,6.8
2016-04-08 04:00:00,4.4,41.6,48.3,17.4,10.6
2016-04-08 05:00:00,12.1,55.8,74.3,14.5,9.1
2016-04-08 06:00:00,34.2,61.6,114.0,21.4,11.4
2016-04-08 07:00:00,70.3,79.9,187.6,32.5,14.0
2016-04-08 08:00:00,54.4,73.3,156.8,33.3,22.3
2016-04-08 09:00:00,43.6,73.1,139.9,35.6,13.9
2016-04-08 10:00:00,37.1,69.1,125.9,31.5,13.7
2016-04-08 11:00:00,22.1,58.6,92.6,30.3,14.2
2016-04-08 12:00:00,27.4,70.7,112.6,28.1,9.3
2016-04-08 13:00:00,18.6,66.8,95.3,22.8,12.4
2016-04-08 14:00:00,8.5,39.7,52.7,14.1,11.9
2016-04-08 15:00:00,3.0,26.2,30.8,20.0,9.0
2016-04-08 16:00:00,2.9,29.7,34.1,14.7,6.6
2016-04-08 17:00:00,3.1,31.8,36.6,14.0,9.0
2016-04-08 18:00:00,2.4,30.3,34.0,11.6,6.3
2016-04-08 19:00:00,2.4,40.4,44.0,21.9,12.0
2016-04-08 20:00:00,2.0,33.5,36.6,17.6,14.5
2016-04-08 21:00:00,1.3,28.0,30.1,18.1,8.2
2016-04-08 22:00:00,1.5,24.8,27.0,18.4,8.7
2016-04-08 23:00:00,1.0,19.4,21.0,15.0,10.3
2016-04-09 00:00:00,0.6,14.0,14.9,13.5,8.0
2016-04-09 01:00:00,0.7,9.3,10.5,16.4,6.3
2016-04-09 02:00:00,0.5,6.1,6.9,14.5,6.6
2016-04-09 03:00:00,0.1,5.8,5.9,16.9,6.8
2016-04-09 04:00:00,0.5,6.1,6.9,8.4,7.3
2016-04-09 05:00:00,0.6,6.5,7.5,3.9,4.5
2016-04-09 06:00:00,0.5,9.7,10.6,6.7,0.4
2016-04-09 07:00:00,1.7,19.6,22.3,10.7,5.3
2016-04-09 08:00:00,3.8,30.1,35.9,5.1,7.0
2016-04-09 09:00:00,4.1,28.2,34.5,8.6,6.9
2016-04-09 10:00:00,4.7,26.0,33.2,13.0,5.7
2016-04-09 11:00:00,3.9,20.6,26.5,17.8,10.2
2016-04-09 12:00:00,2.7,16.6,20.7,17.7,7.6
2016-04-09 13:00:00,1.8,13.4,16.1,17.1,8.8
2016-04-09 14:00:00,1.9,16.4,19.2,14.9,7.2
2016-04-09 15:00:00,2.0,14.5,17.5,13.2,5.2
2016-04-09 16:00:00,2.1,16.4,19.7,9.7,7.9
2016-04-09 17:00:00,1.4,16.5,18.6,6.7,5.2
2016-04-09 18:00:00,1.8,21.3,24.1,8.3,7.4
2016-04-09 19:00:00,2.3,24.4,27.9,7.8,5.6
2016-04-09 20:00:00,2.2,31.1,34.5,9.3,7.4
2016-04-09 21:00:00,2.5,45.5,49.4,11.8,7.6
2016-04-09 22:00:00,1.5,35.7,38.0,15.4,6.4
2016-04-09 23:00:00,1.1,25.9,27.7,15.1,8.8
2016-04-10 00:00:00,0.9,19.7,21.1,12.5,8.3
2016-04-10 01:00:00,0.6,18.8,19.8,12.4,8.7
2016-04-10 02:00:00,11.7,42.0,60.0,21.3,8.6
2016-04-10 03:00:00,3.9,30.8,36.7,13.3,5.4
2016-04-10 04:00:00,5.2,24.8,32.7,9.0,4.3
2016-04-10 05:00:00,7.3,34.7,45.8,18.4,6.0
2016-04-10 06:00:00,3.7,33.2,38.8,7.3,5.8
2016-04-10 07:00:00,4.7,27.4,34.6,11.5,5.7
2016-04-10 08:00:00,2.0,12.7,15.7,16.0,4.9
2016-04-10 09:00:00,3.1,14.6,19.4,14.2,4.1
2016-04-10 10:00:00,3.0,14.0,18.6,12.7,5.3
2016-04-10 11:00:00,2.0,11.6,14.7,10.7,2.3
2016-04-10 12:00:00,4.4,19.8,26.5,13.5,8.0
2016-04-10 13:00:00,8.6,33.2,46.4,20.4,6.5
2016-04-10 14:00:00,6.8,28.9,39.4,21.5,6.8
2016-04-10 15:00:00,4.5,24.8,31.7,22.0,8.9
2016-04-10 16:00:00,5.1,27.6,35.4,20.4,8.5
2016-04-10 17:00:00,9.1,42.1,56.0,27.0,14.6
2016-04-10 18:00:00,7.7,46.2,58.0,27.8,13.0
2016-04-10 19:00:00,11.1,55.1,72.2,26.1,11.1
2016-04-10 20:00:00,12.5,58.3,77.4,28.5,17.4
2016-04-10 21:00:00,4.3,40.9,47.5,26.5,16.1
2016-04-10 22:00:00,5.4,42.8,51.1,34.1,20.6
2016-04-10 23:00:00,3.2,40.9,45.7,35.5,22.1
2016-04-11 00:00:00,2.5,33.4,37.3,33.3,18.6
2016-04-11 01:00:00,1.7,29.6,32.3,35.3,25.8
2016-04-11 02:00:00,4.2,35.0,41.4,46.9,28.9
2016-04-11 03:00:00,8.5,39.1,52.1,43.5,28.7
2016-04-11 04:00:00,45.1,64.8,134.0,50.2,35.9
2016-04-11 05:00:00,105.0,87.4,248.4,57.0,40.0
2016-04-11 06:00:00,67.0,75.9,178.7,50.6,34.2
2016-04-11 07:00:00,32.6,57.9,107.9,47.6,32.3
2016-04-11 08:00:00,21.6,49.4,82.5,46.6,25.2
2016-04-11 09:00:00,25.9,51.4,91.2,43.1,30.7
2016-04-11 10:00:00,16.0,42.6,67.2,39.2,22.6
2016-04-11 11:00:00,31.2,58.9,106.8,44.4,24.9
2016-04-11 12:00:00,32.2,63.1,112.4,40.3,29.9
2016-04-11 13:00:00,16.1,50.9,75.6,,25.5
2016-04-11 14:00:00,5.4,33.3,41.5,26.9,22.6
2016-04-11 15:00:00,6.0,37.3,46.5,31.3,24.9
2016-04-11 16:00:00,4.6,34.4,41.5,30.4,27.0
2016-04-11 17:00:00,3.7,37.6,43.3,30.6,26.9
2016-04-11 18:00:00,3.1,40.3,45.0,22.7,33.2
2016-04-11 19:00:00,6.4,53.5,63.3,26.7,34.8
2016-04-11 20:00:00,7.0,64.3,75.0,31.0,7.0
2016-04-11 21:00:00,3.4,45.6,50.8,15.0,18.1
2016-04-11 22:00:00,3.3,44.7,49.8,13.6,25.5
2016-04-11 23:00:00,2.7,41.4,45.6,12.7,24.4
2016-04-12 00:00:00,1.6,28.5,31.0,19.3,14.7
2016-04-12 01:00:00,1.1,16.3,18.0,13.2,7.1
2016-04-12 02:00:00,1.1,14.8,16.5,12.7,6.8
2016-04-12 03:00:00,1.2,15.5,17.4,15.9,4.9
2016-04-12 04:00:00,1.4,24.9,27.0,15.9,7.3
2016-04-12 05:00:00,3.6,44.2,49.7,15.6,10.6
2016-04-12 06:00:00,8.2,49.4,62.0,20.3,10.2
2016-04-12 07:00:00,16.8,59.9,85.6,19.8,13.8
2016-04-12 08:00:00,16.3,51.9,76.9,19.8,11.3
2016-04-12 09:00:00,6.4,29.5,39.2,13.8,6.0
2016-04-12 10:00:00,5.4,26.8,35.1,16.7,8.1
2016-04-12 11:00:00,4.2,21.6,28.0,11.9,5.4
2016-04-12 12:00:00,3.4,20.9,26.0,13.8,6.7
2016-04-12 13:00:00,2.8,19.5,23.8,14.2,7.8
2016-04-12 14:00:00,3.5,24.6,30.0,19.1,12.6
2016-04-12 15:00:00,2.3,17.7,21.3,9.1,2.8
2016-04-12 16:00:00,3.3,22.8,27.9,12.6,6.1
2016-04-12 17:00:00,26.5,64.5,105.2,21.3,11.7
2016-04-12 18:00:00,42.3,86.0,150.9,18.2,10.4
2016-04-12 19:00:00,39.0,84.5,144.3,16.3,15.2
2016-04-12 20:00:00,56.0,87.1,172.9,26.3,16.5
2016-04-12 21:00:00,23.4,76.5,112.3,26.5,12.7
2016-04-12 22:00:00,9.6,67.9,82.7,21.2,14.1
2016-04-12 23:00:00,11.0,68.8,85.6,19.0,18.7
2016-04-13 00:00:00,1.9,49.8,52.6,18.9,11.3
2016-04-13 01:00:00,0.8,31.7,32.9,11.9,15.8
2016-04-13 02:00:00,1.1,27.9,29.6,16.4,11.9
2016-04-13 03:00:00,1.0,26.8,28.3,13.4,14.1
2016-04-13 04:00:00,113.3,78.5,252.3,19.9,12.5
2016-04-13 05:00:00,147.1,87.1,312.6,35.2,22.9
2016-04-13 06:00:00,95.0,83.8,229.4,30.5,16.2
2016-04-13 07:00:00,38.0,73.1,131.4,24.2,18.5
2016-04-13 08:00:00,85.5,106.4,237.5,40.6,22.9
2016-04-13 09:00:00,47.1,90.4,162.7,33.4,17.2
2016-04-13 10:00:00,45.4,83.4,153.0,28.2,11.8
2016-04-13 11:00:00,60.5,93.0,185.8,34.8,20.0
2016-04-13 12:00:00,17.4,51.9,78.7,24.7,9.4
2016-04-13 13:00:00,22.9,61.1,96.1,21.6,7.9
2016-04-13 14:00:00,9.9,47.0,62.2,12.6,5.8
2016-04-13 15:00:00,17.0,61.2,87.3,19.0,3.1
2016-04-13 16:00:00,41.4,86.1,149.6,18.7,14.3
2016-04-13 17:00:00,39.7,89.0,149.8,22.7,12.5
2016-04-13 18:00:00,5.4,58.2,66.5,16.1,13.0
2016-04-13 19:00:00,6.9,47.0,57.7,19.5,14.9
2016-04-13 20:00:00,6.4,48.0,57.7,25.2,10.7
2016-04-13 21:00:00,2.0,48.2,51.3,20.2,8.4
2016-04-13 22:00:00,1.8,40.2,43.0,19.9,14.1
2016-04-13 23:00:00,1.7,42.6,45.2,18.0,12.7
2016-04-14 00:00:00,1.1,45.7,47.5,15.6,14.4
2016-04-14 01:00:00,0.9,27.1,28.5,21.6,9.6
2016-04-14 02:00:00,0.8,19.0,20.2,19.6,15.5
2016-04-14 03:00:00,1.8,24.6,27.3,28.1,19.1
2016-04-14 04:00:00,3.0,36.1,40.7,28.7,23.8
2016-04-14 05:00:00,41.3,65.1,128.4,32.7,22.9
2016-04-14 06:00:00,73.5,85.8,198.5,37.6,26.9
2016-04-14 07:00:00,17.9,68.4,95.8,23.6,19.7
2016-04-14 08:00:00,16.9,72.2,98.1,26.7,17.4
2016-04-14 09:00:00,7.2,44.9,55.9,16.2,13.6
2016-04-14 10:00:00,4.1,28.3,34.6,14.8,10.5
2016-04-14 11:00:00,3.4,21.3,26.6,13.4,6.3
2016-04-14 12:00:00,2.1,15.5,18.8,13.4,7.1
2016-04-14 13:00:00,2.3,16.4,19.9,14.1,10.5
2016-04-14 14:00:00,1.9,18.3,21.2,19.9,11.8
2016-04-14 15:00:00,1.4,15.6,17.8,14.0,8.1
2016-04-14 16:00:00,1.4,14.7,16.9,11.9,11.6
2016-04-14 17:00:00,0.8,14.0,15.3,11.5,3.7
2016-04-14 18:00:00,1.0,21.6,23.1,11.2,5.8
2016-04-14 19:00:00,1.3,24.4,26.3,10.6,7.2
2016-04-14 20:00:00,1.0,22.1,23.7,11.9,7.3
2016-04-14 21:00:00,2.0,18.8,21.9,9.9,4.1
2016-04-14 22:00:00,0.9,16.0,17.4,7.7,7.0
2016-04-14 23:00:00,1.0,19.4,20.9,6.9,11.6
2016-04-15 00:00:00,2.0,29.9,33.0,11.5,9.5
2016-04-15 01:00:00,0.1,15.5,15.7,12.8,5.8
2016-04-15 02:00:00,0.3,12.5,12.9,12.7,5.9
2016-04-15 03:00:00,0.2,11.0,11.3,11.2,9.2
2016-04-15 04:00:00,5.3,25.5,33.7,13.5,8.1
2016-04-15 05:00:00,16.1,41.4,66.0,22.4,13.9
2016-04-15 06:00:00,3.9,35.1,41.1,20.7,8.5
2016-04-15 07:00:00,5.7,41.4,50.2,15.6,14.9
2016-04-15 08:00:00,9.1,44.0,57.9,18.3,12.4
2016-04-15 09:00:00,4.9,31.7,39.2,16.4,9.6
2016-04-15 10:00:00,4.3,29.1,35.6,16.3,5.0
2016-04-15 11:00:00,3.1,24.6,29.3,19.2,6.5
2016-04-15 12:00:00,3.8,26.0,31.8,10.3,6.5
2016-04-15 13:00:00,4.4,29.7,36.5,8.8,7.6
2016-04-15 14:00:00,3.3,25.9,31.0,15.2,6.8
2016-04-15 15:00:00,2.7,25.8,29.9,6.7,4.4
2016-04-15 16:00:00,1.9,21.9,24.8,8.7,7.6
2016-04-15 17:00:00,25.3,65.7,104.5,7.5,8.2
2016-04-15 18:00:00,41.7,78.2,142.1,6.0,8.4
2016-04-15 19:00:00,28.5,66.8,110.5,13.4,13.5
2016-04-15 20:00:00,29.0,64.9,109.4,22.9,18.2
2016-04-15 21:00:00,24.0,57.1,93.8,21.4,12.0
2016-04-15 22:00:00,8.8,44.8,58.3,7.6,3.9
2016-04-15 23:00:00,4.9,40.5,47.9,16.8,23.9
2016-04-16 00:00:00,2.1,28.0,31.3,19.7,15.2
2016-04-16 01:00:00,3.2,25.2,30.1,10.5,8.8
2016-04-16 02:00:00,1.6,23.1,25.6,15.2,12.4
2016-04-16 03:00:00,1.9,23.4,26.3,3.9,9.8
2016-04-16 04:00:00,4.4,30.5,37.2,9.6,6.5
2016-04-16 05:00:00,9.7,40.9,55.8,7.8,6.8
2016-04-16 06:00:00,15.8,46.5,70.8,12.8,7.6
2016-04-16 07:00:00,20.9,55.2,87.2,22.0,13.7
2016-04-16 08:00:00,25.2,41.3,80.0,8.5,11.2
2016-04-16 09:00:00,25.1,41.5,79.9,10.2,4.1
2016-04-16 10:00:00,28.3,41.7,85.1,13.1,3.2
2016-04-16 11:00:00,29.0,37.9,82.3,10.9,5.7
2016-04-16 12:00:00,16.7,29.3,54.9,3.7,3.9
2016-04-16 13:00:00,24.0,35.6,72.4,2.8,10.0
2016-04-16 14:00:00,20.1,31.0,61.8,-4.0,4.0
2016-04-16 15:00:00,19.5,38.1,68.0,13.3,6.7
2016-04-16 16:00:00,23.5,38.6,74.7,9.0,7.0
2016-04-16 17:00:00,45.4,51.6,121.2,11.9,5.2
2016-04-16 18:00:00,19.8,40.9,71.3,6.9,6.9
2016-04-16 19:00:00,34.8,48.3,101.7,9.8,4.6
2016-04-16 20:00:00,50.7,63.4,141.1,15.3,5.7
2016-04-16 21:00:00,28.9,57.1,101.5,11.8,6.9
2016-04-16 22:00:00,21.1,57.0,89.4,16.0,7.8
2016-04-16 23:00:00,13.7,47.9,68.8,14.4,9.7
2016-04-17 00:00:00,16.4,53.4,78.4,4.2,8.0
2016-04-17 01:00:00,1.5,35.4,37.6,18.4,6.7
2016-04-17 02:00:00,1.8,34.1,36.9,10.9,7.7
2016-04-17 03:00:00,1.5,28.6,31.0,5.1,5.6
2016-04-17 04:00:00,1.4,27.5,29.6,2.0,6.2
2016-04-17 05:00:00,4.3,35.9,42.4,20.6,10.1
2016-04-17 06:00:00,16.3,44.4,69.3,26.4,11.3
2016-04-17 07:00:00,20.7,44.6,76.4,10.8,7.8
2016-04-17 08:00:00,24.9,43.1,81.3,14.1,8.6
2016-04-17 09:00:00,13.2,32.3,52.5,11.8,11.3
2016-04-17 10:00:00,22.0,36.2,69.9,9.8,2.5
2016-04-17 11:00:00,22.1,38.5,72.4,12.2,4.0
2016-04-17 12:00:00,16.9,33.6,59.6,12.9,5.3
2016-04-17 13:00:00,18.4,38.0,66.2,10.7,6.9
2016-04-17 14:00:00,12.0,30.4,48.7,12.9,7.9
2016-04-17 15:00:00,13.4,38.9,59.4,6.4,5.8
2016-04-17 16:00:00,23.3,50.6,86.3,14.4,9.2
2016-04-17 17:00:00,23.4,50.4,86.3,9.4,4.3
2016-04-17 18:00:00,31.1,58.2,105.9,16.7,9.9
2016-04-17 19:00:00,31.4,75.8,123.9,13.5,11.3
2016-04-17 20:00:00,15.8,80.1,104.3,16.8,12.1
2016-04-17 21:00:00,17.4,82.0,108.6,20.7,19.0
2016-04-17 22:00:00,11.3,77.3,94.6,26.0,18.1
2016-04-17 23:00:00,7.0,65.9,76.6,24.4,17.1
2016-04-18 00:00:00,4.6,61.3,68.4,18.9,12.1
2016-04-18 01:00:00,2.4,35.3,39.0,13.0,9.7
2016-04-18 02:00:00,1.9,25.5,28.4,18.0,10.8
2016-04-18 03:00:00,2.5,27.1,31.0,16.3,11.1
2016-04-18 04:00:00,2.6,34.6,38.6,26.0,9.7
2016-04-18 05:00:00,5.2,45.0,53.0,16.1,10.1
2016-04-18 06:00:00,12.8,51.3,71.0,24.5,13.3
2016-04-18 07:00:00,14.0,49.3,70.7,19.5,13.2
2016-04-18 08:00:00,13.2,44.6,64.9,22.6,8.5
2016-04-18 09:00:00,13.4,41.0,61.5,17.5,13.6
2016-04-18 10:00:00,11.4,47.8,65.2,17.7,9.2
2016-04-18 11:00:00,8.7,39.4,52.6,18.6,7.1
2016-04-18 12:00:00,8.0,37.7,49.9,19.5,9.3
2016-04-18 13:00:00,6.8,35.3,45.6,15.5,6.1
2016-04-18 14:00:00,5.7,34.2,42.9,17.4,7.3
2016-04-18 15:00:00,6.0,39.6,48.8,17.9,9.3
2016-04-18 16:00:00,6.5,43.6,53.5,19.2,8.3
2016-04-18 17:00:00,4.0,41.7,47.9,21.9,12.7
2016-04-18 18:00:00,2.4,39.3,43.0,19.3,9.9
2016-04-18 19:00:00,2.5,51.2,55.1,19.0,12.2
2016-04-18 20:00:00,2.2,45.3,48.7,18.3,12.2
2016-04-18 21:00:00,1.9,35.8,38.7,15.6,7.6
2016-04-18 22:00:00,2.3,44.9,48.4,17.3,6.3
2016-04-18 23:00:00,2.0,37.6,40.7,16.7,9.0
2016-04-19 00:00:00,1.4,37.0,39.2,14.8,6.8
2016-04-19 01:00:00,1.1,32.7,34.4,16.1,9.4
2016-04-19 02:00:00,1.1,29.4,31.0,16.2,7.5
2016-04-19 03:00:00,1.4,32.7,34.9,14.3,4.8
2016-04-19 04:00:00,11.8,49.3,67.4,10.1,9.8
2016-04-19 05:00:00,41.1,70.9,133.9,22.9,11.6
2016-04-19 06:00:00,52.6,73.6,154.2,26.8,10.6
2016-04-19 07:00:00,41.9,67.8,132.0,23.4,12.6
2016-04-19 08:00:00,30.3,58.8,105.3,27.4,12.7
2016-04-19 09:00:00,31.8,63.0,111.8,20.3,6.6
2016-04-19 10:00:00,32.1,59.1,108.4,30.8,11.1
2016-04-19 11:00:00,24.3,49.4,86.6,18.9,9.5
2016-04-19 12:00:00,25.3,53.1,91.9,25.1,9.9
2016-04-19 13:00:00,20.4,47.7,79.0,22.3,9.6
2016-04-19 14:00:00,13.9,39.9,61.2,22.8,7.4
2016-04-19 15:00:00,17.9,50.6,78.2,28.0,15.5
2016-04-19 16:00:00,17.1,47.6,73.8,20.6,5.7
2016-04-19 17:00:00,7.8,36.1,48.1,25.3,12.1
2016-04-19 18:00:00,4.0,27.4,33.6,21.3,10.1
2016-04-19 19:00:00,3.3,31.8,36.8,28.6,11.1
2016-04-19 20:00:00,7.9,35.7,47.9,25.2,5.9
2016-04-19 21:00:00,20.3,62.9,94.0,29.0,9.8
2016-04-19 22:00:00,20.1,58.6,89.5,26.3,12.4
2016-04-19 23:00:00,14.4,56.5,78.6,24.2,10.0
2016-04-20 00:00:00,9.2,40.7,54.8,24.6,9.8
2016-04-20 01:00:00,3.5,32.8,38.0,20.4,7.3
2016-04-20 02:00:00,6.5,41.3,51.2,24.9,8.5
2016-04-20 03:00:00,17.9,40.9,68.4,18.8,8.0
2016-04-20 04:00:00,70.9,67.6,176.4,22.9,9.4
2016-04-20 05:00:00,147.4,90.9,316.9,29.4,14.7
2016-04-20 06:00:00,52.1,67.5,147.4,33.1,7.9
2016-04-20 07:00:00,47.4,67.5,140.2,34.7,9.7
2016-04-20 08:00:00,36.1,54.8,110.1,38.0,11.7
2016-04-20 09:00:00,17.6,36.6,63.6,33.4,
2016-04-20 10:00:00,11.7,27.7,45.6,27.6,12.8
2016-04-20 11:00:00,16.4,35.8,60.8,28.6,9.6
2016-04-20 12:00:00,18.3,40.0,68.0,45.8,5.8
2016-04-20 13:00:00,13.5,34.2,54.9,33.6,18.7
2016-04-20 14:00:00,9.8,30.5,45.5,33.9,12.5
2016-04-20 15:00:00,9.1,31.0,45.0,28.7,11.7
2016-04-20 16:00:00,22.1,48.2,82.1,28.4,12.9
2016-04-20 17:00:00,22.5,55.0,89.5,30.6,9.7
2016-04-20 18:00:00,17.2,56.1,82.5,27.4,8.3
2016-04-20 19:00:00,17.1,56.1,82.3,27.3,22.0
2016-04-20 20:00:00,12.0,46.8,65.2,24.8,15.5
2016-04-20 21:00:00,12.4,51.0,69.9,27.1,14.4
2016-04-20 22:00:00,9.3,39.1,53.4,24.4,7.2
2016-04-20 23:00:00,12.5,50.7,69.9,28.7,9.1
2016-04-21 00:00:00,6.3,42.9,52.5,31.2,15.2
2016-04-21 01:00:00,2.3,25.8,29.3,27.0,9.6
2016-04-21 02:00:00,3.1,25.6,30.4,28.5,6.3
2016-04-21 03:00:00,9.5,39.6,54.1,33.7,19.0
2016-04-21 04:00:00,35.6,57.9,112.5,36.2,16.5
2016-04-21 05:00:00,85.7,75.7,207.1,40.6,18.7
2016-04-21 06:00:00,68.9,68.3,173.9,40.5,23.1
2016-04-21 07:00:00,52.9,62.0,143.1,39.9,16.3
2016-04-21 08:00:00,57.9,69.8,158.6,45.7,21.1
2016-04-21 09:00:00,37.2,58.4,115.5,44.4,30.3
2016-04-21 10:00:00,26.4,50.7,91.3,44.9,21.9
2016-04-21 11:00:00,27.6,51.4,93.7,48.1,25.3
2016-04-21 12:00:00,32.8,53.8,104.1,47.0,26.0
2016-04-21 13:00:00,32.1,59.3,108.5,47.9,18.5
2016-04-21 14:00:00,19.2,47.8,77.3,43.6,20.4
2016-04-21 15:00:00,18.6,51.6,80.1,41.0,19.1
2016-04-21 16:00:00,16.0,55.8,80.4,27.5,11.9
2016-04-21 17:00:00,15.5,54.8,78.5,22.0,9.4
2016-04-21 18:00:00,18.5,60.5,89.0,22.1,19.6
2016-04-21 19:00:00,14.2,55.3,77.1,15.2,10.5
2016-04-21 20:00:00,17.1,61.7,87.9,19.5,6.2
2016-04-21 21:00:00,10.0,48.1,63.5,24.1,15.9
2016-04-21 22:00:00,10.0,44.5,59.9,29.2,14.2
2016-04-21 23:00:00,5.0,35.6,43.2,25.8,12.2
2016-04-22 00:00:00,2.7,23.8,28.0,22.9,-0.1
2016-04-22 01:00:00,1.0,17.6,19.1,23.0,2.4
2016-04-22 02:00:00,2.0,16.4,19.4,15.1,13.8
2016-04-22 03:00:00,6.4,29.2,39.1,17.4,6.8
2016-04-22 04:00:00,34.3,65.6,118.1,20.6,3.0
2016-04-22 05:00:00,57.2,81.8,169.6,28.2,14.1
2016-04-22 06:00:00,46.2,70.7,141.6,29.9,8.9
2016-04-22 07:00:00,43.0,68.5,134.4,31.8,12.3
2016-04-22 08:00:00,41.4,66.9,130.4,40.0,15.7
2016-04-22 09:00:00,38.8,65.1,124.6,36.0,18.2
2016-04-22 10:00:00,28.4,59.0,102.5,31.2,14.3
2016-04-22 11:00:00,32.0,65.1,114.1,28.4,14.8
2016-04-22 12:00:00,35.7,68.6,123.4,30.6,13.3
2016-04-22 13:00:00,43.3,71.1,137.5,28.8,14.6
2016-04-22 14:00:00,28.3,62.8,106.1,27.7,12.1
2016-04-22 15:00:00,24.0,57.5,94.3,25.4,16.0
2016-04-22 16:00:00,30.5,63.4,110.2,23.3,11.1
2016-04-22 17:00:00,26.2,56.7,96.9,23.1,14.2
2016-04-22 18:00:00,30.6,64.1,111.0,20.1,7.8
2016-04-22 19:00:00,17.5,52.9,79.8,17.4,7.3
2016-04-22 20:00:00,14.6,41.0,63.4,19.3,6.7
2016-04-22 21:00:00,13.9,42.4,63.8,18.9,10.2
2016-04-22 22:00:00,10.9,39.0,55.8,18.0,4.9
2016-04-22 23:00:00,9.4,34.8,49.2,15.9,7.1
2016-04-23 00:00:00,6.0,25.2,34.4,18.1,9.7
2016-04-23 01:00:00,1.9,17.2,20.1,15.9,10.1
2016-04-23 02:00:00,2.4,15.8,19.5,15.0,7.5
2016-04-23 03:00:00,3.2,17.8,22.7,15.9,4.4
2016-04-23 04:00:00,6.3,24.7,34.3,13.4,7.0
2016-04-23 05:00:00,10.3,31.9,47.7,14.1,3.3
2016-04-23 06:00:00,13.5,31.8,52.5,16.5,6.7
2016-04-23 07:00:00,14.8,32.0,54.8,17.1,9.0
2016-04-23 08:00:00,11.2,29.2,46.4,16.8,7.5
2016-04-23 09:00:00,12.7,30.3,49.8,17.7,7.8
2016-04-23 10:00:00,14.9,33.0,55.9,16.5,4.5
2016-04-23 11:00:00,12.5,32.0,51.2,16.4,6.9
2016-04-23 12:00:00,10.3,26.2,42.0,7.5,5.9
2016-04-23 13:00:00,9.2,23.5,37.6,15.0,8.2
2016-04-23 14:00:00,8.5,22.7,35.7,8.5,5.9
2016-04-23 15:00:00,8.5,26.3,39.3,15.3,8.0
2016-04-23 16:00:00,9.6,27.7,42.5,10.2,10.8
2016-04-23 17:00:00,9.6,31.8,46.5,7.6,6.6
2016-04-23 18:00:00,20.6,55.3,86.9,18.4,9.4
2016-04-23 19:00:00,31.1,73.8,121.5,18.7,8.9
2016-04-23 20:00:00,50.4,85.5,162.7,21.0,13.6
2016-04-23 21:00:00,35.4,78.3,132.6,22.0,15.0
2016-04-23 22:00:00,25.6,69.6,108.8,17.8,13.4
2016-04-23 23:00:00,20.0,65.4,96.1,23.1,14.2
2016-04-24 00:00:00,6.6,55.6,65.7,21.7,15.2
2016-04-24 01:00:00,7.0,41.2,51.9,18.5,14.7
2016-04-24 02:00:00,2.8,23.0,27.2,16.1,8.7
2016-04-24 03:00:00,2.4,15.5,19.2,13.7,5.0
2016-04-24 04:00:00,3.2,14.2,19.1,10.4,5.8
2016-04-24 05:00:00,4.7,24.0,31.2,8.8,3.4
2016-04-24 06:00:00,2.5,18.6,22.5,10.7,4.5
2016-04-24 07:00:00,6.2,25.1,34.7,13.2,4.2
2016-04-24 08:00:00,8.2,25.8,38.5,15.6,8.4
2016-04-24 09:00:00,13.9,30.9,52.3,15.1,5.5
2016-04-24 10:00:00,17.7,38.1,65.1,9.5,6.6
2016-04-24 11:00:00,10.7,26.5,42.8,19.0,8.1
2016-04-24 12:00:00,4.8,18.5,25.8,10.6,5.9
2016-04-24 13:00:00,6.2,22.5,31.9,9.7,5.7
2016-04-24 14:00:00,5.4,22.0,30.3,8.1,0.9
2016-04-24 15:00:00,6.7,25.7,35.9,15.5,8.9
2016-04-24 16:00:00,6.3,27.3,36.8,10.7,6.9
2016-04-24 17:00:00,10.2,44.6,60.3,12.7,5.9
2016-04-24 18:00:00,8.6,49.6,62.8,11.5,10.6
2016-04-24 19:00:00,12.7,53.7,73.1,21.6,11.1
2016-04-24 20:00:00,20.4,59.8,91.1,18.7,15.2
2016-04-24 21:00:00,4.7,47.5,54.8,14.5,8.8
2016-04-24 22:00:00,3.2,41.5,46.4,10.1,10.7
2016-04-24 23:00:00,3.1,38.1,42.9,13.0,10.3
2016-04-25 00:00:00,1.6,40.5,43.0,13.6,10.9
2016-04-25 01:00:00,1.9,31.1,33.9,14.2,13.1
2016-04-25 02:00:00,1.1,23.5,25.3,18.6,17.3
2016-04-25 03:00:00,1.8,24.9,27.7,16.8,11.1
2016-04-25 04:00:00,1.9,26.0,29.0,14.7,3.7
2016-04-25 05:00:00,2.9,32.5,37.0,12.8,2.5
2016-04-25 06:00:00,8.2,48.5,61.1,14.0,12.8
2016-04-25 07:00:00,13.1,52.4,72.5,17.3,12.8
2016-04-25 08:00:00,17.1,50.2,76.5,23.6,12.3
2016-04-25 09:00:00,17.0,48.3,74.3,19.5,10.5
2016-04-25 10:00:00,22.7,51.9,86.6,16.1,6.6
2016-04-25 11:00:00,22.5,50.7,85.2,16.8,10.7
2016-04-25 12:00:00,19.5,47.6,77.5,16.7,8.9
