MeasurementDateGMT,Nitric Oxide (ug/m3),Nitrogen Dioxide (ug/m3),Oxides of Nitrogen (ug/m3),Ozone (ug/m3),PM10 Particulate (ug/m3)
2019-05-22 18:00:00,14.3,54.9,76.8,,25.8
2019-05-22 19:00:00,10.8,43.0,59.6,,23.2
2019-05-22 20:00:00,15.3,53.4,76.8,51.9,24.5
2019-05-22 21:00:00,24.5,65.9,103.4,38.7,21.5
2019-05-22 22:00:00,29.6,73.8,119.2,30.0,22.7
2019-05-22 23:00:00,18.1,64.4,92.2,36.6,21.6
2019-05-23 00:00:00,14.9,56.8,79.5,39.4,20.1
2019-05-23 01:00:00,8.5,42.9,55.9,48.9,16.0
2019-05-23 02:00:00,8.6,44.5,57.7,46.8,21.4
2019-05-23 03:00:00,10.8,45.1,61.7,42.3,16.3
2019-05-23 04:00:00,21.7,58.0,91.3,32.6,17.6
2019-05-23 05:00:00,30.0,61.6,107.5,32.6,17.7
2019-05-23 06:00:00,66.0,86.2,187.4,20.4,24.7
2019-05-23 07:00:00,67.0,87.2,189.9,20.9,30.4
2019-05-23 08:00:00,49.8,78.2,154.5,33.1,32.6
2019-05-23 09:00:00,25.5,52.2,91.3,53.0,26.1
2019-05-23 10:00:00,18.5,42.7,71.1,69.8,21.6
2019-05-23 11:00:00,31.3,50.3,98.3,70.3,30.6
2019-05-23 12:00:00,29.7,59.2,104.7,,28.2
2019-05-23 13:00:00,31.6,66.7,115.1,,27.9
2019-05-23 14:00:00,25.2,56.2,94.9,,28.5
2019-05-23 15:00:00,19.5,51.2,81.1,,24.4
2019-05-23 16:00:00,21.7,54.2,87.5,,30.1
2019-05-23 17:00:00,21.4,61.2,94.0,,30.0
2019-05-23 18:00:00,30.0,68.7,114.8,,21.0
2019-05-23 19:00:00,19.5,61.2,91.1,,21.0
2019-05-23 20:00:00,14.1,54.7,76.2,,14.3
2019-05-23 21:00:00,29.4,75.2,120.3,,19.6
2019-05-23 22:00:00,45.1,85.3,154.4,14.3,30.3
2019-05-23 23:00:00,26.2,77.6,117.9,16.9,27.2
2019-05-24 00:00:00,36.3,80.4,136.0,11.6,27.6
2019-05-24 01:00:00,3.0,27.8,32.4,57.9,17.6
2019-05-24 02:00:00,1.9,20.9,23.8,58.2,17.0
2019-05-24 03:00:00,8.3,31.4,44.1,43.9,18.3
2019-05-24 04:00:00,6.7,28.9,39.2,45.5,17.5
2019-05-24 05:00:00,9.0,32.4,46.1,41.9,15.1
2019-05-24 06:00:00,11.2,33.4,50.6,46.0,16.6
2019-05-24 07:00:00,12.8,27.0,46.6,54.2,21.2
2019-05-24 08:00:00,34.3,42.1,94.7,43.5,23.3
2019-05-24 09:00:00,24.4,30.1,67.4,51.1,15.3
2019-05-24 10:00:00,35.6,41.6,96.2,41.4,26.7
2019-05-24 11:00:00,45.6,53.2,123.0,,26.5
2019-05-24 12:00:00,36.9,46.6,103.2,,23.4
2019-05-24 13:00:00,13.8,25.5,46.7,,18.0
2019-05-24 14:00:00,51.0,57.7,136.0,,26.2
2019-05-24 15:00:00,40.1,53.2,114.7,,22.6
2019-05-24 16:00:00,51.1,65.2,143.5,,20.3
2019-05-24 17:00:00,45.3,59.2,128.7,,23.9
2019-05-24 18:00:00,68.1,76.9,181.3,,26.2
2019-05-24 19:00:00,48.5,69.2,143.6,,29.2
2019-05-24 20:00:00,42.7,68.2,133.7,,17.6
2019-05-24 21:00:00,48.9,64.8,139.7,12.8,18.8
2019-05-24 22:00:00,48.6,51.8,126.3,18.4,23.8
2019-05-24 23:00:00,82.3,69.6,195.9,8.7,24.9
2019-05-25 00:00:00,71.6,64.5,174.4,10.3,18.3
2019-05-25 01:00:00,56.2,58.4,144.6,10.3,17.0
2019-05-25 02:00:00,49.6,45.4,121.4,22.6,12.6
2019-05-25 03:00:00,48.3,55.9,129.9,13.8,13.1
2019-05-25 04:00:00,41.2,53.3,116.5,17.4,11.3
2019-05-25 05:00:00,46.7,46.4,118.0,23.6,12.2
2019-05-25 06:00:00,41.6,43.8,107.6,27.7,17.7
2019-05-25 07:00:00,49.6,43.4,119.5,26.7,18.8
2019-05-25 08:00:00,61.2,57.5,151.4,17.4,19.5
2019-05-25 09:00:00,41.9,44.4,108.6,32.3,18.5
2019-05-25 10:00:00,37.1,43.8,100.7,34.4,17.5
2019-05-25 11:00:00,36.4,42.8,98.7,36.5,16.8
2019-05-25 12:00:00,20.6,33.7,65.3,,18.1
2019-05-25 13:00:00,26.1,42.7,82.8,,18.9
2019-05-25 14:00:00,21.0,36.7,68.9,,13.2
2019-05-25 15:00:00,19.0,37.7,66.9,,14.3
2019-05-25 16:00:00,28.7,48.3,92.3,,13.4
2019-05-25 17:00:00,31.0,46.8,94.4,,9.7
2019-05-25 18:00:00,37.8,59.4,117.3,,13.0
2019-05-25 19:00:00,34.9,56.4,109.9,,30.3
2019-05-25 20:00:00,39.7,64.0,124.9,,12.7
2019-05-25 21:00:00,32.0,60.9,109.9,,20.9
2019-05-25 22:00:00,36.2,60.4,115.9,,26.9
2019-05-25 23:00:00,41.4,58.5,122.0,13.4,20.3
2019-05-26 00:00:00,40.5,57.2,119.3,9.6,18.7
2019-05-26 01:00:00,23.3,38.3,74.0,20.6,19.4
2019-05-26 02:00:00,27.8,44.9,87.5,16.5,20.0
2019-05-26 03:00:00,22.3,38.8,73.0,18.0,21.1
2019-05-26 04:00:00,9.1,27.2,41.1,30.4,15.0
2019-05-26 05:00:00,22.0,29.8,63.6,24.7,12.8
2019-05-26 06:00:00,17.5,28.8,55.6,25.2,14.2
2019-05-26 07:00:00,16.2,25.7,50.6,28.3,14.0
2019-05-26 08:00:00,19.4,28.3,58.1,33.5,19.4
2019-05-26 09:00:00,22.4,27.3,61.6,34.0,19.6
2019-05-26 10:00:00,22.0,26.3,60.1,34.3,26.8
2019-05-26 11:00:00,20.1,28.8,59.6,,22.8
2019-05-26 12:00:00,17.2,28.8,55.1,,24.8
2019-05-26 13:00:00,23.3,34.9,70.7,,16.2
2019-05-26 14:00:00,35.0,41.0,94.7,,18.2
2019-05-26 15:00:00,24.7,35.4,73.2,,16.3
2019-05-26 16:00:00,27.9,37.0,79.7,,22.5
2019-05-26 17:00:00,31.8,39.0,87.8,17.5,13.2
2019-05-26 18:00:00,36.7,40.6,96.8,17.5,18.0
2019-05-26 19:00:00,29.9,40.0,85.8,18.6,8.9
2019-05-26 20:00:00,35.1,43.1,96.9,18.6,15.7
2019-05-26 21:00:00,38.3,42.1,100.9,23.2,15.2
2019-05-26 22:00:00,50.0,46.8,123.5,22.7,19.9
2019-05-26 23:00:00,57.5,60.4,148.6,9.8,22.6
2019-05-27 00:00:00,56.8,63.6,150.7,6.2,19.7
2019-05-27 01:00:00,37.3,56.1,113.2,11.0,18.9
2019-05-27 02:00:00,22.8,43.5,78.4,18.1,15.3
2019-05-27 03:00:00,22.4,41.0,75.4,18.6,18.0
2019-05-27 04:00:00,15.6,36.4,60.4,21.2,15.8
2019-05-27 05:00:00,25.7,39.0,78.4,18.1,16.8
2019-05-27 06:00:00,37.1,41.2,98.1,16.5,15.0
2019-05-27 07:00:00,29.3,36.6,81.5,22.2,15.5
2019-05-27 08:00:00,30.3,35.6,82.0,22.7,24.3
2019-05-27 09:00:00,27.7,32.5,75.0,33.1,25.7
2019-05-27 10:00:00,20.8,28.9,60.9,42.4,21.5
2019-05-27 11:00:00,25.4,34.0,73.0,39.8,26.8
2019-05-27 12:00:00,26.7,35.6,76.5,36.7,20.5
2019-05-27 13:00:00,27.4,36.1,78.1,39.3,24.5
2019-05-27 14:00:00,25.8,36.1,75.6,39.3,20.1
2019-05-27 15:00:00,26.7,39.6,80.6,34.1,20.6
2019-05-27 16:00:00,28.7,46.2,90.2,30.5,17.0
2019-05-27 17:00:00,30.3,45.2,91.7,31.0,17.2
2019-05-27 18:00:00,32.3,47.3,96.8,29.0,21.2
2019-05-27 19:00:00,30.7,49.8,96.8,24.8,19.8
2019-05-27 20:00:00,31.3,47.3,95.3,25.9,15.0
2019-05-27 21:00:00,25.5,46.7,85.8,25.4,17.8
2019-05-27 22:00:00,29.1,43.2,87.8,25.9,12.8
2019-05-27 23:00:00,30.0,45.8,91.9,23.3,13.8
2019-05-28 00:00:00,42.2,47.6,112.4,26.2,30.3
2019-05-28 01:00:00,27.0,42.1,83.5,22.1,6.1
2019-05-28 02:00:00,24.2,37.2,74.2,23.8,2.7
2019-05-28 03:00:00,33.0,39.3,89.9,22.3,10.9
2019-05-28 04:00:00,31.4,41.3,89.4,20.2,9.1
2019-05-28 05:00:00,50.0,47.0,123.8,17.1,11.4
2019-05-28 06:00:00,57.2,50.2,137.9,18.7,10.8
2019-05-28 07:00:00,55.0,44.1,128.3,20.2,27.3
2019-05-28 08:00:00,41.2,33.3,96.5,32.2,18.6
2019-05-28 09:00:00,45.8,38.9,109.2,30.6,21.1
2019-05-28 10:00:00,49.4,42.5,118.3,27.0,14.0
2019-05-28 11:00:00,49.4,42.0,117.8,32.2,21.3
2019-05-28 12:00:00,30.1,31.7,77.9,45.1,20.1
2019-05-28 13:00:00,29.8,37.3,83.0,42.6,12.9
2019-05-28 14:00:00,13.1,23.4,43.5,58.7,9.0
2019-05-28 15:00:00,9.8,18.3,33.4,64.9,11.0
2019-05-28 16:00:00,7.5,17.8,29.4,72.2,19.6
2019-05-28 17:00:00,7.2,20.9,31.9,66.5,11.6
2019-05-28 18:00:00,11.1,29.5,46.6,53.0,6.3
2019-05-28 19:00:00,9.8,31.1,46.1,54.0,11.7
2019-05-28 20:00:00,8.9,41.7,55.3,39.5,17.7
2019-05-28 21:00:00,5.2,36.1,44.1,39.5,14.2
2019-05-28 22:00:00,4.9,33.6,41.1,42.6,11.5
2019-05-28 23:00:00,12.1,44.3,62.9,30.1,15.5
2019-05-29 00:00:00,9.2,40.7,54.8,28.4,13.6
2019-05-29 01:00:00,2.6,27.1,31.2,42.3,11.9
2019-05-29 02:00:00,5.3,34.6,42.7,30.2,12.9
2019-05-29 03:00:00,9.2,42.3,56.4,23.4,13.4
2019-05-29 04:00:00,9.9,38.2,53.3,26.0,14.4
2019-05-29 05:00:00,19.4,39.8,69.6,26.0,13.2
2019-05-29 06:00:00,17.4,38.3,65.0,32.8,13.5
2019-05-29 07:00:00,34.8,42.6,96.0,26.5,19.3
2019-05-29 08:00:00,40.8,45.7,108.2,27.6,32.9
2019-05-29 09:00:00,41.1,44.7,107.7,33.8,27.2
2019-05-29 10:00:00,37.8,43.1,101.1,42.7,33.8
2019-05-29 11:00:00,48.4,53.4,127.6,37.0,24.6
2019-05-29 12:00:00,32.6,44.6,94.6,47.4,21.5
2019-05-29 13:00:00,29.0,46.6,91.0,39.6,19.5
2019-05-29 14:00:00,27.0,43.6,84.9,38.0,8.3
2019-05-29 15:00:00,19.8,37.9,68.2,39.1,17.2
2019-05-29 16:00:00,26.7,41.0,81.9,34.9,14.8
2019-05-29 17:00:00,19.8,38.9,69.2,31.8,12.4
2019-05-29 18:00:00,21.4,37.9,70.8,22.4,14.7
2019-05-29 19:00:00,17.8,37.9,65.2,18.2,21.0
2019-05-29 20:00:00,23.4,37.4,73.3,12.0,19.9
2019-05-29 21:00:00,17.8,33.3,60.6,12.0,18.2
2019-05-29 22:00:00,21.1,29.3,61.6,11.0,17.5
2019-05-29 23:00:00,21.1,28.8,61.1,12.0,17.7
2019-05-30 00:00:00,17.2,26.0,52.3,12.5,12.6
2019-05-30 01:00:00,16.3,23.3,48.3,11.8,13.1
2019-05-30 02:00:00,17.8,23.7,51.0,13.6,11.3
2019-05-30 03:00:00,32.0,24.0,71.9,14.6,9.8
2019-05-30 04:00:00,26.4,28.3,68.8,12.0,11.3
2019-05-30 05:00:00,32.7,34.0,84.2,11.0,12.6
2019-05-30 06:00:00,48.2,40.8,114.8,12.0,12.5
2019-05-30 07:00:00,57.5,43.0,131.1,15.1,21.4
2019-05-30 08:00:00,62.5,44.5,140.3,16.7,19.3
2019-05-30 09:00:00,51.6,40.9,119.9,23.5,22.6
2019-05-30 10:00:00,48.9,47.0,122.0,23.0,22.8
2019-05-30 11:00:00,50.9,52.6,130.7,,32.1
2019-05-30 12:00:00,53.3,53.7,135.3,,29.7
2019-05-30 13:00:00,55.9,54.8,140.5,,23.9
2019-05-30 14:00:00,42.4,53.1,118.0,,33.0
2019-05-30 15:00:00,38.7,58.7,118.1,,25.9
2019-05-30 16:00:00,45.0,59.8,128.8,,24.3
2019-05-30 17:00:00,38.1,54.1,112.5,,24.5
2019-05-30 18:00:00,42.4,58.8,123.8,,23.6
2019-05-30 19:00:00,30.1,50.5,96.7,,25.6
2019-05-30 20:00:00,19.9,45.3,75.7,,27.3
2019-05-30 21:00:00,27.2,52.5,94.2,,21.7
2019-05-30 22:00:00,44.4,49.1,117.2,,14.9
2019-05-30 23:00:00,43.8,45.0,112.1,12.6,15.1
2019-05-31 00:00:00,30.9,35.8,83.3,14.7,11.3
2019-05-31 01:00:00,36.3,42.0,97.6,10.5,12.1
2019-05-31 02:00:00,30.2,37.7,84.0,12.6,12.1
2019-05-31 03:00:00,22.2,33.6,67.6,15.2,13.9
2019-05-31 04:00:00,28.9,37.7,82.0,15.2,11.8
2019-05-31 05:00:00,55.8,49.8,135.3,9.4,14.7
2019-05-31 06:00:00,69.7,52.0,158.9,6.3,16.4
2019-05-31 07:00:00,61.4,45.2,139.4,9.4,17.3
2019-05-31 08:00:00,45.8,41.5,111.8,12.6,22.6
2019-05-31 09:00:00,47.8,42.6,115.9,16.8,14.6
2019-05-31 10:00:00,59.5,46.8,138.0,16.8,14.6
2019-05-31 11:00:00,39.5,34.3,94.9,18.4,19.0
2019-05-31 12:00:00,47.5,44.6,117.5,16.3,25.9
2019-05-31 13:00:00,41.9,39.4,103.7,23.6,20.1
2019-05-31 14:00:00,26.3,31.6,71.9,28.8,17.5
2019-05-31 15:00:00,26.6,34.2,75.0,27.8,18.7
2019-05-31 16:00:00,28.6,38.3,82.2,31.5,18.5
2019-05-31 17:00:00,22.0,33.6,67.3,,18.8
2019-05-31 18:00:00,31.6,46.1,94.6,23.6,21.1
2019-05-31 19:00:00,58.9,57.1,147.5,12.1,23.2
2019-05-31 20:00:00,40.3,52.9,114.6,12.6,21.6
2019-05-31 21:00:00,24.3,44.5,81.8,18.4,13.3
2019-05-31 22:00:00,34.0,51.3,103.4,13.7,15.0
2019-05-31 23:00:00,31.7,51.8,100.3,12.6,20.6
2019-06-01 00:00:00,26.7,48.3,89.2,13.3,13.8
2019-06-01 01:00:00,18.2,39.3,67.3,17.5,13.7
2019-06-01 02:00:00,18.3,38.8,66.9,16.3,15.1
2019-06-01 03:00:00,19.3,35.7,65.4,16.8,13.5
2019-06-01 04:00:00,24.3,39.4,76.7,16.3,13.4
2019-06-01 05:00:00,23.7,35.8,72.1,18.9,13.3
2019-06-01 06:00:00,39.0,41.6,101.5,18.4,14.0
2019-06-01 07:00:00,46.4,43.7,114.9,19.5,21.0
2019-06-01 08:00:00,31.0,39.0,86.6,25.8,13.7
2019-06-01 09:00:00,17.7,29.1,56.2,33.1,18.2
2019-06-01 10:00:00,32.4,33.8,83.5,,20.3
2019-06-01 11:00:00,16.0,30.6,55.2,,18.1
2019-06-01 12:00:00,24.7,37.9,75.8,,17.3
2019-06-01 13:00:00,,,,,14.9
2019-06-01 14:00:00,,,,,21.8
2019-06-01 15:00:00,,,,,22.6
2019-06-01 16:00:00,,,,,19.6
2019-06-01 17:00:00,,,,,26.9
2019-06-01 18:00:00,,,,,22.2
2019-06-01 19:00:00,8.7,41.4,54.8,,36.5
2019-06-01 20:00:00,5.0,37.8,45.5,,25.3
2019-06-01 21:00:00,11.0,44.1,61.0,,31.2
2019-06-01 22:00:00,11.4,42.0,59.5,,26.0
2019-06-01 23:00:00,9.4,37.9,52.2,,22.2
2019-06-02 00:00:00,3.6,36.6,42.1,,22.8
2019-06-02 01:00:00,2.2,35.2,38.6,,19.8
2019-06-02 02:00:00,2.0,34.7,37.8,,20.5
2019-06-02 03:00:00,4.7,31.1,38.3,,21.9
2019-06-02 04:00:00,9.0,36.3,50.2,30.6,17.7
2019-06-02 05:00:00,5.4,30.1,38.3,46.4,11.8
2019-06-02 06:00:00,11.7,30.7,48.7,50.1,16.6
2019-06-02 07:00:00,9.1,28.6,42.5,58.0,21.1
2019-06-02 08:00:00,8.7,25.5,38.8,64.0,14.4
2019-06-02 09:00:00,9.1,29.6,43.5,,30.4
2019-06-02 10:00:00,10.7,29.6,46.1,,18.4
2019-06-02 11:00:00,9.4,30.7,45.1,,17.1
2019-06-02 12:00:00,12.1,29.2,47.7,,15.2
2019-06-02 13:00:00,,,,,29.3
2019-06-02 14:00:00,,,,,19.9
2019-06-02 15:00:00,,,,,31.7
2019-06-02 16:00:00,,,,,16.9
2019-06-02 17:00:00,,,,,15.8
2019-06-02 18:00:00,13.4,29.2,49.8,,15.1
2019-06-02 19:00:00,10.8,27.6,44.1,,17.2
2019-06-02 20:00:00,14.1,32.9,54.5,,15.9
2019-06-02 21:00:00,14.8,33.9,56.6,,13.8
2019-06-02 22:00:00,21.9,42.8,76.3,,15.7
2019-06-02 23:00:00,26.2,43.4,83.6,26.4,21.2
2019-06-03 00:00:00,23.3,41.1,76.9,28.2,19.5
2019-06-03 01:00:00,13.9,30.6,52.0,41.6,19.8
2019-06-03 02:00:00,11.4,30.8,48.3,40.2,18.0
2019-06-03 03:00:00,11.8,33.4,51.5,36.0,18.5
2019-06-03 04:00:00,20.5,38.7,70.2,31.2,18.8
2019-06-03 05:00:00,32.3,47.6,97.2,25.9,19.9
2019-06-03 06:00:00,44.1,50.3,118.0,24.4,21.3
2019-06-03 07:00:00,60.3,54.6,147.1,22.8,26.8
2019-06-03 08:00:00,61.0,57.3,150.8,25.4,31.6
2019-06-03 09:00:00,62.7,56.8,152.9,23.8,25.2
2019-06-03 10:00:00,47.9,55.1,128.5,29.7,20.0
2019-06-03 11:00:00,42.8,49.3,115.0,40.3,28.5
2019-06-03 12:00:00,44.5,56.1,124.4,36.6,32.3
2019-06-03 13:00:00,32.4,43.5,93.2,42.4,24.6
2019-06-03 14:00:00,23.3,44.0,79.7,,23.1
2019-06-03 15:00:00,20.6,44.0,75.5,,23.2
2019-06-03 16:00:00,23.3,48.7,84.4,,25.5
2019-06-03 17:00:00,23.6,53.9,90.2,,22.0
2019-06-03 18:00:00,16.2,38.2,63.1,,21.4
2019-06-03 19:00:00,25.0,43.0,81.3,46.7,19.7
2019-06-03 20:00:00,11.8,37.2,55.3,52.0,15.3
2019-06-03 21:00:00,15.2,39.8,63.1,49.9,21.4
2019-06-03 22:00:00,18.3,44.0,72.0,40.9,20.9
2019-06-03 23:00:00,14.2,42.4,64.2,38.2,21.7
2019-06-04 00:00:00,5.4,27.9,36.2,53.1,18.4
2019-06-04 01:00:00,4.1,25.8,32.0,53.1,20.7
2019-06-04 02:00:00,7.4,30.9,42.3,47.2,18.1
2019-06-04 03:00:00,6.4,31.4,41.3,42.5,19.3
2019-06-04 04:00:00,11.8,34.1,52.2,37.7,17.2
2019-06-04 05:00:00,13.2,35.7,55.9,36.6,17.0
2019-06-04 06:00:00,22.0,45.2,78.9,27.6,18.4
2019-06-04 07:00:00,29.5,48.9,94.1,26.0,49.8
2019-06-04 08:00:00,37.6,57.3,115.0,20.2,43.0
2019-06-04 09:00:00,20.7,42.0,73.7,35.6,31.4
2019-06-04 10:00:00,18.3,42.0,70.1,39.9,37.5
2019-06-04 11:00:00,19.3,42.6,72.2,39.9,37.3
2019-06-04 12:00:00,15.9,46.7,71.2,34.6,30.1
2019-06-04 13:00:00,13.2,43.0,63.3,35.6,41.3
2019-06-04 14:00:00,19.7,47.8,78.0,22.9,29.4
2019-06-04 15:00:00,25.1,54.7,93.2,14.4,35.2
2019-06-04 16:00:00,32.6,53.2,103.1,13.8,28.1
2019-06-04 17:00:00,24.4,50.0,87.4,22.9,12.4
2019-06-04 18:00:00,20.7,45.8,77.5,37.8,18.5
2019-06-04 19:00:00,13.2,36.8,57.1,47.9,15.7
2019-06-04 20:00:00,19.4,45.8,75.4,39.4,18.9
2019-06-04 21:00:00,19.0,45.8,74.9,34.1,15.5
2019-06-04 22:00:00,16.0,42.6,67.1,33.5,18.0
2019-06-04 23:00:00,18.7,41.1,69.7,33.0,14.0
2019-06-05 00:00:00,12.7,33.0,52.4,39.1,20.3
2019-06-05 01:00:00,9.5,33.0,47.6,43.3,16.0
2019-06-05 02:00:00,5.8,25.2,34.1,45.8,15.5
2019-06-05 03:00:00,8.2,26.8,39.4,44.8,11.3
2019-06-05 04:00:00,13.3,33.7,54.1,43.7,13.4
2019-06-05 05:00:00,18.4,37.4,65.6,39.4,8.7
2019-06-05 06:00:00,32.7,47.0,97.1,34.1,11.1
2019-06-05 07:00:00,41.2,49.2,112.3,29.9,13.9
2019-06-05 08:00:00,33.0,42.3,92.9,35.2,17.1
2019-06-05 09:00:00,49.4,53.5,129.2,32.0,17.2
2019-06-05 10:00:00,41.2,46.1,109.2,39.5,21.1
2019-06-05 11:00:00,38.5,47.6,106.6,46.4,18.7
2019-06-05 12:00:00,29.0,42.8,87.2,47.5,18.5
2019-06-05 13:00:00,36.5,51.3,107.2,37.9,18.6
2019-06-05 14:00:00,45.0,58.2,127.2,33.1,20.2
2019-06-05 15:00:00,33.7,49.2,100.9,39.5,22.5
2019-06-05 16:00:00,25.9,45.5,85.2,40.0,21.6
2019-06-05 17:00:00,29.0,50.2,94.7,35.8,18.8
2019-06-05 18:00:00,20.8,47.5,79.4,34.7,18.8
2019-06-05 19:00:00,32.7,52.9,103.1,28.8,16.1
2019-06-05 20:00:00,22.2,48.1,82.1,33.1,18.1
2019-06-05 21:00:00,22.9,51.3,86.3,26.7,19.1
2019-06-05 22:00:00,47.1,61.0,133.2,17.6,18.6
2019-06-05 23:00:00,37.6,59.3,116.9,16.6,21.0
2019-06-06 00:00:00,18.7,42.3,70.9,31.3,18.9
2019-06-06 01:00:00,8.2,34.5,47.1,35.6,11.9
2019-06-06 02:00:00,13.7,34.9,55.9,33.7,12.8
2019-06-06 03:00:00,17.1,40.7,66.9,27.8,12.0
2019-06-06 04:00:00,18.1,42.3,70.1,24.1,13.2
2019-06-06 05:00:00,35.5,56.7,111.2,18.2,14.8
2019-06-06 06:00:00,60.9,59.6,152.9,19.8,13.3
2019-06-06 07:00:00,48.6,53.2,127.6,28.9,20.7
2019-06-06 08:00:00,48.2,54.7,128.7,31.0,21.4
2019-06-06 09:00:00,40.7,46.2,108.7,42.8,34.7
2019-06-06 10:00:00,32.2,45.1,94.4,45.0,17.1
2019-06-06 11:00:00,30.1,44.1,90.2,53.0,24.9
2019-06-06 12:00:00,33.2,48.3,99.2,46.0,29.7
2019-06-06 13:00:00,26.7,37.2,78.1,63.7,26.7
2019-06-06 14:00:00,18.1,33.4,61.3,66.4,12.5
2019-06-06 15:00:00,19.5,32.4,62.3,65.3,23.0
2019-06-06 16:00:00,29.1,41.5,86.1,55.2,14.6
2019-06-06 17:00:00,16.4,33.4,58.7,61.6,15.8
2019-06-06 18:00:00,18.2,42.5,70.3,53.6,17.1
2019-06-06 19:00:00,23.3,47.3,83.0,45.5,26.0
2019-06-06 20:00:00,13.0,39.8,59.8,50.4,25.0
2019-06-06 21:00:00,14.7,41.4,64.0,42.3,21.9
2019-06-06 22:00:00,6.9,39.8,50.3,41.8,14.3
2019-06-06 23:00:00,5.8,38.2,47.1,44.5,24.0
2019-06-07 00:00:00,7.8,53.7,65.6,23.6,24.0
2019-06-07 01:00:00,10.1,48.1,63.5,24.3,22.1
2019-06-07 02:00:00,5.1,38.2,46.1,32.2,15.8
2019-06-07 03:00:00,2.7,29.7,33.9,38.1,17.0
2019-06-07 04:00:00,3.8,29.7,35.5,33.8,19.0
2019-06-07 05:00:00,10.3,35.6,51.4,26.3,19.6
2019-06-07 06:00:00,11.0,36.1,53.0,26.8,17.5
2019-06-07 07:00:00,13.7,34.6,55.6,27.9,39.9
2019-06-07 08:00:00,19.9,36.7,67.3,29.5,36.9
2019-06-07 09:00:00,19.2,34.1,63.6,38.1,32.0
2019-06-07 10:00:00,15.8,37.3,61.5,33.3,31.1
2019-06-07 11:00:00,23.7,43.7,80.1,24.2,29.5
2019-06-07 12:00:00,21.3,38.9,71.6,23.6,24.6
2019-06-07 13:00:00,14.1,32.5,54.1,34.4,14.1
2019-06-07 14:00:00,15.1,28.8,52.0,58.6,12.6
2019-06-07 15:00:00,11.0,27.7,44.6,62.9,16.1
2019-06-07 16:00:00,7.6,26.1,37.7,75.8,8.3
2019-06-07 17:00:00,6.9,27.7,38.2,70.4,26.8
2019-06-07 18:00:00,12.4,41.0,60.0,56.4,15.9
2019-06-07 19:00:00,12.1,39.4,57.9,55.9,21.2
2019-06-07 20:00:00,11.7,41.5,59.5,52.2,12.5
2019-06-07 21:00:00,5.2,38.3,46.2,47.9,13.1
2019-06-07 22:00:00,47.2,72.1,144.5,15.6,12.7
2019-06-07 23:00:00,57.6,75.4,163.7,7.0,13.3
2019-06-08 00:00:00,30.3,58.4,104.9,20.8,9.0
2019-06-08 01:00:00,16.6,38.4,63.8,33.0,6.7
2019-06-08 02:00:00,10.3,31.5,47.3,38.7,5.7
2019-06-08 03:00:00,7.2,26.1,37.2,48.4,4.0
2019-06-08 04:00:00,12.4,34.2,53.2,43.1,3.2
2019-06-08 05:00:00,21.4,37.4,70.2,36.1,1.7
2019-06-08 06:00:00,29.3,46.0,91.0,38.2,7.0
2019-06-08 07:00:00,23.8,42.2,78.8,40.4,8.7
2019-06-08 08:00:00,25.6,38.5,77.7,41.5,16.5
2019-06-08 09:00:00,26.6,37.0,77.7,41.5,22.1
2019-06-08 10:00:00,25.9,32.2,71.9,43.6,24.1
2019-06-08 11:00:00,24.2,34.3,71.4,47.4,20.6
2019-06-08 12:00:00,28.0,36.5,79.4,44.2,16.9
2019-06-08 13:00:00,28.7,35.9,79.9,41.0,17.4
2019-06-08 14:00:00,31.8,38.1,86.9,39.4,24.7
2019-06-08 15:00:00,32.2,39.2,88.5,38.8,19.0
2019-06-08 16:00:00,32.5,39.2,89.0,36.7,13.4
2019-06-08 17:00:00,31.5,41.3,89.6,36.1,13.9
2019-06-08 18:00:00,37.0,48.3,105.1,30.2,15.0
2019-06-08 19:00:00,29.4,44.5,89.6,30.2,16.6
2019-06-08 20:00:00,29.1,50.9,95.5,23.7,37.9
2019-06-08 21:00:00,23.9,45.0,81.7,23.7,16.8
2019-06-08 22:00:00,22.9,45.0,80.1,20.0,15.9
2019-06-08 23:00:00,41.2,55.3,118.5,12.4,18.8
2019-06-09 00:00:00,24.5,45.1,82.6,17.3,26.9
2019-06-09 01:00:00,30.0,47.2,93.3,15.8,18.4
2019-06-09 02:00:00,22.9,40.8,75.9,21.1,17.4
2019-06-09 03:00:00,27.4,45.1,87.1,16.7,15.0
2019-06-09 04:00:00,26.7,45.1,86.0,17.3,13.3
2019-06-09 05:00:00,18.4,34.9,63.1,24.3,12.8
2019-06-09 06:00:00,19.4,28.5,58.3,35.7,12.5
2019-06-09 07:00:00,16.0,26.3,50.8,44.8,33.5
2019-06-09 08:00:00,17.7,25.3,52.4,47.0,13.3
2019-06-09 09:00:00,16.0,24.7,49.2,54.6,13.2
2019-06-09 10:00:00,16.7,25.3,50.8,57.3,17.7
2019-06-09 11:00:00,11.8,23.6,41.7,63.8,7.4
2019-06-09 12:00:00,10.4,23.1,39.1,67.1,9.8
2019-06-09 13:00:00,14.6,28.0,50.3,61.7,8.1
2019-06-09 14:00:00,10.8,26.9,43.4,64.9,13.3
2019-06-09 15:00:00,16.0,36.0,60.5,56.3,15.6
2019-06-09 16:00:00,41.7,60.3,124.2,31.9,14.2
2019-06-09 17:00:00,14.9,37.6,60.5,57.9,12.7
