MeasurementDateGMT,Nitric Oxide (ug/m3),Nitrogen Dioxide (ug/m3),Oxides of Nitrogen (ug/m3),PM10 Particulate (ug/m3),PM2.5 Particulate (ug/m3)
2016-04-13 11:00:00,41.6,61.9,125.6,19.3,6.1
2016-04-13 12:00:00,54.0,68.8,151.7,25.5,10.5
2016-04-13 13:00:00,46.4,67.9,139.0,24.1,12.5
2016-04-13 14:00:00,53.4,69.7,151.6,18.4,8.1
2016-04-13 15:00:00,17.7,41.0,68.2,13.1,6.8
2016-04-13 16:00:00,2.5,26.9,30.8,6.9,3.8
2016-04-13 17:00:00,2.9,41.0,45.5,13.5,8.4
2016-04-13 18:00:00,30.3,66.1,112.6,21.7,15.0
2016-04-13 19:00:00,14.4,57.2,79.3,15.1,12.2
2016-04-13 20:00:00,33.4,59.3,110.6,18.3,15.8
2016-04-13 21:00:00,26.8,63.4,104.5,22.6,19.8
2016-04-13 22:00:00,20.6,60.6,92.2,20.0,15.9
2016-04-13 23:00:00,14.1,49.3,70.9,17.1,11.1
2016-04-14 00:00:00,13.7,61.0,82.1,23.6,18.4
2016-04-14 01:00:00,6.2,39.8,49.4,19.7,15.0
2016-04-14 02:00:00,4.8,42.4,49.7,19.0,14.6
2016-04-14 03:00:00,16.8,45.7,71.4,22.3,17.7
2016-04-14 04:00:00,76.2,77.4,194.4,35.2,20.5
2016-04-14 05:00:00,184.7,104.0,387.1,70.3,41.4
2016-04-14 06:00:00,128.6,87.9,285.2,51.9,35.0
2016-04-14 07:00:00,100.6,92.0,246.3,50.9,32.6
2016-04-14 08:00:00,69.4,88.5,195.0,37.5,24.9
2016-04-14 09:00:00,41.0,70.4,133.2,33.2,18.9
2016-04-14 10:00:00,29.0,46.7,91.2,28.5,19.6
2016-04-14 11:00:00,21.2,44.1,76.7,37.7,17.6
2016-04-14 12:00:00,22.1,41.9,75.9,20.4,11.0
2016-04-14 13:00:00,31.1,46.3,94.1,28.0,11.5
2016-04-14 14:00:00,24.7,46.7,84.6,21.7,14.0
2016-04-14 15:00:00,13.4,36.8,57.3,17.4,12.0
2016-04-14 16:00:00,34.0,41.7,93.9,12.7,6.0
2016-04-14 17:00:00,42.7,50.7,116.2,12.7,5.3
2016-04-14 18:00:00,37.3,59.1,116.3,14.4,7.8
2016-04-14 19:00:00,31.7,65.2,113.7,12.7,6.9
2016-04-14 20:00:00,25.6,47.2,86.5,13.9,9.8
2016-04-14 21:00:00,12.3,28.1,47.0,5.9,3.2
2016-04-14 22:00:00,9.4,32.7,47.1,6.6,3.9
2016-04-14 23:00:00,1.7,21.0,23.6,11.5,5.9
2016-04-15 00:00:00,0.3,16.0,16.5,11.2,10.3
2016-04-15 01:00:00,1.8,20.4,23.1,16.9,16.1
2016-04-15 02:00:00,6.4,26.7,36.5,18.8,17.6
2016-04-15 03:00:00,2.9,18.9,23.4,11.1,10.8
2016-04-15 04:00:00,27.1,50.7,92.3,15.7,14.9
